4.957355375621361887e-02,9.504264462437863603e-01
4.797719587845061806e-02,9.520228041215493819e-01
2.421438082885598100e-02,9.757856191711440363e-01
2.591035320941288342e-02,9.740896467905871825e-01
2.606655282551254005e-02,9.739334471744874877e-01
2.961759796995575358e-02,9.703824020300443332e-01
1.074914703208834990e-02,9.892508529679115981e-01
1.865495071065115251e-02,9.813450492893488475e-01
3.400037537160404549e-02,9.659996246283959476e-01
1.138252814232821545e-03,9.988617471857672570e-01
9.054066343283687437e-03,9.909459336567163490e-01
5.262511701793709529e-02,9.473748829820628492e-01
2.132747579573613869e-02,9.786725242042638717e-01
8.596061196763572776e-02,9.140393880323642861e-01
3.133167866153300229e-01,6.866832133846699771e-01
7.176809635930289089e-01,2.823190364069711467e-01
8.845870729710608726e-01,1.154129270289390857e-01
9.556756298273483274e-01,4.432437017265162399e-02
9.619972155751141951e-01,3.800278442488578406e-02
9.706478386354554511e-01,2.935216136454458016e-02
9.790149531779840375e-01,2.098504682201592780e-02
9.977450453584246759e-01,2.254954641575342318e-03
9.988845234721144273e-01,1.115476527885575758e-03
9.969078677833520530e-01,3.092132216647963065e-03
9.536541153789255265e-01,4.634588462107452900e-02
9.828911770018403660e-01,1.710882299815961322e-02
9.930692155339414517e-01,6.930784466058553459e-03
9.984323028716699522e-01,1.567697128330091186e-03
9.752764895351684338e-01,2.472351046483153500e-02
9.713418457553000263e-01,2.865815424469995987e-02
