number.of.states,birth.rate,iteration,receiver.entropy,proportion,sender.convex,interaction,sender.converged,receiver.eu,sender.eu,sender.convexity,meta.step,receiver.converged,sender.entropy,impairment
30,0.05,0,0.88993031997876382,0.33333333333333331,0,weakest,False,4.8130879803382784,4.8130879803382784,6.7066665529067185e-08,1,False,0.67579031939280709,0.0
30,0.05,0,0.88993031997876382,0.33333333333333331,0,weakest,False,4.8130879803382784,4.8130879803382784,6.7066665529067185e-08,1,False,0.67579031939280709,0.05
30,0.05,0,0.88993031997876382,0.33333333333333331,0,weakest,False,4.8130879803382784,4.8130879803382784,6.7066665529067185e-08,1,False,0.67579031939280709,0.1
30,0.05,1,0.89429776840564257,0.33539386762807166,0,weakest,False,5.103834777977271,5.099805548053995,1.2108762473176697e-07,1,False,0.7160297072067735,0.0
30,0.05,1,0.98289789355922974,0.33409945371451671,0,weakest,False,5.076127021036001,5.0881335330861051,3.0647318426112107e-06,1,False,0.90629292056136834,0.05
30,0.05,1,0.9944524889798394,0.33050667865741168,1,weakest,False,5.0314676737318758,5.0234903916050477,2.8302948320491416e-06,1,False,0.94711017149261245,0.1
30,0.05,2,0.88670367628692992,0.34063598531828293,0,weakest,False,5.3541927412883483,5.3417433261163527,1.4396926199600344e-07,1,False,0.70601588924782976,0.0
30,0.05,2,0.98208590870961987,0.33544847935392463,0,weakest,False,5.2795893358892032,5.2942681423305649,2.3883868929362909e-06,1,False,0.89581422499266017,0.05
30,0.05,2,0.99182664287686051,0.32391553532779249,1,weakest,False,5.1617586943785341,5.159553826047409,2.7588924251759977e-06,1,False,0.944884666809643,0.1
30,0.05,3,0.86729590684262481,0.34960261697537753,0,weakest,False,5.8234509576091993,5.7982877358199332,4.8135291048152968e-07,1,False,0.63643701784047879,0.0
30,0.05,3,0.96623625539293512,0.33797184227593358,0,weakest,False,5.6994495267305965,5.7093946534323301,8.0070825997169643e-06,1,False,0.83558317424989081,0.05
30,0.05,3,0.9820623117918228,0.31242554074868883,1,weakest,False,5.4529127217959941,5.4690756428290737,1.3729736399151388e-05,1,False,0.91044499312425986,0.1
30,0.05,4,0.83180699239811262,0.36020693137564797,0,weakest,False,6.7272993652282826,6.6601569580254996,5.4669706704556157e-06,1,False,0.54053291970404338,0.0
30,0.05,4,0.9332138324378475,0.34248675263472156,0,weakest,False,6.5804344765702893,6.5864775808622271,0.00012344071661889644,1,False,0.71572516370762562,0.05
30,0.05,4,0.96148029606781393,0.29730631598963059,1,weakest,False,6.147977131155999,6.2165719141758231,0.00022822837524647389,1,False,0.82407992926901519,0.1
30,0.05,5,0.78698993781049642,0.36793584011432012,0,weakest,False,7.913521438872408,7.8166120144264069,9.8481939738649955e-05,1,False,0.42245721578507262,0.0
30,0.05,5,0.88044068823744093,0.34788932620024621,0,weakest,False,7.8353093680426067,7.8073181954021429,0.0031295474655724485,1,False,0.5437297965312613,0.05
30,0.05,5,0.92063086896126145,0.28417483368543378,1,weakest,False,7.2849349204540772,7.4345921925272904,0.0068713250036687105,1,False,0.64179119221273695,0.1
30,0.05,6,0.74412862120279311,0.37250595881798032,0,weakest,False,8.9042887199647183,8.8127871989054949,0.0011685257939667967,1,False,0.35573911968565475,0.0
30,0.05,6,0.83073667320604705,0.35184691836026888,0,weakest,False,8.8901988132754202,8.8085906543427051,0.028092473807048646,1,False,0.4392393984873677,0.05
30,0.05,6,0.8723339648779711,0.27564712282175075,1,weakest,False,8.3780960894572409,8.5964732611490273,0.051379636902018432,1,False,0.46650375425820517,0.1
30,0.05,7,0.72004198293155908,0.37566050390038458,0,weakest,False,9.4010379583986801,9.2680095111191321,0.0085716646847259787,1,False,0.26469425637468985,0.0
30,0.05,7,0.80669637899764612,0.35510508494822657,1,weakest,False,9.3688707546742531,9.3148336311292734,0.18802141301635908,1,False,0.3140578352912588,0.05
30,0.05,7,0.8478860530221376,0.2692344111513888,1,weakest,False,8.9164279121785803,9.165175963666961,0.15380215772450198,1,False,0.33893307381857912,0.1
30,0.05,8,0.70167011527600021,0.37861885379598131,0,weakest,False,9.6174273188094048,9.4592098082165741,0.037074140572769747,1,False,0.27890906208165767,0.0
30,0.05,8,0.79021548145033527,0.35781456994421063,1,weakest,False,9.5474258058074604,9.5245746529188064,0.30536218279774952,1,False,0.27468330907823468,0.05
30,0.05,8,0.8288155382382506,0.26356657625980806,1,weakest,False,9.1391125192032003,9.3900114665330587,0.18578196106737255,1,False,0.32596904731677701,0.1
30,0.05,9,0.69990960205260844,0.38218043822884756,0,weakest,False,9.7250128217882956,9.5769488763596406,0.17665570857482629,1,False,0.24138048035249063,0.0
30,0.05,9,0.79353322075544885,0.35955673426330914,1,weakest,False,9.6144159258519952,9.6007720903438027,0.37703742493119374,1,False,0.24029973516662753,0.05
30,0.05,9,0.82930560891900607,0.2582628275078433,1,weakest,False,9.2530356127590565,9.484255235923218,0.22411540004737038,1,False,0.30004527732392744,0.1
30,0.05,10,0.69608969081110683,0.38626511607527647,1,weakest,False,9.7949951012242931,9.6533152720912501,0.32636487858571184,1,False,0.22571590816771711,0.0
30,0.05,10,0.79103987699342371,0.36062873678760016,1,weakest,False,9.6556340948241441,9.6443853167040725,0.37681304128923082,1,False,0.23937428401920235,0.05
30,0.05,10,0.82449621415970897,0.25310614713712343,1,weakest,False,9.3165570644094373,9.5418772689200662,0.23022715355625323,1,False,0.29654327773331213,0.1
30,0.05,11,0.68782887657774572,0.39084745779467311,1,weakest,False,9.833412979367008,9.6943797897223494,0.52264820435970283,1,False,0.17507536988869554,0.0
30,0.05,11,0.78502408838935855,0.3611895581426115,1,weakest,False,9.6675622539209805,9.6612964116897739,0.45696247212707675,1,False,0.20575227747272207,0.05
30,0.05,11,0.81664125897338535,0.24796298406271536,1,weakest,False,9.3427922177956226,9.5638983210576765,0.28101599528431009,1,False,0.26567279086960427,0.1
