number.of.states,birth.rate,iteration,receiver.entropy,sender.proportion,sender.converged,receiver.eu,sender.eu,sender.convexity,meta.step,receiver.proportion,receiver.converged,sender.entropy,impairment
50,0.05,0,0.89054172682332522,0.5,False,8.2467441743721253,8.1016256301552918,7.6950915116868492e-19,5,0.5,False,0.72015337618805964,0.0
50,0.05,0,0.87048153194018696,0.5,False,8.007541915561216,8.1526604597780512,8.1813163291001913e-17,5,0.5,False,0.75109589457404902,0.1
50,0.05,1,0.96296936288944979,0.5,False,8.5203548060513974,8.5014171765574282,1.0233907557100386e-12,5,0.5,False,0.92004093698382083,0.0
50,0.05,1,0.99251054910433334,0.5,False,8.4634490805414515,8.4823867100354207,4.1132777322020761e-12,5,0.5,False,0.9796913305811833,0.1
50,0.05,2,0.97493546464506675,0.5,False,8.8947594174375908,8.8688950236738719,7.8432288046592909e-11,5,0.5,False,0.92407651869037322,0.0
50,0.05,2,0.98788537349240158,0.5,False,8.7843555047758386,8.8102198985395592,6.2115346127303112e-11,5,0.5,False,0.94999453190381056,0.1
50,0.05,3,0.9652562657396736,0.5,False,9.6212248770179745,9.5858541719823691,3.422328173481549e-09,5,0.5,False,0.85173539882011251,0.0
50,0.05,3,0.97636867866449129,0.5,False,9.4382319801310501,9.4736026851666573,1.9591840516522729e-09,5,0.5,False,0.8809894513522305,0.1
50,0.05,4,0.93796178185644508,0.5,False,10.891232665161906,10.831872578217673,1.1010996876163664e-07,5,0.5,False,0.7191882406057839,0.0
50,0.05,4,0.95233735421881516,0.5,False,10.609836416196915,10.669196503141148,7.2076448020458281e-08,5,0.5,False,0.76035847908134691,0.1
50,0.05,5,0.90571931336098943,0.50344060185521267,False,12.486142525151344,12.390467375664393,7.2469646714329894e-07,5,0.50732800604909312,False,0.63654156573852727,0.0
50,0.05,5,0.91996260439629762,0.49655939814478739,False,12.125434947950119,12.221110097437069,6.6230284748965487e-07,5,0.49267199395090683,False,0.66130304293448794,0.1
50,0.05,6,0.85146975494280452,0.50344060185521267,False,13.669758234711948,13.555112320238035,9.3526984528996101e-06,5,0.50732800604909312,False,0.48084192731726078,0.0
50,0.05,6,0.87351125019319498,0.49655939814478739,False,13.278041319058623,13.397342595774038,1.123601154022974e-05,5,0.49267199395090683,False,0.52631643366220504,0.1
50,0.05,7,0.80698393815243352,0.50344060185521267,False,14.718011779757028,14.593788148934657,6.9950147666968435e-05,5,0.50732800604909312,False,0.38256085382152871,0.0
50,0.05,7,0.83037727807053485,0.49655939814478739,False,14.337324104234115,14.466249478663485,0.00012439221960273408,5,0.49267199395090683,False,0.42425170581903598,0.1
50,0.05,8,0.77814499855692731,0.50344060185521267,False,15.329973131497209,15.206990144937865,0.00087169947314316503,5,0.50732800604909312,False,0.30939320093791761,0.0
50,0.05,8,0.80220162930743188,0.49655939814478739,False,14.967184772604369,15.09471218220698,0.0018977319294710582,5,0.49267199395090683,False,0.34678089230789738,0.1
50,0.05,9,0.76328272231492633,0.50344060185521267,False,15.684749892339758,15.567644336882763,0.02361106091478582,5,0.50732800604909312,False,0.23795095642606182,0.0
50,0.05,9,0.78775176184978279,0.49655939814478739,False,15.341740398098171,15.463154086151526,0.036828396898405912,5,0.49267199395090683,False,0.26418002727516826,0.1
50,0.05,10,0.79024672516302463,0.50511385351671889,False,15.885083026662716,15.776801994284316,0.081606632158281442,5,0.51250769848266486,False,0.28825190634558195,0.0
50,0.05,10,0.81497385213420492,0.49488614648328105,False,15.559219920677918,15.671552563909163,0.06900650620823881,5,0.48749230151733514,False,0.29808361143965911,0.1
50,0.05,11,0.76909625518651514,0.50511385351671889,False,15.868018246141911,15.765371042763586,0.44866278411137922,5,0.51250769848266486,False,0.11926404238296527,0.0
50,0.05,11,0.79317912286960834,0.49488614648328105,False,15.540889277273825,15.650545337999006,0.25481977224293534,5,0.48749230151733514,False,0.15828412682235149,0.1
50,0.05,12,0.76827827660947912,0.50511385351671889,False,16.008919923336844,15.90497344533448,0.56499265317287306,5,0.51250769848266486,False,0.087895871410545084,0.0
50,0.05,12,0.79108649545680931,0.49488614648328105,False,15.696667855227219,15.80742777411902,0.32359632191443211,5,0.48749230151733514,False,0.12849452399400141,0.1
50,0.05,13,0.77039762764211028,0.50511385351671889,False,16.075560239230448,15.970247833135211,0.58486353888393883,5,0.51250769848266486,False,0.084563444151246794,0.0
50,0.05,13,0.79259441295684341,0.49488614648328105,False,15.766695785934459,15.878799249616522,0.33621092235909522,5,0.48749230151733514,False,0.12536829097044891,0.1
50,0.05,14,0.77261099194987959,0.50511385351671889,False,16.123998720337006,16.017889520958636,0.59424397221594716,5,0.51250769848266486,False,0.083221385812257714,0.0
50,0.05,14,0.79422949818321842,0.49488614648328105,False,15.818110655450134,15.93098291085116,0.34219751380120655,5,0.48749230151733514,False,0.12407345582769098,0.1
50,0.05,15,0.80480110635474189,0.50640947109656287,False,16.163211276941809,16.056706872643694,0.18699715650705881,5,0.51723047303828906,False,0.22229403542595308,0.0
50,0.05,15,0.82091295705441503,0.49359052890343702,False,15.860469051456105,15.973697678989133,0.091891116362964237,5,0.48276952696171083,False,0.2714306087896427,0.1
50,0.05,16,0.78160989320874308,0.50640947109656287,False,16.11090904931266,16.006377200247066,0.52162940128153901,5,0.51723047303828906,False,0.099435670228749204,0.0
50,0.05,16,0.80225161775502485,0.49359052890343702,False,15.804095312794724,15.918068225852107,0.29486542518693498,5,0.48276952696171083,False,0.1402856966739186,0.1
50,0.05,17,0.77950252052782254,0.50640947109656287,False,16.203236165389637,16.098658217288691,0.57926356018463276,5,0.51723047303828906,False,0.085376580482128941,0.0
50,0.05,17,0.79930474742813362,0.49359052890343702,False,15.908008945973608,16.021775143687059,0.33925328250429826,5,0.48276952696171083,False,0.12483683253728071,0.1
50,0.05,18,0.77961221193825281,0.50640947109656287,False,16.244567873239941,16.139675883706246,0.59822510447538724,5,0.51723047303828906,False,0.082563741329716278,0.0
50,0.05,18,0.79920826726682093,0.49359052890343702,False,15.951678420139984,16.06571556426384,0.34997696737433104,5,0.48276952696171083,False,0.12243015549470576,0.1
50,0.05,19,0.78007156497685404,0.50640947109656287,False,16.273479713424791,16.168438992297283,0.60710393368434157,5,0.51723047303828906,False,0.081364652735917309,0.0
50,0.05,19,0.79946965665468228,0.49359052890343702,False,15.982419382676195,16.096569021161251,0.3546257578591977,5,0.48276952696171083,False,0.12145725196250719,0.1
50,0.05,20,0.80957370998090161,0.50749285880906492,False,16.296383143788418,16.191356617337231,0.2248438899170864,5,0.52169924504721132,False,0.20646349192093344,0.0
50,0.05,20,0.82541914441412112,0.49250714119093508,False,16.007235693152566,16.121328832178428,0.092241797072128928,5,0.47830075495278879,False,0.27605372078257406,0.1
