"","Number.of.states","Prior.distribution.type","Number.of.messages","Impairment","Tolerance","Dynamics","Speaker.entropy","Hearer.entropy","Speaker.convexity","Hearer.convexity","Speaker.Voronoiness","Hearer.Voronoiness","Speaker.informativity","Hearer.informativity","Expected.utility","Iterations","Speaker.Convex.Cat","Hearer.Convex.Cat","Speaker.strategy.file","Hearer.strategy.file","Speaker.meanEU","Hearer.meanEU"
"16",6,"uniform",2,0,0.05,"replicator dynamics",4.30025943619143e-10,0.484578253593078,5.39511465561973e-29,1,0.75,0.805555555555556,0.693147180261874,0.693147180552562,0.99999983032711,7,0,1,"results/strategies/20150729-104751-759097-speaker.csv","results/strategies/20150729-104751-759097-hearer.csv",0.738578211788961,0.708761055689994
"17",6,"uniform",2,0,0.05,"replicator dynamics",4.95713209291491e-12,0.564160994327868,6.65414541488503e-24,1,0.833333333333333,0.708333333333333,0.693147180556509,0.693147180557438,0.999999874514937,6,0,1,"results/strategies/20150729-104752-176819-speaker.csv","results/strategies/20150729-104752-176819-hearer.csv",0.780382466601407,0.715006506682526
"18",6,"uniform",2,0,0.05,"replicator dynamics",3.53719879895174e-09,0.434054742951495,1.4866299737452e-18,1,0.833333333333333,0.777777777777778,0.693147178108146,0.69314718040622,0.99999990513822,6,0,1,"results/strategies/20150729-104752-581916-speaker.csv","results/strategies/20150729-104752-581916-hearer.csv",0.748059390371022,0.736343743938005
"19",6,"uniform",2,0,0.05,"replicator dynamics",6.66090308149008e-11,0.512968491812608,6.69607586623601e-23,1,0.916666666666667,0.680555555555556,0.752038698318882,0.75203869835038,0.999999831194526,6,0,1,"results/strategies/20150729-104752-992731-speaker.csv","results/strategies/20150729-104752-992731-hearer.csv",0.713191510765171,0.730517247645417
"20",6,"uniform",2,0,0.05,"replicator dynamics",1.88869279183178e-08,0.442911066172678,1.18297180534411e-25,1,0.833333333333333,0.625,0.693147167468524,0.693147178633786,0.999999822957497,6,0,1,"results/strategies/20150729-104753-408385-speaker.csv","results/strategies/20150729-104753-408385-hearer.csv",0.7385782114979,0.724269803651358
"21",6,"uniform",2,0,0.05,"replicator dynamics",1.48209193975247e-09,0.346689543246458,4.90754915349834e-68,1,0.75,0.611111111111111,0.693147179532637,0.693147180556148,0.999999802732516,12,0,1,"results/strategies/20150729-104753-850659-speaker.csv","results/strategies/20150729-104753-850659-hearer.csv",0.738578211764078,0.759433166733913
"22",6,"uniform",2,0,0.05,"replicator dynamics",7.30876123016777e-12,0.334081716739198,2.94507930402899e-38,1,0.791666666666667,0.666666666666667,0.752038698380538,0.752038698386006,0.999999887464712,6,0,1,"results/strategies/20150729-104754-281822-speaker.csv","results/strategies/20150729-104754-281822-hearer.csv",0.717080284063116,0.81004302360806
"23",6,"uniform",2,0,0.05,"replicator dynamics",1.3603522769885e-07,0.445659148495049,3.08845048683693e-08,1,0.75,0.666666666666667,0.752038627570845,0.752038680497204,0.999999828860338,5,0,1,"results/strategies/20150729-104754-703771-speaker.csv","results/strategies/20150729-104754-703771-hearer.csv",0.729406660487733,0.764572000604626
"24",6,"uniform",2,0,0.05,"replicator dynamics",1.68310138156483e-10,0.380127075246274,2.76549042157958e-11,1,0.833333333333333,0.916666666666667,0.693147180443282,0.693147180539157,0.999999871368088,7,0,1,"results/strategies/20150729-104755-117730-speaker.csv","results/strategies/20150729-104755-117730-hearer.csv",0.739582887200743,0.746433306114391
"25",6,"uniform",2,0,0.05,"replicator dynamics",4.97701216279097e-08,0.555643701880593,4.99328377166654e-17,1,0.875,0.791666666666667,0.75203864664111,0.75203867340446,0.999999835217279,6,0,1,"results/strategies/20150729-104755-531875-speaker.csv","results/strategies/20150729-104755-531875-hearer.csv",0.711703579743691,0.709276400029433
"26",6,"uniform",2,0,0.05,"replicator dynamics",2.21842681324429e-12,0.554942319522087,5.94038940289563e-34,1,0.833333333333333,0.611111111111111,0.752038698385836,0.752038698387129,0.999999887464786,6,0,1,"results/strategies/20150729-104755-946198-speaker.csv","results/strategies/20150729-104755-946198-hearer.csv",0.717080284063135,0.691852446596433
"27",6,"uniform",2,0,0.05,"replicator dynamics",5.46973106408273e-10,0.60282225274359,1.1160060521375e-33,1,0.833333333333333,0.708333333333333,0.693147180180812,0.693147180207635,0.999999854827945,6,0,1,"results/strategies/20150729-104756-366061-speaker.csv","results/strategies/20150729-104756-366061-hearer.csv",0.751287560815541,0.684331741032568
"28",6,"uniform",2,0,0.05,"replicator dynamics",1.64963843725446e-07,0.439367754033964,0.999999962071488,1,1,0.791666666666667,0.752038526871811,0.752038652274855,0.999999926001733,5,1,1,"results/strategies/20150729-104756-782777-speaker.csv","results/strategies/20150729-104756-782777-hearer.csv",0.719653558484175,0.739406898058923
"29",6,"uniform",2,0,0.05,"replicator dynamics",4.13201368783582e-08,0.542235531751766,4.7772523050401e-28,1,0.833333333333333,0.763888888888889,0.693147151919009,0.693147170500906,0.999999865341911,6,0,1,"results/strategies/20150729-104757-192607-speaker.csv","results/strategies/20150729-104757-192607-hearer.csv",0.751287559665049,0.698244938624658
"30",6,"uniform",2,0,0.05,"replicator dynamics",9.15800632857353e-11,0.318547000459913,1.46801981162721e-11,1,0.833333333333333,0.916666666666667,0.693147180496467,0.693147180559394,0.999999885114536,9,0,1,"results/strategies/20150729-104757-617823-speaker.csv","results/strategies/20150729-104757-617823-hearer.csv",0.739582887201775,0.760189455015037
"31",6,"uniform",2,0,0.05,"replicator dynamics",1.50669233031479e-09,0.366884533627806,1.27715987401483e-48,1,0.875,0.763888888888889,0.693147179515586,0.693147180501498,0.999999880353653,9,0,1,"results/strategies/20150729-104758-034959-speaker.csv","results/strategies/20150729-104758-034959-hearer.csv",0.780382466579887,0.782079790448763
"32",6,"uniform",2,0,0.05,"replicator dynamics",6.83852373594355e-10,0.514064396194989,2.62560912174647e-57,1,0.833333333333333,0.625,0.693147180085935,0.693147180367177,0.999999774913582,8,0,1,"results/strategies/20150729-104758-452843-speaker.csv","results/strategies/20150729-104758-452843-hearer.csv",0.735687799943111,0.705357958876579
