Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Speaker entropy,Hearer entropy,Speaker convexity,Hearer convexity,Speaker Voronoiness,Hearer Voronoiness,Speaker informativity,Hearer informativity,Expected utility,Iterations,Speaker strategy file,Hearer strategy file
6,uniform,2,0.0,0.1,replicator dynamics,2.2386840445191115e-16,0.36512705119528427,2.433802437606495e-17,1.0,0.9166666666666666,0.9166666666666666,0.75203869838813686,0.75203869838813708,0.98633516850569358,25,results/strategies/20140121-141158-577660-speaker.csv,results/strategies/20140121-141158-577660-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,0.00010831099385645168,0.5512249850977089,4.2874604583990146e-14,0.99999999999999978,0.8333333333333334,0.7083333333333334,0.69307210510048156,0.69314419750157696,0.96465989659047069,7,results/strategies/20140121-141159-058913-speaker.csv,results/strategies/20140121-141159-058913-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,7.7608382673885004e-98,0.4677315597267267,1.4180613268602958e-99,1.0,0.8333333333333334,0.875,0.69314718055994529,0.6931471805599454,0.98731433187139306,99,results/strategies/20140121-141159-893219-speaker.csv,results/strategies/20140121-141159-893219-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,6.8656586648879526e-174,0.30115637799226141,1.0,1.0000000000000002,1.0,0.9444444444444444,0.69314718055994529,0.6931471805599454,0.99682720719701179,105,results/strategies/20140121-141200-730667-speaker.csv,results/strategies/20140121-141200-730667-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,5.3003258840883169e-05,0.57965694478550256,4.3747907151067516e-12,0.99999999999999989,0.75,0.7083333333333334,0.69311044168568836,0.69314520056351014,0.97034933703738402,5,results/strategies/20140121-141201-207426-speaker.csv,results/strategies/20140121-141201-207426-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,0.0062254948102478634,0.27621959168537485,4.1175580587209007e-28,1.0,0.7916666666666666,0.7083333333333334,0.74563495201348462,0.75156008625359594,0.97098844651195171,10,results/strategies/20140121-141201-713963-speaker.csv,results/strategies/20140121-141201-713963-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,0.00016461849834533001,0.26103922571564031,6.2770342810006033e-05,1.0,0.9166666666666666,0.875,0.75186754973568459,0.7520307003154757,0.98830747049819456,7,results/strategies/20140121-141202-201657-speaker.csv,results/strategies/20140121-141202-201657-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,7.2339555730713966e-07,0.44614301946541657,1.255123710407077e-07,1.0000000000000002,0.8333333333333334,0.75,0.69314667914035932,0.69314694368399499,0.98085589971969922,6,results/strategies/20140121-141202-682629-speaker.csv,results/strategies/20140121-141202-682629-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.6876043177628475e-131,0.45264327572336177,0.0,1.0,0.8333333333333334,0.6944444444444444,0.69314718055994529,0.69314718055994518,0.97913618369182553,138,results/strategies/20140121-141203-722019-speaker.csv,results/strategies/20140121-141203-722019-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.8146780665473476e-96,0.48285597520986789,3.3625970770434773e-98,1.0,0.8333333333333334,0.9305555555555556,0.69314718055994529,0.6931471805599454,0.97917224755817822,90,results/strategies/20140121-141204-586805-speaker.csv,results/strategies/20140121-141204-586805-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,0.0001636705243777536,0.52770969704861215,4.1863348177282727e-10,1.0,0.75,0.8194444444444444,0.75186957276830424,0.75202760278238745,0.96991554111186284,6,results/strategies/20140121-141205-067571-speaker.csv,results/strategies/20140121-141205-067571-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,3.0003223031111079e-06,0.36982140968898558,1.9614137544429011e-07,0.99999999999999989,0.75,0.75,0.75203623219312488,0.7520365777334147,0.97820097865415157,40,results/strategies/20140121-141205-681172-speaker.csv,results/strategies/20140121-141205-681172-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,0.0002668010073219918,0.4486344215852241,0.00010835214779026674,1.0000000000000002,0.9166666666666666,0.8888888888888888,0.75176383480306186,0.75202276721255257,0.97291234265257831,5,results/strategies/20140121-141206-165495-speaker.csv,results/strategies/20140121-141206-165495-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,0.00024448507934391101,0.47774670951152171,1.0763419345661294e-11,1.0000000000000002,0.7916666666666666,0.7083333333333334,0.75180191431699428,0.75202575227457047,0.96957467496603233,6,results/strategies/20140121-141206-734829-speaker.csv,results/strategies/20140121-141206-734829-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,0.00011980340037143055,0.5500158879236956,4.371170248542793e-05,1.0000000000000002,0.9166666666666666,0.8472222222222222,0.75191462428493128,0.75203067390630851,0.98261867359222421,5,results/strategies/20140121-141207-225137-speaker.csv,results/strategies/20140121-141207-225137-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,0.00087225177431283108,0.51831536275213586,0.00040593605115284967,1.0000000000000002,0.8333333333333334,0.8333333333333334,0.69254265162125495,0.69313405717191501,0.98016348865379455,4,results/strategies/20140121-141207-714369-speaker.csv,results/strategies/20140121-141207-714369-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,1.9207629595649637e-06,0.29421907160506588,1.138629219001433e-07,1.0000000000000002,0.8333333333333334,0.7916666666666666,0.69314584918851674,0.69314607630160441,0.98818203669660354,110,results/strategies/20140121-141208-612839-speaker.csv,results/strategies/20140121-141208-612839-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,0.016400261927244867,0.29252329712539671,4.7071855921323818e-06,0.99999999999999989,0.6666666666666666,0.6527777777777778,0.68181755735371952,0.69315334486431435,0.96781987017228455,13,results/strategies/20140121-141209-114390-speaker.csv,results/strategies/20140121-141209-114390-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,8.7085949067727182e-05,0.51759600546393991,3.3632855548484507e-12,1.0000000000000002,0.75,0.7083333333333334,0.75196994100236059,0.75203167771978052,0.96737017042302731,5,results/strategies/20140121-141209-600192-speaker.csv,results/strategies/20140121-141209-600192-hearer.csv
6,uniform,2,0.05,0.1,replicator dynamics,0.001425402796642393,0.47513999476468433,1.9123443534633006e-07,1.0,0.75,0.6527777777777778,0.75055903710822269,0.75194763881111015,0.97348813213149965,8,results/strategies/20140121-141210-104501-speaker.csv,results/strategies/20140121-141210-104501-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.089655449050526179,0.58656523289634321,0.00026586437192090742,1.0000000000000002,0.7916666666666666,0.8055555555555556,0.68010852315693782,0.68803155312779851,0.95802290697970593,39,results/strategies/20140121-141210-707499-speaker.csv,results/strategies/20140121-141210-707499-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.090058721009213499,0.5438130256992888,0.022648124559528814,0.99999999999999978,0.9166666666666666,0.875,0.63072792328580762,0.65608749300377811,0.97149796078259931,44,results/strategies/20140121-141211-331928-speaker.csv,results/strategies/20140121-141211-331928-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.043959465483192663,0.5754723047739112,0.99964380820915388,1.0000000000000002,1.0,0.9722222222222222,0.66267687991100099,0.6716253135976854,0.9834762080037629,134,results/strategies/20140121-141212-381469-speaker.csv,results/strategies/20140121-141212-381469-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.044636583828098764,0.54170878013074142,0.99962369161684372,1.0,1.0,0.9583333333333334,0.71626738227629594,0.73201740514216418,0.9810995433330526,68,results/strategies/20140121-141213-091830-speaker.csv,results/strategies/20140121-141213-091830-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.044110728438085937,0.58499353879027605,0.99963926842363438,0.99999999999999967,1.0,0.9722222222222222,0.66257254891198691,0.67424058823299471,0.98368660035821909,39,results/strategies/20140121-141213-722008-speaker.csv,results/strategies/20140121-141213-722008-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.043924003143680571,0.57218656066377571,0.99964501693022201,1.0000000000000002,1.0,0.9722222222222222,0.66270143360419231,0.67870185299878383,0.98533158357734385,77,results/strategies/20140121-141214-485350-speaker.csv,results/strategies/20140121-141214-485350-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.0918149533019188,0.53765826643550874,0.025549074848339022,1.0000000000000002,0.9166666666666666,0.875,0.62951809309182905,0.65700577689265716,0.97150999335682386,52,results/strategies/20140121-141215-140340-speaker.csv,results/strategies/20140121-141215-140340-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.091239805274189845,0.53318748739570831,0.032309131979367432,1.0,0.8333333333333334,0.7222222222222222,0.67852698335927419,0.69765981461262383,0.95799817830610745,37,results/strategies/20140121-141215-734849-speaker.csv,results/strategies/20140121-141215-734849-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.044086342330102911,0.57632972169691143,0.99964001413289894,0.99999999999999978,1.0,0.9722222222222222,0.66258937741031854,0.67455365328939731,0.98408589152743253,94,results/strategies/20140121-141216-537452-speaker.csv,results/strategies/20140121-141216-537452-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.10518082580905729,0.49460997681595403,0.046562548382141286,0.99999999999999978,0.9166666666666666,0.875,0.62039278909703488,0.66410941730452167,0.97417460419453805,40,results/strategies/20140121-141217-153670-speaker.csv,results/strategies/20140121-141217-153670-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.2011283078084771,0.65093459399696552,0.97645310663503615,0.99999999999999933,1.0,0.9722222222222222,0.55375366051632358,0.59891203018520889,0.93529240457498375,33,results/strategies/20140121-141217-748106-speaker.csv,results/strategies/20140121-141217-748106-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.20109785951462669,0.65367270730793026,0.97644383773271382,1.0,1.0,0.9722222222222222,0.55375732498956332,0.59584474897925532,0.93374645829530356,21,results/strategies/20140121-141218-278890-speaker.csv,results/strategies/20140121-141218-278890-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.20120820646513735,0.65091399404826422,0.97642703672268483,1.0000000000000002,1.0,0.9722222222222222,0.55370379188044971,0.59890877028757938,0.93527177148441221,35,results/strategies/20140121-141218-869570-speaker.csv,results/strategies/20140121-141218-869570-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.20117213993526292,0.65121198339569408,0.97643673860490954,1.0000000000000002,1.0,0.9722222222222222,0.55372465067875032,0.59859277419992862,0.9351202826840056,19,results/strategies/20140121-141219-387007-speaker.csv,results/strategies/20140121-141219-387007-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.20121980527238345,0.65091392176202723,0.97642323175682344,0.99999999999999989,1.0,0.9722222222222222,0.55369653727209056,0.59890513601165629,0.93526717877614485,33,results/strategies/20140121-141219-977058-speaker.csv,results/strategies/20140121-141219-977058-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.20121903552112136,0.65085442980658836,0.97642390328027218,1.0,1.0,0.9722222222222222,0.55369735357760552,0.59897028922557372,0.93530035560755387,30,results/strategies/20140121-141220-544320-speaker.csv,results/strategies/20140121-141220-544320-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.20120588756374844,0.65090897538424586,0.97642783278948453,0.99999999999999978,1.0,0.9722222222222222,0.55370527055431396,0.59891498404645871,0.93527546810788942,41,results/strategies/20140121-141221-164490-speaker.csv,results/strategies/20140121-141221-164490-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.20122014579235553,0.65089290958663704,0.9764232676068173,0.99999999999999989,1.0,0.9722222222222222,0.55369644223270909,0.59892792039693621,0.93527863442645276,32,results/strategies/20140121-141221-768158-speaker.csv,results/strategies/20140121-141221-768158-hearer.csv
6,uniform,2,0.15,0.1,replicator dynamics,0.20115805305990445,0.65101961319511248,0.97644273518406066,1.0000000000000002,1.0,0.9722222222222222,0.55373456145605759,0.59880977295425808,0.93523358039414772,23,results/strategies/20140121-141222-357572-speaker.csv,results/strategies/20140121-141222-357572-hearer.csv
