Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Speaker entropy,Hearer entropy,Speaker convexity,Hearer convexity,Speaker Voronoiness,Hearer Voronoiness,Speaker informativity,Hearer informativity,Expected utility,Iterations,Speaker Convex Cat, Hearer Convex Cat, Speaker strategy file,Hearer strategy file
6,uniform,2,0.05,0.3,replicator dynamics,6.7244651087078042e-07,0.0039950478058175315,0.99999999999999234,0.99999999999999989,1.0,0.9722222222222222,0.69314671445554232,0.69314717951069404,0.99982575827615106,41,1,1,results/strategies/20150729-105135-773707-speaker.csv,results/strategies/20150729-105135-773707-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7315883362741629e-07,0.0045687003480694476,0.99999999999999234,1.0,1.0,0.9722222222222222,0.69314671396179761,0.69314717864813757,0.9998012835333443,40,1,1,results/strategies/20150729-105136-297221-speaker.csv,results/strategies/20150729-105136-297221-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7327152178290176e-07,0.0035222463338966045,0.99999999999999234,1.0,1.0,0.9722222222222222,0.6931467138836882,0.69314717924018465,0.99983595006752168,46,1,1,results/strategies/20150729-105136-841421-speaker.csv,results/strategies/20150729-105136-841421-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7381792603336053e-07,0.003634473918878597,0.99999999999999256,1.0000000000000002,1.0,0.9722222222222222,0.69314671350494961,0.69314717914566937,0.99982080951601826,56,1,1,results/strategies/20150729-105137-414186-speaker.csv,results/strategies/20150729-105137-414186-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7393002602984054e-07,0.0036585358709330597,0.99999999999999245,0.99999999999999989,1.0,0.9722222222222222,0.69314671342724798,0.6931471784203781,0.99981841400890947,44,1,1,results/strategies/20150729-105137-955867-speaker.csv,results/strategies/20150729-105137-955867-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7224255049259919e-07,0.0035573563446755262,0.99999999999999245,0.99999999999999989,1.0,0.9722222222222222,0.69314671459691668,0.69314718002362119,0.99983771462994331,37,1,1,results/strategies/20150729-105138-475238-speaker.csv,results/strategies/20150729-105138-475238-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7375145823346261e-07,0.0034898616368296003,0.99999999999999234,1.0,1.0,0.9722222222222222,0.69314671355102164,0.6931471784204698,0.99983130396819953,42,1,1,results/strategies/20150729-105139-004908-speaker.csv,results/strategies/20150729-105139-004908-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,0.00019403267598353782,0.10887728998053049,0.99999999999281797,1.0000000000000002,0.9166666666666666,0.9305555555555556,0.75183707414064371,0.75202811834029126,0.89638090565862527,42,1,1,results/strategies/20150729-105139-537568-speaker.csv,results/strategies/20150729-105139-537568-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.724442689615324e-07,0.0038108926775855053,0.99999999999999234,1.0,1.0,0.9722222222222222,0.69314671445709641,0.69314717966033601,0.99982689694564963,40,1,1,results/strategies/20150729-105140-065877-speaker.csv,results/strategies/20150729-105140-065877-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7256537115695582e-07,0.003694169718988245,0.99999999999999256,1.0000000000000002,1.0,0.9722222222222222,0.69314671437315445,0.69314717952229488,0.99983686051578269,42,1,1,results/strategies/20150729-105140-600329-speaker.csv,results/strategies/20150729-105140-600329-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7353818917928387e-07,0.0035586988797112347,0.99999999999999234,1.0,1.0,0.9722222222222222,0.6931467136988485,0.6931471786330361,0.99983340958496081,31,1,1,results/strategies/20150729-105141-093878-speaker.csv,results/strategies/20150729-105141-093878-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7334331708080745e-07,0.0037011536206703324,0.99999999999999245,0.99999999999999989,1.0,0.9722222222222222,0.69314671383392334,0.69314717932774694,0.99982851878192336,43,1,1,results/strategies/20150729-105141-625178-speaker.csv,results/strategies/20150729-105141-625178-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7376607139031296e-07,0.0036193645173151438,0.99999999999999234,1.0000000000000002,1.0,0.9722222222222222,0.69314671354089241,0.69314717822874461,0.99982915127888572,42,1,1,results/strategies/20150729-105142-157319-speaker.csv,results/strategies/20150729-105142-157319-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7246190791053555e-07,0.0037033574478764855,0.99999999999999245,1.0000000000000002,1.0,0.9722222222222222,0.69314671444486975,0.69314717951589722,0.99983577583339112,44,1,1,results/strategies/20150729-105142-695564-speaker.csv,results/strategies/20150729-105142-695564-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7187780036746197e-07,0.0039551107583380516,0.99999999999999234,0.99999999999999989,1.0,0.9722222222222222,0.69314671484974233,0.69314718006462672,0.99982315525037302,32,1,1,results/strategies/20150729-105143-197035-speaker.csv,results/strategies/20150729-105143-197035-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7376962293887295e-07,0.0037584243969233403,0.99999999999999234,0.99999999999999978,1.0,0.9722222222222222,0.69314671353843083,0.69314717817000882,0.99982489623844528,35,1,1,results/strategies/20150729-105143-704996-speaker.csv,results/strategies/20150729-105143-704996-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,0.00036584589120431792,0.16902457542048357,0.99999999998533518,0.99999999999999978,0.9166666666666666,0.9861111111111112,0.75165846043798368,0.75201838955145783,0.89638055376380943,28,1,1,results/strategies/20150729-105144-198833-speaker.csv,results/strategies/20150729-105144-198833-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7158445595379541e-07,0.0038496417901949949,0.99999999999999245,1.0,1.0,0.9722222222222222,0.69314671505307313,0.69314718043191625,0.99981132257067351,49,1,1,results/strategies/20150729-105144-762370-speaker.csv,results/strategies/20150729-105144-762370-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7311500544777494e-07,0.0036567415603627421,0.99999999999999245,0.99999999999999989,1.0,0.9722222222222222,0.69314671399217709,0.69314717904061296,0.99983725221418207,32,1,1,results/strategies/20150729-105145-264446-speaker.csv,results/strategies/20150729-105145-264446-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7362323599015918e-07,0.0036308204197231134,0.99999999999999245,0.99999999999999989,1.0,0.9722222222222222,0.69314671363989833,0.69314717925050839,0.99982519394532643,56,1,1,results/strategies/20150729-105145-840271-speaker.csv,results/strategies/20150729-105145-840271-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7339766077288862e-07,0.004115040011568487,0.99999999999999234,0.99999999999999989,1.0,0.9722222222222222,0.69314671379625525,0.69314717845835072,0.99981802972973044,35,1,1,results/strategies/20150729-105146-342724-speaker.csv,results/strategies/20150729-105146-342724-hearer.csv
6,uniform,2,0.05,0.3,replicator dynamics,6.7277583533713346e-07,0.00446612091604685,0.99999999999999234,1.0000000000000002,1.0,0.9722222222222222,0.69314671422727181,0.69314717908795331,0.99980110827293012,34,1,1,results/strategies/20150729-105146-850842-speaker.csv,results/strategies/20150729-105146-850842-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090142870302756146,0.52416504201976521,0.99999791416793793,0.99999999999999989,0.9166666666666666,1.0,0.74305445271616122,0.74955008278319168,0.99947341327274264,89,1,1,results/strategies/20150729-105147-542773-speaker.csv,results/strategies/20150729-105147-542773-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047735753022208824,0.55058857708986297,0.99999822374932745,0.99999999999999989,1.0,1.0,0.68983839294185034,0.69181522792188899,0.99965202613051485,81,1,1,results/strategies/20150729-105148-200022-speaker.csv,results/strategies/20150729-105148-200022-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.009889993922477516,0.51793253278885099,0.99999786324665496,0.99999999999999989,0.9166666666666666,1.0,0.74211273201386618,0.7495039870589818,0.99947829847270642,123,1,1,results/strategies/20150729-105148-996471-speaker.csv,results/strategies/20150729-105148-996471-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0096197094461657768,0.52204198413597058,0.99999787219505631,0.99999999999999989,0.9166666666666666,1.0,0.74240323361987515,0.74948566420289353,0.99946715546158982,104,1,1,results/strategies/20150729-105149-729768-speaker.csv,results/strategies/20150729-105149-729768-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090234711484461841,0.52404825100462082,0.99999791353425926,1.0000000000000002,0.9166666666666666,1.0,0.74304452746080896,0.74955009573048381,0.99947360266728125,161,1,1,results/strategies/20150729-105150-649633-speaker.csv,results/strategies/20150729-105150-649633-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0096076377087673595,0.52087938435382986,0.99999787061687517,1.0000000000000002,0.9166666666666666,1.0,0.74241618897141681,0.74949877807996268,0.99947074315720796,55,1,1,results/strategies/20150729-105151-215170-speaker.csv,results/strategies/20150729-105151-215170-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090238963426649953,0.52404564295959988,0.99999791351141254,1.0000000000000002,0.9166666666666666,1.0,0.74304406783250332,0.74955007191664191,0.99947360438667698,153,1,1,results/strategies/20150729-105152-103771-speaker.csv,results/strategies/20150729-105152-103771-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047762390912975241,0.55175711908543146,0.99999822090424961,1.0,1.0,1.0,0.68983654671289951,0.69180079220544544,0.99964822609666382,138,1,1,results/strategies/20150729-105152-967114-speaker.csv,results/strategies/20150729-105152-967114-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090447459461428254,0.52373473358367006,0.99999791250206072,1.0,0.9166666666666666,1.0,0.74302149804082185,0.74955117117397041,0.99947434398196255,147,1,1,results/strategies/20150729-105153-829856-speaker.csv,results/strategies/20150729-105153-829856-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090145148397437341,0.524108368211186,0.99999791405701566,1.0,0.9166666666666666,1.0,0.74305420694545166,0.74955058837704602,0.99947356389593445,159,1,1,results/strategies/20150729-105154-739158-speaker.csv,results/strategies/20150729-105154-739158-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090103559214008526,0.52392215743136383,0.9999979145725727,1.0,0.9166666666666666,1.0,0.74305864910836528,0.74955365615806069,0.99947436551439905,201,1,1,results/strategies/20150729-105155-805486-speaker.csv,results/strategies/20150729-105155-805486-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.010108546157834835,0.51729479862603522,0.99999784894730037,0.99999999999999989,0.9166666666666666,1.0,0.74187922722441768,0.74948007107346792,0.99947600905707179,139,1,1,results/strategies/20150729-105156-655935-speaker.csv,results/strategies/20150729-105156-655935-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0091853627730304963,0.52184023565913495,0.99999790550637657,0.99999999999999989,0.9166666666666666,1.0,0.74286948597508751,0.749555615676889,0.99947850213769718,124,1,1,results/strategies/20150729-105157-457217-speaker.csv,results/strategies/20150729-105157-457217-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090189544964022553,0.52407162429739562,0.99999791373025348,0.99999999999999989,0.9166666666666666,1.0,0.74304941335229513,0.74955033972362584,0.99947358184193713,99,1,1,results/strategies/20150729-105158-175479-speaker.csv,results/strategies/20150729-105158-175479-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0048634544525385306,0.56017143001175262,0.99999819691126746,0.99999999999999978,1.0,1.0,0.68977617489718934,0.69168230040782763,0.99961606078034881,201,1,1,results/strategies/20150729-105159-215543-speaker.csv,results/strategies/20150729-105159-215543-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.005260088573657359,0.5364692792108835,0.99999811760487545,1.0000000000000002,1.0,1.0,0.74740007726938096,0.74941058378813163,0.99936541893152053,201,1,1,results/strategies/20150729-105200-267725-speaker.csv,results/strategies/20150729-105200-267725-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090287513569096839,0.52406047383415799,0.99999791316392195,1.0,0.9166666666666666,1.0,0.74303883329443465,0.74954917211488969,0.99947344270566041,91,1,1,results/strategies/20150729-105200-955041-speaker.csv,results/strategies/20150729-105200-955041-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.01000493214918367,0.51758475105817803,0.99999785585933954,1.0,0.9166666666666666,1.0,0.74198986406066059,0.74949170480866445,0.99947717743126252,132,1,1,results/strategies/20150729-105201-779073-speaker.csv,results/strategies/20150729-105201-779073-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.010112870222431278,0.51731005871347902,0.99999784884978626,1.0,0.9166666666666666,1.0,0.74187460242106873,0.74947952670357509,0.99947594276324059,102,1,1,results/strategies/20150729-105202-502014-speaker.csv,results/strategies/20150729-105202-502014-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.010099639957598163,0.51733247785022352,0.99999784970755112,1.0,0.9166666666666666,1.0,0.74188872340403589,0.74948113806020633,0.99947612881536074,109,1,1,results/strategies/20150729-105203-247154-speaker.csv,results/strategies/20150729-105203-247154-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090192144672801931,0.52407723935870276,0.99999791378636427,1.0000000000000002,0.9166666666666666,1.0,0.74304912745911156,0.74955032963763857,0.99947358415929,189,1,1,results/strategies/20150729-105204-261913-speaker.csv,results/strategies/20150729-105204-261913-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.01828251929547051,0.51022581005850309,0.0011710163747665693,1.0000000000000004,0.8333333333333334,0.7777777777777778,0.7343085501789719,0.74414491015117679,0.99803961826093768,100,0,1,results/strategies/20150729-105204-975822-speaker.csv,results/strategies/20150729-105204-975822-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090295141477204927,0.52407691458061545,0.99999791305331953,1.0,0.9166666666666666,1.0,0.74303801752133303,0.74954880017993364,0.99947335072620958,87,1,1,results/strategies/20150729-105205-651422-speaker.csv,results/strategies/20150729-105205-651422-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047759352446833788,0.55207634570141584,0.99999821942442213,0.99999999999999989,1.0,1.0,0.68983675535935673,0.69179577549506366,0.99964692298007629,53,1,1,results/strategies/20150729-105206-219745-speaker.csv,results/strategies/20150729-105206-219745-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090184885240292487,0.52407417472860474,0.99999791375109348,0.99999999999999978,0.9166666666666666,1.0,0.74304991739175019,0.74955036549937348,0.99947357986924923,112,1,1,results/strategies/20150729-105206-976540-speaker.csv,results/strategies/20150729-105206-976540-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090237498679138026,0.52403777607118318,0.99999791345064093,1.0,0.9166666666666666,1.0,0.7430442306699292,0.7495500966123323,0.99947360858202172,120,1,1,results/strategies/20150729-105207-762773-speaker.csv,results/strategies/20150729-105207-762773-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.019046701628138322,0.50512035429262092,0.0012662925769933364,0.99999999999999978,0.8333333333333334,0.7777777777777778,0.73359885599844821,0.74406793931724513,0.99801317376510956,102,0,1,results/strategies/20150729-105208-481446-speaker.csv,results/strategies/20150729-105208-481446-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047757219044531332,0.55159065069276658,0.99999822131748672,1.0,1.0,1.0,0.68983690501669237,0.69180287601145785,0.99964877645642181,112,1,1,results/strategies/20150729-105209-235386-speaker.csv,results/strategies/20150729-105209-235386-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.009244865954020836,0.52093960774507342,0.99999790275552802,1.0,0.9166666666666666,1.0,0.74280521211115103,0.74955876882251071,0.99948064560377048,101,1,1,results/strategies/20150729-105209-956506-speaker.csv,results/strategies/20150729-105209-956506-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090385502267413056,0.52376179148347457,0.99999791288484174,0.99999999999999978,0.9166666666666666,1.0,0.74302818822222716,0.7495517093848254,0.9994743739223737,198,1,1,results/strategies/20150729-105210-988279-speaker.csv,results/strategies/20150729-105210-988279-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090234936887392207,0.52404316444604693,0.99999791350348921,1.0,0.9166666666666666,1.0,0.743044504870362,0.74955011504133395,0.99947360871067625,110,1,1,results/strategies/20150729-105211-739533-speaker.csv,results/strategies/20150729-105211-739533-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0094807062274569111,0.52253124844518128,0.99999788251577371,1.0000000000000002,0.9166666666666666,1.0,0.74255231835781743,0.74950132007814418,0.99946882368106094,94,1,1,results/strategies/20150729-105212-437581-speaker.csv,results/strategies/20150729-105212-437581-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.004775963829745042,0.55160973455637552,0.99999822128716975,1.0,1.0,1.0,0.68983673758721498,0.69180265930971507,0.99964871666191446,80,1,1,results/strategies/20150729-105213-093119-speaker.csv,results/strategies/20150729-105213-093119-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.004774325216957382,0.55188649414303859,0.99999822067645394,1.0000000000000002,1.0,1.0,0.68983787075377667,0.69179935967758244,0.99964787826170032,84,1,1,results/strategies/20150729-105213-758078-speaker.csv,results/strategies/20150729-105213-758078-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0087335159782714594,0.52602635515383911,0.99999793032539253,0.99999999999999978,0.9166666666666666,1.0,0.74335851201413028,0.74956521345095672,0.99947215779426346,201,1,1,results/strategies/20150729-105214-822764-speaker.csv,results/strategies/20150729-105214-822764-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.017941725621564198,0.59072114131720677,1.1410534759854502e-05,0.99999999999999978,0.8333333333333334,0.8055555555555556,0.68071112837490622,0.68260286926025771,0.99714876603547653,201,0,1,results/strategies/20150729-105215-876977-speaker.csv,results/strategies/20150729-105215-876977-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047667523905204068,0.54808493146225035,0.99999822981641984,0.99999999999999989,1.0,1.0,0.68984312053307617,0.69184545955576304,0.99965999817697071,62,1,1,results/strategies/20150729-105216-469835-speaker.csv,results/strategies/20150729-105216-469835-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.004776234760615658,0.55174957362991084,0.99999822091648638,1.0,1.0,1.0,0.68983654972242303,0.69180087667437395,0.99964824819088482,167,1,1,results/strategies/20150729-105217-409769-speaker.csv,results/strategies/20150729-105217-409769-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090276699700711453,0.52405634230858733,0.99999791322780185,0.99999999999999967,0.9166666666666666,1.0,0.74304000019639571,0.74954936572117403,0.9994734767563499,89,1,1,results/strategies/20150729-105218-091277-speaker.csv,results/strategies/20150729-105218-091277-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.010096987406926381,0.51738460657854857,0.99999784918475743,1.0,0.9166666666666666,1.0,0.74189160799900378,0.74948014781789762,0.99947577834259294,72,1,1,results/strategies/20150729-105218-715947-speaker.csv,results/strategies/20150729-105218-715947-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047763154235120021,0.55190152212918853,0.9999982205662552,1.0,1.0,1.0,0.68983649353439191,0.69179901981828329,0.99964776285375168,122,1,1,results/strategies/20150729-105219-506331-speaker.csv,results/strategies/20150729-105219-506331-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.016755488175500675,0.5569734991624975,1.5561904878043408e-07,1.0000000000000002,0.8333333333333334,0.7916666666666666,0.73555107517832696,0.74434502118096169,0.9981598711831674,55,0,1,results/strategies/20150729-105220-076812-speaker.csv,results/strategies/20150729-105220-076812-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047664604301340379,0.54816411181369806,0.99999822967230168,1.0,1.0,1.0,0.68984332239700175,0.69184459721448033,0.99965977713188847,89,1,1,results/strategies/20150729-105220-769361-speaker.csv,results/strategies/20150729-105220-769361-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047722791890050425,0.54994655264482994,0.99999822533403526,1.0000000000000002,1.0,1.0,0.68983929147855894,0.69182310141733938,0.99965409631612978,71,1,1,results/strategies/20150729-105221-391120-speaker.csv,results/strategies/20150729-105221-391120-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090217597321138512,0.52406021304189654,0.9999979136381707,1.0000000000000002,0.9166666666666666,1.0,0.74304637670855556,0.74955018939169737,0.99947359511212908,183,1,1,results/strategies/20150729-105222-388346-speaker.csv,results/strategies/20150729-105222-388346-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0091077905698737568,0.52262521582260646,0.99999790267806776,1.0,0.9166666666666666,1.0,0.74295382505767205,0.74954732509691713,0.99947451541754129,70,1,1,results/strategies/20150729-105223-009405-speaker.csv,results/strategies/20150729-105223-009405-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0090852015686707886,0.52390133857168208,0.99999790931558585,1.0,0.9166666666666666,1.0,0.74297793109510279,0.74954281001052636,0.99947274768540872,76,1,1,results/strategies/20150729-105223-648178-speaker.csv,results/strategies/20150729-105223-648178-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0047761519278952469,0.55174132545278864,0.9999982209611461,1.0000000000000002,1.0,1.0,0.68983660708568473,0.69180101861140531,0.99964828628019153,72,1,1,results/strategies/20150729-105224-273696-speaker.csv,results/strategies/20150729-105224-273696-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0086580137424566075,0.52656552513448951,0.99999793478506305,0.99999999999999989,0.9166666666666666,1.0,0.74344048225394666,0.74956885649154981,0.99947171411870939,201,1,1,results/strategies/20150729-105225-317721-speaker.csv,results/strategies/20150729-105225-317721-hearer.csv
6,uniform,2,0.1,0.05,replicator dynamics,0.0086227532750076264,0.52681540176793629,0.99999793683065097,0.99999999999999989,0.9166666666666666,1.0,0.74347879878710943,0.74957051644779249,0.99947149744899699,201,1,1,results/strategies/20150729-105226-397613-speaker.csv,results/strategies/20150729-105226-397613-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.0067034305032127742,0.560498441200182,0.9999960419323648,1.0000000000000002,1.0,1.0,0.68850072061248957,0.6911492886819659,0.98911610724550136,94,1,1,results/strategies/20150729-105227-113422-speaker.csv,results/strategies/20150729-105227-113422-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.0066992522771325445,0.55957366389187013,0.99999604934103181,0.99999999999999978,1.0,1.0,0.68850361681119598,0.69116927002235817,0.98910038400224498,69,1,1,results/strategies/20150729-105227-731354-speaker.csv,results/strategies/20150729-105227-731354-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.012279647393384149,0.53094415375746129,0.99999514374718357,1.0000000000000002,0.9166666666666666,0.9861111111111112,0.73985829040988826,0.74844206984963801,0.98701470601802332,160,1,1,results/strategies/20150729-105228-640109-speaker.csv,results/strategies/20150729-105228-640109-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.0067015285368189712,0.56003381194928858,0.99999604559214939,1.0,1.0,1.0,0.68850203927657416,0.69115933763753912,0.98910790644292645,81,1,1,results/strategies/20150729-105229-303872-speaker.csv,results/strategies/20150729-105229-303872-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.032490575088082015,0.47773817038907262,0.002138564968198559,1.0000000000000002,0.8333333333333334,0.7777777777777778,0.72052005380053219,0.74003236474404788,0.97719302326973401,90,0,1,results/strategies/20150729-105229-989775-speaker.csv,results/strategies/20150729-105229-989775-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.0067031925972467626,0.56093065795615049,0.99999603873585907,1.0,1.0,1.0,0.6885008818287669,0.69114013816559061,0.98912332480815357,83,1,1,results/strategies/20150729-105230-657834-speaker.csv,results/strategies/20150729-105230-657834-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.01227146081763749,0.53096190207294003,0.99999514485564478,1.0,0.9583333333333334,0.9861111111111112,0.73986714541593179,0.74844281806386403,0.98701502361513704,108,1,1,results/strategies/20150729-105231-397334-speaker.csv,results/strategies/20150729-105231-397334-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.012243789067584571,0.53115871985140162,0.99999514805142153,0.99999999999999978,0.9166666666666666,0.9861111111111112,0.73989716045341014,0.7484417928213013,0.98701998011621417,98,1,1,results/strategies/20150729-105232-101977-speaker.csv,results/strategies/20150729-105232-101977-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.029598706120513987,0.50918146059861047,0.0015033131593088719,0.99999999999999989,0.8333333333333334,0.7777777777777778,0.72299000870038399,0.74037451833460155,0.97732193897274788,64,0,1,results/strategies/20150729-105232-703975-speaker.csv,results/strategies/20150729-105232-703975-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.012254201055181591,0.53110572090686137,0.99999514684368918,0.99999999999999978,0.9583333333333334,0.9861111111111112,0.73988587370844283,0.74844163317740253,0.98701906137875461,147,1,1,results/strategies/20150729-105233-576762-speaker.csv,results/strategies/20150729-105233-576762-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.01225360881941936,0.53107512511835531,0.99999514746402984,1.0000000000000004,0.9583333333333334,0.9861111111111112,0.73988647580775524,0.74844250401204926,0.98701997355752136,78,1,1,results/strategies/20150729-105234-222460-speaker.csv,results/strategies/20150729-105234-222460-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.012363517674087759,0.53055081265733472,0.99999513841851428,0.99999999999999989,0.9166666666666666,0.9861111111111112,0.73976724488397405,0.74843967484451579,0.9870284901459403,57,1,1,results/strategies/20150729-105234-807704-speaker.csv,results/strategies/20150729-105234-807704-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.012256393443287862,0.53109818272021203,0.99999514654679234,1.0,0.9166666666666666,0.9861111111111112,0.73988350074593079,0.748441506415913,0.98701884477762369,185,1,1,results/strategies/20150729-105235-807434-speaker.csv,results/strategies/20150729-105235-807434-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.026982059175153533,0.54382946510844343,0.0010991350212482907,0.99999999999999978,0.875,0.7222222222222222,0.72533879003918755,0.74074630159444743,0.97744485161885708,50,0,1,results/strategies/20150729-105236-369797-speaker.csv,results/strategies/20150729-105236-369797-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.013446026847576582,0.52707598824714186,0.99999498429124523,0.99999999999999978,0.9166666666666666,0.9861111111111112,0.73860336110753844,0.74836247651178256,0.98691946445303957,126,1,1,results/strategies/20150729-105237-181854-speaker.csv,results/strategies/20150729-105237-181854-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.012662719965301524,0.52884233275793813,0.99999509227912442,1.0,0.9583333333333334,0.9861111111111112,0.73944431895316498,0.74843734469023837,0.98694811891963607,68,1,1,results/strategies/20150729-105237-793678-speaker.csv,results/strategies/20150729-105237-793678-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.012251297492234524,0.5311158817008641,0.99999514722462823,1.0,0.9166666666666666,0.9861111111111112,0.73988901718460887,0.74844179660229804,0.98701930368874335,156,1,1,results/strategies/20150729-105238-695898-speaker.csv,results/strategies/20150729-105238-695898-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.0067043704363112253,0.56070733592764244,0.99999604025223521,0.99999999999999989,1.0,1.0,0.68850006907469163,0.69114472172684804,0.98911968919557403,139,1,1,results/strategies/20150729-105239-533787-speaker.csv,results/strategies/20150729-105239-533787-hearer.csv
6,uniform,2,0.1,0.1,replicator dynamics,0.012332184904796461,0.53052228026311909,0.99999513796732886,1.0,0.9166666666666666,0.9861111111111112,0.7398013017516486,0.74844524779092458,0.98700337933190818,57,1,1,results/strategies/20150729-105240-106961-speaker.csv,results/strategies/20150729-105240-106961-hearer.csv
