Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Speaker entropy,Hearer entropy,Speaker Voronoiness,Hearer Voronoiness,Expected utility,Iterations
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473124305,0.79214283253338358,1.0,0.97,0.82204679182335127,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120913,0.79214283253334838,1.0,0.97,0.82204679182347973,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120464,0.79214283253334394,1.0,0.97,0.82204679182349649,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334339,1.0,0.97,0.82204679182349938,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.79214283253334328,1.0,0.97,0.8220467918234996,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.79214283253334317,1.0,0.97,0.82204679182350004,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334317,1.0,0.97,0.82204679182349938,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.82204679182349993,95
10,uniform,2,0.2,0.1,replicator dynamics,0.96967524777698322,0.93744799224997832,0.85,0.92,0.50996840511323482,0
10,uniform,2,0.2,0.1,replicator dynamics,0.35049648516103882,0.80074116682453245,1.0,0.99,0.80897111363102681,5
10,uniform,2,0.2,0.1,replicator dynamics,0.33937866396399791,0.79254710749549917,1.0,0.97,0.8212577896099833,10
10,uniform,2,0.2,0.1,replicator dynamics,0.3391127985413393,0.79217324821406987,1.0,0.97,0.82196738057686858,15
10,uniform,2,0.2,0.1,replicator dynamics,0.3390909837872404,0.79214579608439828,1.0,0.97,0.82203738281179017,20
10,uniform,2,0.2,0.1,replicator dynamics,0.33908866811041638,0.79214317690537128,1.0,0.97,0.82204559015266376,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908838660351071,0.79214287615763535,1.0,0.97,0.82204663372156417,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908835026854522,0.79214283825534071,1.0,0.97,0.82204677079363464,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834546910549,0.79214283329361102,1.0,0.97,0.82204678901526895,40
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834482980421,0.79214283263482599,1.0,0.97,0.82204679144798276,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834474439176,0.79214283254691165,1.0,0.97,0.82204679177326034,50
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473296839,0.79214283253515849,1.0,0.97,0.82204679181677731,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473144001,0.79214283253358608,1.0,0.97,0.82204679182260043,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473123545,0.7921428325333757,1.0,0.97,0.82204679182337925,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120802,0.79214283253334772,1.0,0.97,0.82204679182348372,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120442,0.79214283253334383,1.0,0.97,0.82204679182349749,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.79214283253334317,1.0,0.97,0.82204679182349905,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.8220467918234996,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334328,1.0,0.97,0.82204679182349949,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334317,1.0,0.97,0.82204679182349993,95
10,uniform,2,0.2,0.1,replicator dynamics,0.88865871126390317,0.91830176799206109,1.0,0.94,0.57879687368156307,0
10,uniform,2,0.2,0.1,replicator dynamics,0.33845641015928313,0.78980965870977982,1.0,0.97,0.82424612037173606,5
10,uniform,2,0.2,0.1,replicator dynamics,0.33902681725123091,0.79202382155012352,1.0,0.97,0.82214244335343023,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33908652332500716,0.79213836275393101,1.0,0.97,0.82204701276542358,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33908841094902337,0.79214277844007075,1.0,0.97,0.82204622283624562,20
10,uniform,2,0.2,0.1,replicator dynamics,0.33908836820359439,0.79214285092410097,1.0,0.97,0.82204668748129439,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834856029885,0.79214283620121417,1.0,0.97,0.82204677653250313,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834527601084,0.79214283308100253,1.0,0.97,0.82204678971472578,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834480563577,0.79214283260930674,1.0,0.97,0.82204679153835836,40
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834474123623,0.79214283254363471,1.0,0.97,0.8220467917852039,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473254984,0.79214283253472639,1.0,0.97,0.82204679181836826,50
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473138416,0.79214283253352868,1.0,0.97,0.82204679182281282,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473122795,0.79214283253336826,1.0,0.97,0.82204679182340779,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120714,0.79214283253334672,1.0,0.97,0.82204679182348761,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120442,0.79214283253334372,1.0,0.97,0.82204679182349794,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.82204679182349971,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.82204679182349949,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.82204679182349949,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334306,1.0,0.97,0.82204679182349971,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120414,0.79214283253334317,1.0,0.97,0.8220467918234996,95
10,uniform,2,0.2,0.1,replicator dynamics,0.95509148806257937,0.97422817664245731,0.9,0.915,0.50907272613220234,0
10,uniform,2,0.2,0.1,replicator dynamics,0.34310608050436597,0.79503584226390112,1.0,0.97,0.8179147231845536,5
10,uniform,2,0.2,0.1,replicator dynamics,0.33917080252931087,0.79225989871932045,1.0,0.97,0.82182932426733979,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33909496946151901,0.79215123722214309,1.0,0.97,0.82202569726727626,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33908904014548608,0.79214362290788731,1.0,0.97,0.82204433683966394,20
10,uniform,2,0.2,0.1,replicator dynamics,0.33908842881755158,0.79214292256265506,1.0,0.97,0.82204648061356522,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908835556115285,0.79214284383997591,1.0,0.97,0.82204675099264468,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834616058003,0.79214283401150709,1.0,0.97,0.82204678639788209,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834492154744,0.79214283272950903,1.0,0.97,0.82204679109924705,40
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883447566318,0.79214283255951679,1.0,0.97,0.82204679172666451,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473460453,0.79214283253684203,1.0,0.97,0.82204679181054519,50
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473165889,0.79214283253381124,1.0,0.97,0.82204679182176632,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473126476,0.79214283253340578,1.0,0.97,0.82204679182326734,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473121208,0.79214283253335149,1.0,0.97,0.82204679182346829,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120492,0.79214283253334428,1.0,0.97,0.8220467918234956,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120414,0.79214283253334317,1.0,0.97,0.82204679182349916,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.8220467918234996,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120408,0.79214283253334339,1.0,0.97,0.82204679182349971,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.82204679182349916,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120381,0.79214283253334317,1.0,0.97,0.82204679182349971,95
10,uniform,2,0.2,0.1,replicator dynamics,0.94621358382145215,0.95858326594199006,0.85,0.79,0.51019355582693171,0
10,uniform,2,0.2,0.1,replicator dynamics,0.75721957233155968,0.90305714006717208,0.875,0.875,0.62451762917600151,5
10,uniform,2,0.2,0.1,replicator dynamics,0.34687429378072565,0.79890076272455357,1.0,0.985,0.79820244590018508,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33997882434039411,0.79309584604375727,1.0,0.97,0.81883759188745109,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33920050746992997,0.79226097935468554,1.0,0.97,0.82162786049872116,20
10,uniform,2,0.2,0.1,replicator dynamics,0.33910298680887502,0.79215803810123975,1.0,0.97,0.82199139918510267,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33909028630698396,0.79214483672990854,1.0,0.97,0.82203941290493465,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908860370712335,0.79214309926206783,1.0,0.97,0.82204580599458832,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908837934755415,0.79214286815722179,1.0,0.97,0.8220466599761248,40
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883493617049,0.79214283729725454,1.0,0.97,0.8220467741832187,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834535077231,0.79214283317069778,1.0,0.97,0.82204678946303489,50
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834481411076,0.79214283261862706,1.0,0.97,0.82204679150762816,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834474229843,0.7921428325447557,1.0,0.97,0.82204679178122997,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473268862,0.79214283253487028,1.0,0.97,0.82204679181784357,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473140265,0.79214283253354756,1.0,0.97,0.82204679182274321,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473123045,0.79214283253337048,1.0,0.97,0.82204679182339835,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120752,0.79214283253334683,1.0,0.97,0.8220467918234865,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120442,0.79214283253334383,1.0,0.97,0.82204679182349871,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.79214283253334339,1.0,0.97,0.8220467918234996,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.82204679182349993,95
10,uniform,2,0.2,0.1,replicator dynamics,0.77906252545943733,0.82825093337089872,0.9,0.965,0.66308576203215464,0
10,uniform,2,0.2,0.1,replicator dynamics,0.33842838460191138,0.78992701009229094,1.0,0.97,0.82183982044074733,5
10,uniform,2,0.2,0.1,replicator dynamics,0.33912017297448532,0.79210709655609279,1.0,0.97,0.8217499702187967,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33910065523272176,0.79215225305775194,1.0,0.97,0.82199150574782387,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33909037881794929,0.79214477219895474,1.0,0.97,0.82203864664663129,20
10,uniform,2,0.2,0.1,replicator dynamics,0.3390886351764188,0.79214312411314114,1.0,0.97,0.82204566660992073,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908838445785333,0.79214287305987618,1.0,0.97,0.82204663958833879,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908835008790167,0.79214283802758678,1.0,0.97,0.82204677137320659,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834544994582,0.79214283327192747,1.0,0.97,0.8220467890831501,40
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834482747618,0.79214283263233842,1.0,0.97,0.82204679145661053,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834474409139,0.79214283254659823,1.0,0.97,0.82204679177439366,50
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883447329287,0.79214283253511741,1.0,0.97,0.82204679181692752,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473143479,0.79214283253358075,1.0,0.97,0.8220467918226203,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473123489,0.79214283253337503,1.0,0.97,0.82204679182338236,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120814,0.7921428325333475,1.0,0.97,0.82204679182348384,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120453,0.79214283253334394,1.0,0.97,0.82204679182349705,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.7921428325333435,1.0,0.97,0.82204679182349893,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.82204679182349949,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.8220467918234996,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334328,1.0,0.97,0.82204679182349971,95
10,uniform,2,0.2,0.1,replicator dynamics,0.88932496389179649,0.91491572579076763,0.95,0.91,0.57008457964526205,0
10,uniform,2,0.2,0.1,replicator dynamics,0.34119628983258432,0.79484805879929199,1.0,0.97,0.81865582097334333,5
10,uniform,2,0.2,0.1,replicator dynamics,0.33917029318763264,0.79227305617529464,1.0,0.97,0.82185767654008224,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33909365465271885,0.79215048607862992,1.0,0.97,0.82203224753087001,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33908879303541523,0.79214339694115743,1.0,0.97,0.82204535141429991,20
10,uniform,2,0.2,0.1,replicator dynamics,0.33908839237667393,0.79214288640615582,1.0,0.97,0.82204662289557884,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908835052578534,0.7921428387228846,1.0,0.97,0.82204677033947426,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834547926536,0.79214283331361679,1.0,0.97,0.822046789001322,35
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883448300212,0.79214283263549923,1.0,0.97,0.82204679144832082,40
10,uniform,2,0.2,0.1,replicator dynamics,0.339088344744367,0.79214283254690732,1.0,0.97,0.82204679177340967,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473296268,0.7921428325351535,1.0,0.97,0.82204679181680207,50
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473143906,0.79214283253358531,1.0,0.97,0.82204679182260354,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473123539,0.79214283253337547,1.0,0.97,0.82204679182337925,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120814,0.79214283253334761,1.0,0.97,0.82204679182348372,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120447,0.79214283253334383,1.0,0.97,0.82204679182349749,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120414,0.79214283253334339,1.0,0.97,0.82204679182349905,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334317,1.0,0.97,0.82204679182349949,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120381,0.79214283253334317,1.0,0.97,0.82204679182349971,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334317,1.0,0.97,0.82204679182349971,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.79214283253334317,1.0,0.97,0.8220467918234996,95
10,uniform,2,0.2,0.1,replicator dynamics,0.78482891704005464,0.9001224899705299,0.95,0.92,0.63813393488198067,0
10,uniform,2,0.2,0.1,replicator dynamics,0.34079279025813153,0.79454937351999555,1.0,0.97,0.81800702360361166,5
10,uniform,2,0.2,0.1,replicator dynamics,0.33920904956268444,0.79230477239276142,1.0,0.97,0.82168666076511077,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33909992717902565,0.79215655126361673,1.0,0.97,0.82200735190994567,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33908967863477729,0.79214428980438578,1.0,0.97,0.82204193049172725,20
10,uniform,2,0.2,0.1,replicator dynamics,0.3390885130495806,0.792143009685495,1.0,0.97,0.82204616092898186,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908836677599835,0.79214285539864004,1.0,0.97,0.82204670832244331,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834765866763,0.7921428355535759,1.0,0.97,0.82204678069291648,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834512189578,0.79214283293564747,1.0,0.97,0.82204679033604933,40
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834478343658,0.79214283258709195,1.0,0.97,0.82204679162454508,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473819138,0.79214283254053175,1.0,0.97,0.82204679179688034,50
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473213889,0.79214283253430495,1.0,0.97,0.82204679181993756,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473132893,0.79214283253347184,1.0,0.97,0.82204679182302287,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473122079,0.79214283253336037,1.0,0.97,0.82204679182343587,65
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883447312063,0.7921428325333455,1.0,0.97,0.82204679182349116,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120414,0.79214283253334339,1.0,0.97,0.82204679182349849,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.79214283253334317,1.0,0.97,0.82204679182349949,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120381,0.79214283253334328,1.0,0.97,0.8220467918234996,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334328,1.0,0.97,0.82204679182349916,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.82204679182349971,95
10,uniform,2,0.2,0.1,replicator dynamics,0.94019659660251209,0.965622648656563,0.55,0.9,0.48449535975895552,0
10,uniform,2,0.2,0.1,replicator dynamics,0.70240055768526166,0.88232566344515329,0.975,0.97,0.65757913887442521,5
10,uniform,2,0.2,0.1,replicator dynamics,0.34052397821292019,0.79419073465813728,1.0,0.97,0.81944822876746271,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33915341394122378,0.79224541558032102,1.0,0.97,0.82189328886562807,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33909270684243725,0.79214901221958922,1.0,0.97,0.82203456321844504,20
10,uniform,2,0.2,0.1,replicator dynamics,0.33908872593160777,0.79214330439422986,1.0,0.97,0.8220455461198769,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908838620909254,0.79214287895430935,1.0,0.97,0.82204664352366119,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834983286301,0.79214283795795981,1.0,0.97,0.8220467728443559,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834539277344,0.79214283322219148,1.0,0.97,0.82204678932449327,40
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834481874039,0.7921428326237796,1.0,0.97,0.82204679149100157,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834474287119,0.79214283254536322,1.0,0.97,0.82204679177909556,50
10,uniform,2,0.2,0.1,replicator dynamics,0.339088344732763,0.79214283253494799,1.0,0.97,0.82204679181756179,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473141247,0.79214283253355766,1.0,0.97,0.82204679182270546,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473123189,0.79214283253337181,1.0,0.97,0.82204679182339357,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120769,0.79214283253334705,1.0,0.97,0.82204679182348572,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120447,0.79214283253334383,1.0,0.97,0.8220467918234976,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334317,1.0,0.97,0.82204679182349905,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334306,1.0,0.97,0.8220467918234996,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334317,1.0,0.97,0.82204679182349971,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334317,1.0,0.97,0.82204679182349971,95
10,uniform,2,0.2,0.1,replicator dynamics,0.83812616021905251,0.92529486223040092,0.875,0.81,0.57604060069482443,0
10,uniform,2,0.2,0.1,replicator dynamics,0.34203921774830792,0.79626186166050783,1.0,0.97,0.81664870791804201,5
10,uniform,2,0.2,0.1,replicator dynamics,0.33922777216013889,0.79236194123573267,1.0,0.97,0.82171463961279512,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33909784431459072,0.79215620063563774,1.0,0.97,0.82201992941898083,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33908918565324347,0.79214386703356199,1.0,0.97,0.82204402721949565,20
10,uniform,2,0.2,0.1,replicator dynamics,0.33908843699747709,0.79214293542430259,1.0,0.97,0.82204646097396106,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908835612403881,0.79214284462839324,1.0,0.97,0.82204674939074618,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834621086797,0.79214283407309549,1.0,0.97,0.82204678623183758,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834492709805,0.79214283273568298,1.0,0.97,0.82204679107930256,40
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834475731903,0.79214283256024587,1.0,0.97,0.82204679172410322,45
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883447346939,0.79214283253693529,1.0,0.97,0.82204679181020734,50
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473167077,0.79214283253382323,1.0,0.97,0.82204679182172136,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473126642,0.79214283253340745,1.0,0.97,0.82204679182326168,60
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883447312123,0.79214283253335183,1.0,0.97,0.82204679182346829,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120497,0.79214283253334461,1.0,0.97,0.82204679182349538,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120408,0.79214283253334339,1.0,0.97,0.82204679182349949,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.82204679182349993,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120381,0.79214283253334317,1.0,0.97,0.8220467918234996,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.8220467918234996,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.82204679182349993,95
10,uniform,2,0.2,0.1,replicator dynamics,0.83221035113618158,0.96612908129606423,0.8,0.88,0.51239249872213732,0
10,uniform,2,0.2,0.1,replicator dynamics,0.4615564102581684,0.81012651086959586,0.975,0.945,0.74106284790616561,5
10,uniform,2,0.2,0.1,replicator dynamics,0.34170986376516121,0.79466318725581797,0.95,0.985,0.81259793962761295,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33942589711444632,0.79249077824046721,1.0,0.97,0.82077493823582381,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33913303958609226,0.79218896548872186,1.0,0.97,0.82187710808197545,20
10,uniform,2,0.2,0.1,replicator dynamics,0.3390943009612602,0.7921489688082014,1.0,0.97,0.82202412634876754,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908914056979611,0.79214365164998513,1.0,0.97,0.82204376097476983,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908845117206532,0.79214294204687563,1.0,0.97,0.82204638634467886,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908835897241196,0.79214284718367023,1.0,0.97,0.82204673756736235,40
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834663684168,0.79214283449363099,1.0,0.97,0.82204678456315528,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834498621165,0.79214283279565945,1.0,0.97,0.82204679085192633,50
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883447653289,0.79214283256844631,1.0,0.97,0.82204679169348394,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473577054,0.79214283253804074,1.0,0.97,0.82204679180610107,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473181504,0.79214283253397166,1.0,0.97,0.82204679182117146,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473128568,0.79214283253342743,1.0,0.97,0.82204679182318829,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473121496,0.79214283253335449,1.0,0.97,0.82204679182345786,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120542,0.79214283253334461,1.0,0.97,0.8220467918234946,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120414,0.79214283253334339,1.0,0.97,0.82204679182349916,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.79214283253334328,1.0,0.97,0.82204679182349938,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.82204679182349971,95
10,uniform,2,0.2,0.1,replicator dynamics,0.85716096666980535,0.92775802492661463,0.9,0.95,0.56214880291938907,0
10,uniform,2,0.2,0.1,replicator dynamics,0.34221829974520712,0.7962102675910202,1.0,0.97,0.81738937284475299,5
10,uniform,2,0.2,0.1,replicator dynamics,0.33919082334989048,0.79232075276849157,1.0,0.97,0.82185030613480969,10
10,uniform,2,0.2,0.1,replicator dynamics,0.33909312899245325,0.79215120527827709,1.0,0.97,0.82203751865455388,15
10,uniform,2,0.2,0.1,replicator dynamics,0.33908857185209978,0.79214322873597387,1.0,0.97,0.82204634784119335,20
10,uniform,2,0.2,0.1,replicator dynamics,0.33908835568534157,0.79214285145620045,1.0,0.97,0.82204676992675929,25
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834528182108,0.7921428334601629,1.0,0.97,0.82204679065973596,30
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834476179273,0.79214283258177909,1.0,0.97,0.82204679175093798,35
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473326827,0.79214283253626583,1.0,0.97,0.82204679181770579,40
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473138461,0.79214283253356688,1.0,0.97,0.82204679182290885,45
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473122373,0.79214283253336526,1.0,0.97,0.82204679182342955,50
10,uniform,2,0.2,0.1,replicator dynamics,0.3390883447312063,0.79214283253334561,1.0,0.97,0.82204679182349061,55
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120425,0.79214283253334372,1.0,0.97,0.82204679182349893,60
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120397,0.79214283253334339,1.0,0.97,0.82204679182349949,65
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120381,0.79214283253334317,1.0,0.97,0.82204679182349949,70
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334328,1.0,0.97,0.82204679182349949,75
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.82204679182349938,80
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120381,0.79214283253334317,1.0,0.97,0.8220467918234996,85
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120386,0.79214283253334317,1.0,0.97,0.82204679182349938,90
10,uniform,2,0.2,0.1,replicator dynamics,0.33908834473120403,0.79214283253334317,1.0,0.97,0.82204679182350016,95
