Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Speaker entropy,Hearer entropy,Speaker convexity,Hearer convexity,Speaker Voronoiness,Hearer Voronoiness,Speaker informativity,Hearer informativity,Expected utility,Iterations,Speaker Convex Cat, Hearer Convex Cat, Speaker strategy file,Hearer strategy file
6,uniform,2,0.0,0.05,replicator dynamics,1.0865472400369576e-11,0.51440679562365177,3.5643425034995888e-40,1.0,0.75,625,0.7520386983768399,0.75203869838793636,0.99999980813881406,6,0,1,results/strategies/20140918-142422-883143-speaker.csv,results/strategies/20140918-142422-883143-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,3.4834501839446027e-18,0.53137759242795313,1.0,1.0,1.0,0.8194444444444444,0.75203869838813708,0.75203869838813708,0.99999991489103313,8,1,1,results/strategies/20140918-142423-243902-speaker.csv,results/strategies/20140918-142423-243902-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,1.4404762861661462e-14,0.43473447692967809,1.7096201416517605e-15,1.0,0.9166666666666666,0.7638888888888888,0.75203869838812953,0.75203869838813731,0.99999983119727576,7,0,1,results/strategies/20140918-142423-601345-speaker.csv,results/strategies/20140918-142423-601345-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,8.1139563326677868e-18,0.5329379291497397,1.2947939928441333e-23,1.0,0.9166666666666666,0.75,0.69314718055994529,0.6931471805599454,0.99999984949635301,7,0,1,results/strategies/20140918-142423-962180-speaker.csv,results/strategies/20140918-142423-962180-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,2.8223796671962512e-17,0.44351426219980794,1.8234614541306859e-30,1.0000000000000002,0.9166666666666666,0.7916666666666666,0.75203869838813708,0.75203869838813708,0.99999987933225787,7,0,1,results/strategies/20140918-142424-320066-speaker.csv,results/strategies/20140918-142424-320066-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,3.4950080637694326e-09,0.50962042508065697,9.4234913876420031e-11,0.99999999999999967,0.9166666666666666,0.7916666666666666,0.75203869475457308,0.75203869830757419,0.9999998377262117,5,0,1,results/strategies/20140918-142424-673290-speaker.csv,results/strategies/20140918-142424-673290-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,3.947560630158332e-12,0.50631597243712478,9.5749826634889581e-40,1.0,0.75,0.6666666666666666,0.69314718055720914,0.69314718055994518,0.99999977492964731,6,0,1,results/strategies/20140918-142425-028084-speaker.csv,results/strategies/20140918-142425-028084-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,5.9068259960768184e-09,0.39777177621043791,8.7381596932707086e-36,0.99999999999999989,0.7916666666666666,0.6805555555555556,0.75203869531739376,0.7520386985302967,0.99999988745800938,5,0,1,results/strategies/20140918-142425-381291-speaker.csv,results/strategies/20140918-142425-381291-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,9.4894484021253817e-16,0.51931530253421199,2.4272660197693303e-25,1.0,0.9166666666666666,0.7361111111111112,0.7520386983881362,0.75203869838813708,0.99999987795001288,8,0,1,results/strategies/20140918-142425-741105-speaker.csv,results/strategies/20140918-142425-741105-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,8.1668725443599496e-09,0.45134790053998258,1.6066041110967129e-27,1.0,875,0.7361111111111112,0.69314717489910072,0.69314718055977387,0.99999986830011889,6,0,1,results/strategies/20140918-142426-097163-speaker.csv,results/strategies/20140918-142426-097163-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,5.2535160475145265e-14,0.3277755774240429,1.112478087903256e-38,1.0,0.8333333333333334,0.8333333333333334,0.75203869838810966,0.75203869838813797,0.99999988682992547,8,0,1,results/strategies/20140918-142426-455739-speaker.csv,results/strategies/20140918-142426-455739-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,3.6173646069285326e-13,0.5448039958270805,1.5443390554974483e-24,1.0,0.9166666666666666,0.7083333333333334,0.69314718055969471,0.6931471805599454,0.99999988829003517,5,0,1,results/strategies/20140918-142426-809829-speaker.csv,results/strategies/20140918-142426-809829-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,4.101889671789279e-14,0.43276707517648655,8.7247261766548735e-26,0.99999999999999989,0.9166666666666666,0.9166666666666666,0.75203869838811555,0.75203869838813775,0.99999989323914384,8,0,1,results/strategies/20140918-142427-174217-speaker.csv,results/strategies/20140918-142427-174217-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,2.1599260045557506e-13,0.44813739684065335,2.7888685913137906e-14,1.0000000000000002,0.8333333333333334,875,0.69314718055979552,0.6931471805599454,0.99999985689094251,7,0,1,results/strategies/20140918-142427-527755-speaker.csv,results/strategies/20140918-142427-527755-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,4.4620449942396207e-14,0.46675476790233511,5.4856758229056899e-15,1.0,0.9166666666666666,875,0.69314718055991453,0.6931471805599454,0.99999987572333815,8,0,1,results/strategies/20140918-142427-886279-speaker.csv,results/strategies/20140918-142427-886279-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,3.8955315434665945e-12,0.52484936443387831,1.0742638760623819e-28,1.0000000000000002,875,0.7638888888888888,0.75203869838408699,0.75203869838806769,0.99999983119725222,6,0,1,results/strategies/20140918-142428-242585-speaker.csv,results/strategies/20140918-142428-242585-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,7.1180555712200892e-10,0.50328825228469731,4.7727962238837134e-21,0.99999999999999989,0.9166666666666666,0.7916666666666666,0.69314718006655918,0.69314718055987579,0.99999986596592927,4,0,1,results/strategies/20140918-142428-594444-speaker.csv,results/strategies/20140918-142428-594444-hearer.csv
6,uniform,2,0.0,0.05,replicator dynamics,9.0687920763768262e-11,0.50519335925457365,8.6632577848739542e-26,0.99999999999999989,875,0.7777777777777778,0.69314718049708501,0.69314718055991875,0.99999989937920319,6,0,1,results/strategies/20140918-142428-950504-speaker.csv,results/strategies/20140918-142428-950504-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,5.321412509907444e-05,0.5259052270166743,1.3516173022693957e-18,0.99999999999999989,0.8333333333333334,0.7361111111111112,0.75198337769633139,0.75203599850905023,0.98233006892984431,5,0,1,results/strategies/20140918-142429-304571-speaker.csv,results/strategies/20140918-142429-304571-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,3.1792530496261936e-157,0.19073061982367029,3.8429916501893291e-214,1.0000000000000002,0.9166666666666666,0.8055555555555556,0.69314718055994529,0.6931471805599454,0.98186990983231603,201,0,1,results/strategies/20140918-142430-073986-speaker.csv,results/strategies/20140918-142430-073986-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,7.7522346021157326e-237,0.23394587697300312,1.0,1.0,1.0,0.8333333333333334,0.69314718055994529,0.6931471805599454,0.9907558623765349,201,1,1,results/strategies/20140918-142430-837032-speaker.csv,results/strategies/20140918-142430-837032-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.7787418360635475e-272,0.04945349241773811,1.0,1.0,1.0,0.8888888888888888,0.69314718055994529,0.6931471805599454,0.99967816857665592,201,1,1,results/strategies/20140918-142431-595414-speaker.csv,results/strategies/20140918-142431-595414-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,5.6730820780392074e-153,0.22736038998751248,0.0,1.0000000000000002,0.8333333333333334,0.7916666666666666,0.69314718055994529,0.6931471805599454,0.98986206820288947,201,0,1,results/strategies/20140918-142432-360081-speaker.csv,results/strategies/20140918-142432-360081-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,5.2518577453851582e-05,0.53872029269708743,9.2287777177924781e-13,1.0000000000000002,0.8333333333333334,0.75,0.69311077765825779,0.69314707369553985,0.96466255067567619,6,0,1,results/strategies/20140918-142432-716491-speaker.csv,results/strategies/20140918-142432-716491-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,-0,0.059945823150184027,1.0,0.99999999999999989,1.0,0.8888888888888888,0.69314718055994529,0.6931471805599454,0.9996312800226409,201,1,1,results/strategies/20140918-142433-469380-speaker.csv,results/strategies/20140918-142433-469380-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,8.178603693050598e-99,0.38666769311153459,2.77088976866342e-240,0.99999999999999978,0.8333333333333334,0.75,0.69314718055994529,0.69314718055994518,0.97325308064297511,137,0,1,results/strategies/20140918-142434-098169-speaker.csv,results/strategies/20140918-142434-098169-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,3.0665652869553568e-157,0.39242680577264777,0.0,1.0,0.7916666666666666,0.7638888888888888,0.69314718055994529,0.69314718055994529,0.97294897586106965,201,0,1,results/strategies/20140918-142434-859992-speaker.csv,results/strategies/20140918-142434-859992-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,6.1644237091525358e-119,0.26916590971121973,0.0,1.0,0.75,0.7222222222222222,0.75203869838813708,0.75203869838813708,0.98113807731312563,201,0,1,results/strategies/20140918-142435-620164-speaker.csv,results/strategies/20140918-142435-620164-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,2.0279558689354476e-297,0.18908200655438923,1.0,1.0,1.0,0.9027777777777778,0.69314718055994529,0.6931471805599454,0.99085123012385568,201,1,1,results/strategies/20140918-142436-376272-speaker.csv,results/strategies/20140918-142436-376272-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,7.9520823649294886e-25,0.39867934017618084,2.1586697977526499e-76,1.0000000000000002,0.8333333333333334,0.7361111111111112,0.69314718055994529,0.6931471805599454,0.97325093878070468,55,0,1,results/strategies/20140918-142436-839023-speaker.csv,results/strategies/20140918-142436-839023-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,4.0604347045849931e-260,0.33236083768049812,1.0,0.99999999999999978,1.0,0.8888888888888888,0.69314718055994529,0.69314718055994518,0.996335305510755,201,1,1,results/strategies/20140918-142437-596465-speaker.csv,results/strategies/20140918-142437-596465-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.382753119065554e-52,0.27727321931423843,4.6831543409774607e-54,0.99999999999999978,0.9166666666666666,0.8472222222222222,0.75203869838813708,0.75203869838813708,0.99036286653407102,201,0,1,results/strategies/20140918-142438-357323-speaker.csv,results/strategies/20140918-142438-357323-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,4.604475685334319e-05,0.54233609316692599,3.1571629890022586e-07,1.0,0.8333333333333334,0.6944444444444444,0.7519914563854837,0.75203533191807848,0.97349573396863065,5,0,1,results/strategies/20140918-142438-712684-speaker.csv,results/strategies/20140918-142438-712684-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.7847169142327528e-05,0.49222336747857715,1.6780290233691622e-20,1.0000000000000002,0.8333333333333334,0.7777777777777778,0.75202014430290209,0.7520379726060431,0.98233118169057476,7,0,1,results/strategies/20140918-142439-073987-speaker.csv,results/strategies/20140918-142439-073987-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,9.3852021258363897e-57,0.47794901563374487,3.5209073214530667e-195,1.0,0.75,0.8055555555555556,0.69314718055994529,0.6931471805599454,0.97325096451077198,97,0,1,results/strategies/20140918-142439-618545-speaker.csv,results/strategies/20140918-142439-618545-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,3.5126810824742939e-215,0.17205774694771667,1.0,0.99999999999999989,1.0,0.9305555555555556,0.69314718055994529,0.69314718055994529,0.99091619455864188,185,1,1,results/strategies/20140918-142440-346805-speaker.csv,results/strategies/20140918-142440-346805-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,3.9021846738312435e-101,0.30729171023180812,1.0,0.99999999999999978,0.9166666666666666,0.9027777777777778,0.98704051301100493,0.98704051301100482,0.98208270605441295,162,1,1,results/strategies/20140918-142441-028151-speaker.csv,results/strategies/20140918-142441-028151-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,2.1182399350752327e-186,0.37080857624422026,1.0,1.0,0.9166666666666666,0.8472222222222222,0.75203869838813708,0.75203869838813708,0.99091581741175161,196,1,1,results/strategies/20140918-142441-780410-speaker.csv,results/strategies/20140918-142441-780410-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.7859963667609933e-154,0.5142203290464864,0.0,1.0,0.8333333333333334,0.7638888888888888,0.69314718055994529,0.69314718055994529,0.97324954231694383,164,0,1,results/strategies/20140918-142442-463999-speaker.csv,results/strategies/20140918-142442-463999-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,6.401129687976915e-10,0.070269076302842251,0.99999999999820732,0.99999999999999989,0.9166666666666666,875,0.75203869772888332,0.7520386983747227,0.99095195404408976,151,1,1,results/strategies/20140918-142443-115061-speaker.csv,results/strategies/20140918-142443-115061-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.8894392600003343e-34,0.22809561123974992,9.74738351274298e-36,1.0,0.9166666666666666,0.8194444444444444,0.75203869838813708,0.75203869838813708,0.99068157757195741,201,0,1,results/strategies/20140918-142443-871350-speaker.csv,results/strategies/20140918-142443-871350-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.3148712088649955e-75,0.23313680319667984,0.0,1.0000000000000002,0.75,0.75,0.75203869838813708,0.75203869838813708,0.98208318117801918,190,0,1,results/strategies/20140918-142444-611385-speaker.csv,results/strategies/20140918-142444-611385-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,7.6038445914306067e-112,0.2437932290022797,1.2163058078861305e-113,1.0000000000000004,875,0.9305555555555556,0.69314718055994529,0.6931471805599454,0.98208998452787588,174,0,1,results/strategies/20140918-142445-314340-speaker.csv,results/strategies/20140918-142445-314340-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,-0,0.28497915989394107,1.0,1.0,1.0,0.9027777777777778,0.69314718055994529,0.6931471805599454,0.99427873714929449,201,1,1,results/strategies/20140918-142446-068575-speaker.csv,results/strategies/20140918-142446-068575-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,7.9288064930553961e-249,0.24295365221515894,0.0,0.99999999999999989,0.9166666666666666,0.8472222222222222,0.69314718055994529,0.6931471805599454,0.9902992546683177,201,0,1,results/strategies/20140918-142446-828507-speaker.csv,results/strategies/20140918-142446-828507-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,6.1991532694780981e-41,0.33780868565907313,3.5596847918902845e-265,0.99999999999999967,0.8333333333333334,0.7361111111111112,0.69314718055994529,0.69314718055994529,0.97325278935639603,189,0,1,results/strategies/20140918-142447-575406-speaker.csv,results/strategies/20140918-142447-575406-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.615331098125073e-57,0.29933200430325524,5.0043672573925797e-59,1.0,0.9166666666666666,0.8472222222222222,0.75203869838813708,0.75203869838813708,0.99026426136415702,201,0,1,results/strategies/20140918-142448-336584-speaker.csv,results/strategies/20140918-142448-336584-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,9.3128744724894677e-315,0.34092445596634907,5.3183997826624947e-317,0.99999999999999989,0.9166666666666666,0.8055555555555556,0.69314718055994529,0.6931471805599454,0.98958783202399481,201,0,1,results/strategies/20140918-142449-096121-speaker.csv,results/strategies/20140918-142449-096121-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.1612420014006404e-52,0.29652789686358966,2.2829787379872214e-181,0.99999999999999978,0.8333333333333334,0.7222222222222222,0.75203869838813708,0.75203869838813708,0.97325044422231699,142,0,1,results/strategies/20140918-142449-746899-speaker.csv,results/strategies/20140918-142449-746899-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.8017798770089069e-250,0.040318822225337385,1.0,1.0,1.0,0.8888888888888888,0.69314718055994529,0.6931471805599454,0.99975073972128825,186,1,1,results/strategies/20140918-142450-461129-speaker.csv,results/strategies/20140918-142450-461129-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,5.9350039210048797e-169,0.21497163006933317,1.0,1.0000000000000002,0.9583333333333334,0.9166666666666666,0.69314718055994529,0.69314718055994529,0.99085459644035079,201,1,1,results/strategies/20140918-142451-216766-speaker.csv,results/strategies/20140918-142451-216766-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,9.8380530960016418e-161,0.40903961105431397,0.0,1.0,0.8333333333333334,0.7222222222222222,0.69314718055994529,0.6931471805599454,0.9820897500241389,190,0,1,results/strategies/20140918-142451-964478-speaker.csv,results/strategies/20140918-142451-964478-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,0.0021024102634638379,0.40231247383540314,1.2361962522112605e-106,1.0,0.7916666666666666,0.75,0.74985382759366259,0.75189852900751952,0.98232876077076869,24,0,1,results/strategies/20140918-142452-359821-speaker.csv,results/strategies/20140918-142452-359821-hearer.csv
6,uniform,2,0.0,0.1,replicator dynamics,1.7693570519665321e-104,0.41724924026890065,3.2904010999792522e-234,0.99999999999999989,0.8333333333333334,0.7361111111111112,0.75203869838813708,0.75203869838813719,0.97325046369874757,182,0,1,results/strategies/20140918-142453-076987-speaker.csv,results/strategies/20140918-142453-076987-hearer.csv
