Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Expected utility,Iterations
10,uniform,2,0.4,0.1,replicator dynamics,0.57921287348224282,30
10,uniform,2,0.4,0.1,replicator dynamics,0.57921322425284916,35
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326031601272,40
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326457049616,45
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326516089122,50
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326525529715,55
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527188932,60
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527496042,65
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527554429,70
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527565675,75
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527567762,80
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527568218,85
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527568284,90
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527568295,95
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527568306,100
10,uniform,2,0.4,0.1,replicator dynamics,0.51227336660521872,0
10,uniform,2,0.4,0.1,replicator dynamics,0.55845481816480924,5
10,uniform,2,0.4,0.1,replicator dynamics,0.57625103422330193,10
10,uniform,2,0.4,0.1,replicator dynamics,0.57879878042996669,15
10,uniform,2,0.4,0.1,replicator dynamics,0.57914757630702218,20
10,uniform,2,0.4,0.1,replicator dynamics,0.57920179724217546,25
10,uniform,2,0.4,0.1,replicator dynamics,0.57921114978913191,30
10,uniform,2,0.4,0.1,replicator dynamics,0.57921286418153728,35
10,uniform,2,0.4,0.1,replicator dynamics,0.57921318824847179,40
10,uniform,2,0.4,0.1,replicator dynamics,0.5792132503971259,45
10,uniform,2,0.4,0.1,replicator dynamics,0.5792132623942895,50
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326471702805,55
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326516731397,60
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326525465711,65
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527160322,70
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527489125,75
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527553019,80
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527565353,85
10,uniform,2,0.4,0.1,replicator dynamics,0.5792132652756774,90
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527568195,95
10,uniform,2,0.4,0.1,replicator dynamics,0.57921326527568284,100
10,uniform,2,0.5,0.1,replicator dynamics,0.48601472932065454,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48663731294252649,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48655897953781296,10
10,uniform,2,0.5,0.1,replicator dynamics,0.4865116566356868,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48648293425726724,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48646547084171182,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48645484167725489,30
10,uniform,2,0.5,0.1,replicator dynamics,0.4864483680203327,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48644442370963803,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48644201991886987,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48644055475684961,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48643966162965835,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48643911717146016,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48643878525396789,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48643858290336606,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48643845954057147,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643838433203224,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643833848068552,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643831052705322,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643829348487427,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643828309494774,100
10,uniform,2,0.5,0.1,replicator dynamics,0.4874071741609855,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48716455039774043,5
10,uniform,2,0.5,0.1,replicator dynamics,0.486871808878727,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48669930393415478,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48659621858818985,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48653412622853287,25
10,uniform,2,0.5,0.1,replicator dynamics,0.4864965471417792,30
10,uniform,2,0.5,0.1,replicator dynamics,0.4864737383405619,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48645987029341092,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48645142941144293,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48644628850154403,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48644315620820705,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48644124728443766,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48644008375345787,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48643937449285007,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48643894212119926,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643867853486217,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643851784173275,85
10,uniform,2,0.5,0.1,replicator dynamics,0.4864384198753583,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643836014982822,95
10,uniform,2,0.5,0.1,replicator dynamics,0.486438323737792,100
10,uniform,2,0.5,0.1,replicator dynamics,0.49197510901692737,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48992862684223981,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48840611477178436,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48758531991391946,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48711936024084235,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48684701203566216,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48668511072313131,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48658789692758181,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48652917337890267,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48649357180385977,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48647194069956162,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48645878037370172,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48645076716547603,60
10,uniform,2,0.5,0.1,replicator dynamics,0.4864458855855755,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644291087413832,70
10,uniform,2,0.5,0.1,replicator dynamics,0.4864410978283078,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643999267844951,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643931898380471,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643890828539599,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643865790869056,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643850526758209,100
10,uniform,2,0.5,0.1,replicator dynamics,0.48668333249113738,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48706623431308299,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48681545101247847,10
10,uniform,2,0.5,0.1,replicator dynamics,0.4866661570134595,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48657644654141136,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48652223106711995,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48648935356905137,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48646937426966064,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48645721767299821,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48644981517227148,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48644530546164438,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48644255729531638,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48644088230235938,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48643986129457795,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48643923888937263,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48643885945688992,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643862814058764,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643848711940918,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643840114557074,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643834873116515,95
10,uniform,2,0.5,0.1,replicator dynamics,0.4864383167763397,100
10,uniform,2,0.5,0.1,replicator dynamics,0.50285007901532441,0
10,uniform,2,0.5,0.1,replicator dynamics,0.49367122496101412,5
10,uniform,2,0.5,0.1,replicator dynamics,0.49021734512441051,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48855760605174353,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48767019435617875,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48716860261354128,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48687615936901785,30
10,uniform,2,0.5,0.1,replicator dynamics,0.4867025678133744,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48659842611456144,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48653555091446937,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48649744456579191,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48647429608546205,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48646021425318287,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48645164056373147,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644641777186814,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48644323521933353,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48644129552872045,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48644011319370101,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643939245166223,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643895307379015,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643868521364031,100
10,uniform,2,0.5,0.1,replicator dynamics,0.50979485776372513,0
10,uniform,2,0.5,0.1,replicator dynamics,0.49492005054372873,5
10,uniform,2,0.5,0.1,replicator dynamics,0.49068150095796786,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48877209917496495,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48778134016937169,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48723008461792594,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48691150593364946,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48672336394446436,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48661083348842477,40
10,uniform,2,0.5,0.1,replicator dynamics,0.486543016321831,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48650195960575549,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48647703532159547,55
10,uniform,2,0.5,0.1,replicator dynamics,0.4864618792961814,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48645265383556241,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644703484119495,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48644361116870022,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48644152463605661,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48644025283641296,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643947757330736,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643900496426262,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643871684741607,100
10,uniform,2,0.5,0.1,replicator dynamics,0.48862355247429412,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48829368419441033,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48752307398093925,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48708349672571322,15
10,uniform,2,0.5,0.1,replicator dynamics,0.4868258741036196,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48667248359607312,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48658029301697125,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48652457215140205,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48649077935897439,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48647024296751812,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48645774707911871,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48645013785414803,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48644550215972931,60
10,uniform,2,0.5,0.1,replicator dynamics,0.4864426772038426,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644095540193683,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48643990585904706,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643926605802762,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643887602034397,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643863823859629,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643849327573807,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643840489883056,100
10,uniform,2,0.5,0.1,replicator dynamics,0.48450331369605187,0
10,uniform,2,0.5,0.1,replicator dynamics,0.4866000217654331,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48653659107084873,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48649807190784189,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48647467602728384,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48646044495466761,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48645178086705965,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48644650318077376,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48644328724205721,40
10,uniform,2,0.5,0.1,replicator dynamics,0.4864413272271963,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48644013251242363,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48643940422707677,55
10,uniform,2,0.5,0.1,replicator dynamics,0.4864389602518856,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48643868958950398,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48643852458171238,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48643842398460591,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643836265512957,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643832526519554,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643830247011433,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643828857288507,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643828010030538,100
10,uniform,2,0.5,0.1,replicator dynamics,0.49516107117547475,0
10,uniform,2,0.5,0.1,replicator dynamics,0.49096890616654354,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48892679618097723,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48786923275435301,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48728150593854408,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48694209630767976,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48674174102374673,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48662193799265502,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48654974985804128,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48650605133423469,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48647952491333424,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48646339525849963,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48645357737388589,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48644759763204504,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644395418570274,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48644173372491589,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48644038029660197,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643955527590627,85
10,uniform,2,0.5,0.1,replicator dynamics,0.486439052334667,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643874572661011,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643855880549708,100
10,uniform,2,0.5,0.1,replicator dynamics,0.49560058030725324,0
10,uniform,2,0.5,0.1,replicator dynamics,0.49203865334154784,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48946276265649774,10
10,uniform,2,0.5,0.1,replicator dynamics,0.488162139395941,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48744913817141766,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48704054641982236,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48680043463095163,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48665724185407927,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48657109816919425,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48651900217690935,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48648739675548658,50
10,uniform,2,0.5,0.1,replicator dynamics,0.486468185607423,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48645649459648155,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48644937493601409,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644503728784461,70
10,uniform,2,0.5,0.1,replicator dynamics,0.4864423938823732,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48644078270641911,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643980058619263,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643920188207751,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643883689656864,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643861438703312,100
10,uniform,2,0.5,0.1,replicator dynamics,0.48523833432882341,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48647390424343107,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48645998136561708,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48645149871401611,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48644633134617582,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48644318254924274,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48644126342536637,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48644009362434831,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48643938052203933,40
10,uniform,2,0.5,0.1,replicator dynamics,0.4864389458011566,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48643868077994679,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48643851921105241,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48643842071039362,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48643836065899626,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48643832404824117,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48643830172818875,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643828812056411,80
10,uniform,2,0.5,0.1,replicator dynamics,0.4864382798245433,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643827476679169,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643827168328163,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643826980338767,100
10,uniform,2,0.5,0.1,replicator dynamics,0.49539824071222061,0
10,uniform,2,0.5,0.1,replicator dynamics,0.49176622135940917,5
10,uniform,2,0.5,0.1,replicator dynamics,0.489331156440938,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48809159614332598,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48740921452341623,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48701725366934112,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48678660282730901,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48664894190823155,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48656608641447108,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48651596448484669,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48648555135491256,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48646706296737291,55
10,uniform,2,0.5,0.1,replicator dynamics,0.4864558110671825,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48644895854918219,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644478355725873,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48644223923892793,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48644068844353838,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643974312419991,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643916685213534,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643881554107571,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643860136775924,100
10,uniform,2,0.5,0.1,replicator dynamics,0.48743512509877296,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48651466385101061,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48648473977491385,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48646656894703083,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48645551017176164,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48644877521254526,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48644467182404866,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48644217113442612,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48644064692842182,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48643971781612089,45
10,uniform,2,0.5,0.1,replicator dynamics,0.4864391514235602,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48643880613516577,55
10,uniform,2,0.5,0.1,replicator dynamics,0.4864385956334531,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48643846730147045,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48643838906349646,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48643834136525432,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643831228565437,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643829455702109,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643828374859255,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643827715912746,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643827314179372,100
10,uniform,2,0.5,0.1,replicator dynamics,0.48602950924616295,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48644184961005593,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48644045650783435,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48643960173151413,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48643908065393432,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48643876299067679,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48643856933031765,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48643845126562069,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48643837928712158,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48643833540500309,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48643830865193144,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48643829234168617,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48643828239799125,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48643827633571957,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48643827263979444,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48643827038653592,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48643826901281373,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643826817530961,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643826766471665,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643826735342793,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643826716364769,100
10,uniform,2,0.5,0.1,replicator dynamics,0.50167246446870795,0
10,uniform,2,0.5,0.1,replicator dynamics,0.49313273922222006,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48997077917774845,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48842901975360009,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48759848880004719,20
10,uniform,2,0.5,0.1,replicator dynamics,0.487127116080943,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48685164377204898,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48668789957169906,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48658958441190558,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48653019747507348,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48649419442018077,50
10,uniform,2,0.5,0.1,replicator dynamics,0.4864723196418399,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48645901116165713,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48645090777937,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644597127948019,70
10,uniform,2,0.5,0.1,replicator dynamics,0.486442963106129,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48644112966755665,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48644001208789722,85
10,uniform,2,0.5,0.1,replicator dynamics,0.4864393308163521,90
10,uniform,2,0.5,0.1,replicator dynamics,0.4864389154989997,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643866230645322,100
10,uniform,2,0.5,0.1,replicator dynamics,0.49203145008273663,0
10,uniform,2,0.5,0.1,replicator dynamics,0.4892630718635394,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48805046198395396,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48738437637798127,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48700221829139356,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48677747949987743,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48664339645492916,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48656271190473493,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48651390956300439,40
10,uniform,2,0.5,0.1,replicator dynamics,0.48648429944256194,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48646630005896835,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48645534607620156,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48644867510876505,60
10,uniform,2,0.5,0.1,replicator dynamics,0.4864446107720295,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644213390499608,70
10,uniform,2,0.5,0.1,replicator dynamics,0.4864406242279804,75
10,uniform,2,0.5,0.1,replicator dynamics,0.4864397039753961,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643914298498564,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643880099033981,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643859249679616,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643846538915303,100
10,uniform,2,0.5,0.1,replicator dynamics,0.49561392818638145,0
10,uniform,2,0.5,0.1,replicator dynamics,0.49130430715447793,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48910443023413247,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48796916252893657,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48733964057527657,20
10,uniform,2,0.5,0.1,replicator dynamics,0.48697656661211336,25
10,uniform,2,0.5,0.1,replicator dynamics,0.48676240844002261,30
10,uniform,2,0.5,0.1,replicator dynamics,0.48663441177529848,35
10,uniform,2,0.5,0.1,replicator dynamics,0.48655730832495908,40
10,uniform,2,0.5,0.1,replicator dynamics,0.4865106423661078,45
10,uniform,2,0.5,0.1,replicator dynamics,0.48648231757296651,50
10,uniform,2,0.5,0.1,replicator dynamics,0.48646509549427014,55
10,uniform,2,0.5,0.1,replicator dynamics,0.48645461307292043,60
10,uniform,2,0.5,0.1,replicator dynamics,0.48644822873474025,65
10,uniform,2,0.5,0.1,replicator dynamics,0.48644433882444765,70
10,uniform,2,0.5,0.1,replicator dynamics,0.48644196817951157,75
10,uniform,2,0.5,0.1,replicator dynamics,0.48644052321778736,80
10,uniform,2,0.5,0.1,replicator dynamics,0.48643964240316662,85
10,uniform,2,0.5,0.1,replicator dynamics,0.48643910545043317,90
10,uniform,2,0.5,0.1,replicator dynamics,0.48643877810834601,95
10,uniform,2,0.5,0.1,replicator dynamics,0.48643857854704625,100
10,uniform,2,0.5,0.1,replicator dynamics,0.48628188978731512,0
10,uniform,2,0.5,0.1,replicator dynamics,0.48668638681106791,5
10,uniform,2,0.5,0.1,replicator dynamics,0.48658869131517501,10
10,uniform,2,0.5,0.1,replicator dynamics,0.48652965849978264,15
10,uniform,2,0.5,0.1,replicator dynamics,0.48649386785635279,20
