Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Expected utility,Iterations
90,uniform,2,0.0,0.1,replicator dynamics,0.99370569284752674,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99409643269501757,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99443716084353662,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99473852750247194,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99500804037811741,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99525117716638756,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99547206421231016,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99567390019967683,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99585922720149012,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99603010858669705,100
90,uniform,2,0.0,0.1,replicator dynamics,0.49211889499649869,0
90,uniform,2,0.0,0.1,replicator dynamics,0.91198213932234495,5
90,uniform,2,0.0,0.1,replicator dynamics,0.95907714385162224,10
90,uniform,2,0.0,0.1,replicator dynamics,0.9728336520437616,15
90,uniform,2,0.0,0.1,replicator dynamics,0.97935161387080083,20
90,uniform,2,0.0,0.1,replicator dynamics,0.98305934294017427,25
90,uniform,2,0.0,0.1,replicator dynamics,0.98532757215451328,30
90,uniform,2,0.0,0.1,replicator dynamics,0.98688938147876815,35
90,uniform,2,0.0,0.1,replicator dynamics,0.98807527443449705,40
90,uniform,2,0.0,0.1,replicator dynamics,0.98900125572560393,45
90,uniform,2,0.0,0.1,replicator dynamics,0.98975684269524455,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99039761819485594,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99095162248832358,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99147556819089744,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99209219468561327,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99265882176237452,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99306431314774257,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99339700602698489,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99368189637472337,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99392740206180363,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99413973529324384,100
90,uniform,2,0.0,0.1,replicator dynamics,0.48437686667259128,0
90,uniform,2,0.0,0.1,replicator dynamics,0.89764056542523951,5
90,uniform,2,0.0,0.1,replicator dynamics,0.95851185037422404,10
90,uniform,2,0.0,0.1,replicator dynamics,0.97439217355103958,15
90,uniform,2,0.0,0.1,replicator dynamics,0.98071076821353687,20
90,uniform,2,0.0,0.1,replicator dynamics,0.98391917216990121,25
90,uniform,2,0.0,0.1,replicator dynamics,0.98583439542549933,30
90,uniform,2,0.0,0.1,replicator dynamics,0.98705192403167452,35
90,uniform,2,0.0,0.1,replicator dynamics,0.98791854553121716,40
90,uniform,2,0.0,0.1,replicator dynamics,0.98858961682473656,45
90,uniform,2,0.0,0.1,replicator dynamics,0.98913099168064611,50
90,uniform,2,0.0,0.1,replicator dynamics,0.98969054341773444,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99053122485417999,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99101065591084159,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99134547898297476,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99161961277316335,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99184791267522832,80
90,uniform,2,0.0,0.1,replicator dynamics,0.9920402774616851,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99220422218726545,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99234550438497693,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99246856366778113,100
90,uniform,2,0.0,0.1,replicator dynamics,0.49971401913593666,0
90,uniform,2,0.0,0.1,replicator dynamics,0.94487347737351746,5
90,uniform,2,0.0,0.1,replicator dynamics,0.97512294740285821,10
90,uniform,2,0.0,0.1,replicator dynamics,0.98142739155479419,15
90,uniform,2,0.0,0.1,replicator dynamics,0.98478658966430999,20
90,uniform,2,0.0,0.1,replicator dynamics,0.98687990816480242,25
90,uniform,2,0.0,0.1,replicator dynamics,0.98831080360101042,30
90,uniform,2,0.0,0.1,replicator dynamics,0.98935981104967752,35
90,uniform,2,0.0,0.1,replicator dynamics,0.99016913125406736,40
90,uniform,2,0.0,0.1,replicator dynamics,0.99081638043731635,45
90,uniform,2,0.0,0.1,replicator dynamics,0.99134711368439687,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99179002803202487,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99216443218444605,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99248407937891581,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99275922042229547,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99299775781766564,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99320593148450653,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99338875123000203,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99355028599367501,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99369386771074686,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99382224129288299,100
90,uniform,2,0.0,0.1,replicator dynamics,0.47858100552613403,0
90,uniform,2,0.0,0.1,replicator dynamics,0.72576881850726527,5
90,uniform,2,0.0,0.1,replicator dynamics,0.89496696110598439,10
90,uniform,2,0.0,0.1,replicator dynamics,0.93093082901363589,15
90,uniform,2,0.0,0.1,replicator dynamics,0.95216679407172311,20
90,uniform,2,0.0,0.1,replicator dynamics,0.96400594617674185,25
90,uniform,2,0.0,0.1,replicator dynamics,0.96728137994026653,30
90,uniform,2,0.0,0.1,replicator dynamics,0.96949900146277368,35
90,uniform,2,0.0,0.1,replicator dynamics,0.97109556065537328,40
90,uniform,2,0.0,0.1,replicator dynamics,0.97230122922036921,45
90,uniform,2,0.0,0.1,replicator dynamics,0.97326905594698054,50
90,uniform,2,0.0,0.1,replicator dynamics,0.97419199116314537,55
90,uniform,2,0.0,0.1,replicator dynamics,0.97531470621416616,60
90,uniform,2,0.0,0.1,replicator dynamics,0.97627124082183681,65
90,uniform,2,0.0,0.1,replicator dynamics,0.97693806347398437,70
90,uniform,2,0.0,0.1,replicator dynamics,0.97749104611992044,75
90,uniform,2,0.0,0.1,replicator dynamics,0.97798091697168765,80
90,uniform,2,0.0,0.1,replicator dynamics,0.97842156288126125,85
90,uniform,2,0.0,0.1,replicator dynamics,0.97882077243594678,90
90,uniform,2,0.0,0.1,replicator dynamics,0.97918435945377769,95
90,uniform,2,0.0,0.1,replicator dynamics,0.97951692708405824,100
90,uniform,2,0.0,0.1,replicator dynamics,0.47952747703182691,0
90,uniform,2,0.0,0.1,replicator dynamics,0.7400695893917566,5
90,uniform,2,0.0,0.1,replicator dynamics,0.92796655648841697,10
90,uniform,2,0.0,0.1,replicator dynamics,0.95233362408308875,15
90,uniform,2,0.0,0.1,replicator dynamics,0.96122202398799927,20
90,uniform,2,0.0,0.1,replicator dynamics,0.96633972608769481,25
90,uniform,2,0.0,0.1,replicator dynamics,0.96983461548790728,30
90,uniform,2,0.0,0.1,replicator dynamics,0.97230014126140829,35
90,uniform,2,0.0,0.1,replicator dynamics,0.97423427376762328,40
90,uniform,2,0.0,0.1,replicator dynamics,0.97584657427102839,45
90,uniform,2,0.0,0.1,replicator dynamics,0.97725123035466654,50
90,uniform,2,0.0,0.1,replicator dynamics,0.97860714608595978,55
90,uniform,2,0.0,0.1,replicator dynamics,0.9801956255175901,60
90,uniform,2,0.0,0.1,replicator dynamics,0.981839589888165,65
90,uniform,2,0.0,0.1,replicator dynamics,0.98322696297756929,70
90,uniform,2,0.0,0.1,replicator dynamics,0.98428158931833298,75
90,uniform,2,0.0,0.1,replicator dynamics,0.9851497773297363,80
90,uniform,2,0.0,0.1,replicator dynamics,0.98586942667473387,85
90,uniform,2,0.0,0.1,replicator dynamics,0.98646426886539895,90
90,uniform,2,0.0,0.1,replicator dynamics,0.9869553049971429,95
90,uniform,2,0.0,0.1,replicator dynamics,0.98736079059003956,100
90,uniform,2,0.0,0.1,replicator dynamics,0.48491060478027476,0
90,uniform,2,0.0,0.1,replicator dynamics,0.94363612339295466,5
90,uniform,2,0.0,0.1,replicator dynamics,0.97479262098696318,10
90,uniform,2,0.0,0.1,replicator dynamics,0.98230135609850067,15
90,uniform,2,0.0,0.1,replicator dynamics,0.98617730477753551,20
90,uniform,2,0.0,0.1,replicator dynamics,0.988516027200675,25
90,uniform,2,0.0,0.1,replicator dynamics,0.99003177962991284,30
90,uniform,2,0.0,0.1,replicator dynamics,0.99114633380664352,35
90,uniform,2,0.0,0.1,replicator dynamics,0.99212405236750845,40
90,uniform,2,0.0,0.1,replicator dynamics,0.99300851316152128,45
90,uniform,2,0.0,0.1,replicator dynamics,0.9935995959642302,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99406939317050536,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99445638383264312,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99478042265925859,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99505561900244688,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99529519403758437,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99563043602347723,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99592467227448422,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99609786722445859,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99624807288624839,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99638063584004277,100
90,uniform,2,0.0,0.1,replicator dynamics,0.49482392071054077,0
90,uniform,2,0.0,0.1,replicator dynamics,0.90651560896922612,5
90,uniform,2,0.0,0.1,replicator dynamics,0.96371415724489207,10
90,uniform,2,0.0,0.1,replicator dynamics,0.9776439557839407,15
90,uniform,2,0.0,0.1,replicator dynamics,0.98304911596927491,20
90,uniform,2,0.0,0.1,replicator dynamics,0.98597414949806905,25
90,uniform,2,0.0,0.1,replicator dynamics,0.98801822192801092,30
90,uniform,2,0.0,0.1,replicator dynamics,0.98954351720791744,35
90,uniform,2,0.0,0.1,replicator dynamics,0.99072355808552359,40
90,uniform,2,0.0,0.1,replicator dynamics,0.99165630368243007,45
90,uniform,2,0.0,0.1,replicator dynamics,0.9924048192694026,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99301322870311759,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99351466560602986,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99393817805734108,65
90,uniform,2,0.0,0.1,replicator dynamics,0.9943216481519157,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99470692970957975,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99504675505938289,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99530970598226043,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99552820166197087,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99571803659053071,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99588532853810796,100
90,uniform,2,0.0,0.1,replicator dynamics,0.48017889407538183,0
90,uniform,2,0.0,0.1,replicator dynamics,0.91531082316904933,5
90,uniform,2,0.0,0.1,replicator dynamics,0.97937412928117618,10
90,uniform,2,0.0,0.1,replicator dynamics,0.98751479484898363,15
90,uniform,2,0.0,0.1,replicator dynamics,0.98988989849960274,20
90,uniform,2,0.0,0.1,replicator dynamics,0.99138130815084857,25
90,uniform,2,0.0,0.1,replicator dynamics,0.99241698208772755,30
90,uniform,2,0.0,0.1,replicator dynamics,0.99317559172037617,35
90,uniform,2,0.0,0.1,replicator dynamics,0.99375508581833016,40
90,uniform,2,0.0,0.1,replicator dynamics,0.99422673162824804,45
90,uniform,2,0.0,0.1,replicator dynamics,0.99467439078751341,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99510929452199692,55
90,uniform,2,0.0,0.1,replicator dynamics,0.9954335145781612,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99568573388423542,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99589783943774324,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99608021621188747,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99623889975463498,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99637829354800989,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99650173985118984,90
90,uniform,2,0.0,0.1,replicator dynamics,0.9966118288899638,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99671060440759018,100
90,uniform,2,0.0,0.1,replicator dynamics,0.4902042815549299,0
90,uniform,2,0.0,0.1,replicator dynamics,0.93552522326195353,5
90,uniform,2,0.0,0.1,replicator dynamics,0.97618335658727873,10
90,uniform,2,0.0,0.1,replicator dynamics,0.98314131923674086,15
90,uniform,2,0.0,0.1,replicator dynamics,0.98714452793987184,20
90,uniform,2,0.0,0.1,replicator dynamics,0.98965550666142987,25
90,uniform,2,0.0,0.1,replicator dynamics,0.99118812252387678,30
90,uniform,2,0.0,0.1,replicator dynamics,0.99225449120860676,35
90,uniform,2,0.0,0.1,replicator dynamics,0.99305523580385202,40
90,uniform,2,0.0,0.1,replicator dynamics,0.99372070885191577,45
90,uniform,2,0.0,0.1,replicator dynamics,0.99433510872831898,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99482163431496129,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99516582337909332,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99543748609882754,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99566745663368905,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99586745202729265,75
90,uniform,2,0.0,0.1,replicator dynamics,0.996043976242181,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99620148265368069,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99634325209950236,90
90,uniform,2,0.0,0.1,replicator dynamics,0.9964717884864126,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99658905051777691,100
90,uniform,2,0.0,0.1,replicator dynamics,0.49102393752827272,0
90,uniform,2,0.0,0.1,replicator dynamics,0.86758674871326125,5
90,uniform,2,0.0,0.1,replicator dynamics,0.9424244611102458,10
90,uniform,2,0.0,0.1,replicator dynamics,0.95935395462102624,15
90,uniform,2,0.0,0.1,replicator dynamics,0.96949485363159416,20
90,uniform,2,0.0,0.1,replicator dynamics,0.9756537809706165,25
90,uniform,2,0.0,0.1,replicator dynamics,0.98030852020932058,30
90,uniform,2,0.0,0.1,replicator dynamics,0.98284555244527794,35
90,uniform,2,0.0,0.1,replicator dynamics,0.98523839492253307,40
90,uniform,2,0.0,0.1,replicator dynamics,0.98639061539624762,45
90,uniform,2,0.0,0.1,replicator dynamics,0.98768484887373464,50
90,uniform,2,0.0,0.1,replicator dynamics,0.98871186688823576,55
90,uniform,2,0.0,0.1,replicator dynamics,0.98949150871094183,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99007999583851769,65
90,uniform,2,0.0,0.1,replicator dynamics,0.9906177251856777,70
90,uniform,2,0.0,0.1,replicator dynamics,0.9910496257346928,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99143198652668252,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99180738492011755,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99217212416922307,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99253973660117445,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99286892550504413,100
90,uniform,2,0.0,0.1,replicator dynamics,0.501449533309967,0
90,uniform,2,0.0,0.1,replicator dynamics,0.90202735784760391,5
90,uniform,2,0.0,0.1,replicator dynamics,0.95712489129914013,10
90,uniform,2,0.0,0.1,replicator dynamics,0.97279425991646651,15
90,uniform,2,0.0,0.1,replicator dynamics,0.97961161358939175,20
90,uniform,2,0.0,0.1,replicator dynamics,0.98290910693717848,25
90,uniform,2,0.0,0.1,replicator dynamics,0.98543791704276473,30
90,uniform,2,0.0,0.1,replicator dynamics,0.98717271315498867,35
90,uniform,2,0.0,0.1,replicator dynamics,0.98848415674169565,40
90,uniform,2,0.0,0.1,replicator dynamics,0.98953626105233139,45
90,uniform,2,0.0,0.1,replicator dynamics,0.99039952360440797,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99119892898871431,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99227003598906849,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99288506922465847,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99335880850179392,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99375629753086347,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99409312802433558,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99438092639643039,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99462876423914814,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99484378383947603,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99503164670813204,100
90,uniform,2,0.0,0.1,replicator dynamics,0.48425254023308595,0
90,uniform,2,0.0,0.1,replicator dynamics,0.92348190077648329,5
90,uniform,2,0.0,0.1,replicator dynamics,0.9775635631794688,10
90,uniform,2,0.0,0.1,replicator dynamics,0.98498403892518571,15
90,uniform,2,0.0,0.1,replicator dynamics,0.98897474716546474,20
90,uniform,2,0.0,0.1,replicator dynamics,0.9914026873321875,25
90,uniform,2,0.0,0.1,replicator dynamics,0.99299559391454317,30
90,uniform,2,0.0,0.1,replicator dynamics,0.99410158516736968,35
90,uniform,2,0.0,0.1,replicator dynamics,0.99490417072657067,40
90,uniform,2,0.0,0.1,replicator dynamics,0.9955072338135903,45
90,uniform,2,0.0,0.1,replicator dynamics,0.99597325412737392,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99634183169125179,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99663918459330414,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99688329306568746,65
90,uniform,2,0.0,0.1,replicator dynamics,0.997086838830055,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99725897021430121,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99740640956207649,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99753417420334711,85
90,uniform,2,0.0,0.1,replicator dynamics,0.9976460603396563,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99774497591132227,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99783317418083228,100
90,uniform,2,0.0,0.1,replicator dynamics,0.4839565295848533,0
90,uniform,2,0.0,0.1,replicator dynamics,0.78905743383820803,5
90,uniform,2,0.0,0.1,replicator dynamics,0.95901797457656879,10
90,uniform,2,0.0,0.1,replicator dynamics,0.97709962013737561,15
90,uniform,2,0.0,0.1,replicator dynamics,0.9854856119786396,20
90,uniform,2,0.0,0.1,replicator dynamics,0.9892533081051551,25
90,uniform,2,0.0,0.1,replicator dynamics,0.99140697355919016,30
90,uniform,2,0.0,0.1,replicator dynamics,0.99262234479320577,35
90,uniform,2,0.0,0.1,replicator dynamics,0.9933864462441494,40
90,uniform,2,0.0,0.1,replicator dynamics,0.99395174529482111,45
90,uniform,2,0.0,0.1,replicator dynamics,0.99439061359744374,50
90,uniform,2,0.0,0.1,replicator dynamics,0.99476225323107081,55
90,uniform,2,0.0,0.1,replicator dynamics,0.99509325274752913,60
90,uniform,2,0.0,0.1,replicator dynamics,0.99538068752338393,65
90,uniform,2,0.0,0.1,replicator dynamics,0.99561773747841964,70
90,uniform,2,0.0,0.1,replicator dynamics,0.99581386902728342,75
90,uniform,2,0.0,0.1,replicator dynamics,0.99598139981154121,80
90,uniform,2,0.0,0.1,replicator dynamics,0.99612791489254759,85
90,uniform,2,0.0,0.1,replicator dynamics,0.99625788910656254,90
90,uniform,2,0.0,0.1,replicator dynamics,0.99637434208661291,95
90,uniform,2,0.0,0.1,replicator dynamics,0.99647951737748874,100
90,uniform,2,0.1,0.1,replicator dynamics,0.48559448590611287,0
90,uniform,2,0.1,0.1,replicator dynamics,0.89106100600121763,5
90,uniform,2,0.1,0.1,replicator dynamics,0.90472743989830728,10
90,uniform,2,0.1,0.1,replicator dynamics,0.90569573247892232,15
90,uniform,2,0.1,0.1,replicator dynamics,0.9059634220526479,20
90,uniform,2,0.1,0.1,replicator dynamics,0.90606804429999821,25
90,uniform,2,0.1,0.1,replicator dynamics,0.90611013307835986,30
90,uniform,2,0.1,0.1,replicator dynamics,0.90612692729071898,35
90,uniform,2,0.1,0.1,replicator dynamics,0.90613357880449363,40
90,uniform,2,0.1,0.1,replicator dynamics,0.90613620128881722,45
90,uniform,2,0.1,0.1,replicator dynamics,0.9061372325568654,50
90,uniform,2,0.1,0.1,replicator dynamics,0.90613763748887977,55
90,uniform,2,0.1,0.1,replicator dynamics,0.90613779635155112,60
90,uniform,2,0.1,0.1,replicator dynamics,0.90613785864595797,65
90,uniform,2,0.1,0.1,replicator dynamics,0.90613788306644361,70
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789263814293,75
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789638946673,80
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789785959942,85
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789843571846,90
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789866148764,95
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789874996309,100
90,uniform,2,0.1,0.1,replicator dynamics,0.50013955932058896,0
90,uniform,2,0.1,0.1,replicator dynamics,0.88205978538874685,5
90,uniform,2,0.1,0.1,replicator dynamics,0.8988213710456936,10
90,uniform,2,0.1,0.1,replicator dynamics,0.90333535724818947,15
90,uniform,2,0.1,0.1,replicator dynamics,0.90503382899255125,20
90,uniform,2,0.1,0.1,replicator dynamics,0.90570295379727861,25
90,uniform,2,0.1,0.1,replicator dynamics,0.90596695076176825,30
90,uniform,2,0.1,0.1,replicator dynamics,0.90607080768569415,35
90,uniform,2,0.1,0.1,replicator dynamics,0.90611158747000364,40
90,uniform,2,0.1,0.1,replicator dynamics,0.90612758404663207,45
90,uniform,2,0.1,0.1,replicator dynamics,0.90613385590475581,50
90,uniform,2,0.1,0.1,replicator dynamics,0.90613631433502295,55
90,uniform,2,0.1,0.1,replicator dynamics,0.9061372778620943,60
90,uniform,2,0.1,0.1,replicator dynamics,0.90613765546942737,65
90,uniform,2,0.1,0.1,replicator dynamics,0.90613780344871508,70
90,uniform,2,0.1,0.1,replicator dynamics,0.90613786143864283,75
90,uniform,2,0.1,0.1,replicator dynamics,0.90613788416340291,80
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789306860293,85
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789655828236,90
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789792577926,95
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789846165638,100
90,uniform,2,0.1,0.1,replicator dynamics,0.49494157671950151,0
90,uniform,2,0.1,0.1,replicator dynamics,0.76581304148047025,5
90,uniform,2,0.1,0.1,replicator dynamics,0.7901200185488636,10
90,uniform,2,0.1,0.1,replicator dynamics,0.82228638007927479,15
90,uniform,2,0.1,0.1,replicator dynamics,0.88007304440514655,20
90,uniform,2,0.1,0.1,replicator dynamics,0.89453802458302123,25
90,uniform,2,0.1,0.1,replicator dynamics,0.90142496403296923,30
90,uniform,2,0.1,0.1,replicator dynamics,0.90428988717798287,35
90,uniform,2,0.1,0.1,replicator dynamics,0.90541912844645467,40
90,uniform,2,0.1,0.1,replicator dynamics,0.90585818134610729,45
90,uniform,2,0.1,0.1,replicator dynamics,0.90602881473251007,50
90,uniform,2,0.1,0.1,replicator dynamics,0.90609528272067941,55
90,uniform,2,0.1,0.1,replicator dynamics,0.90612122985940335,60
90,uniform,2,0.1,0.1,replicator dynamics,0.90613137396484889,65
90,uniform,2,0.1,0.1,replicator dynamics,0.9061353435799715,70
90,uniform,2,0.1,0.1,replicator dynamics,0.90613689787139884,75
90,uniform,2,0.1,0.1,replicator dynamics,0.9061375066576669,80
90,uniform,2,0.1,0.1,replicator dynamics,0.90613774515547552,85
90,uniform,2,0.1,0.1,replicator dynamics,0.90613783860019603,90
90,uniform,2,0.1,0.1,replicator dynamics,0.90613787521483391,95
90,uniform,2,0.1,0.1,replicator dynamics,0.90613788956218033,100
90,uniform,2,0.1,0.1,replicator dynamics,0.49133321834275628,0
90,uniform,2,0.1,0.1,replicator dynamics,0.75443941240122592,5
90,uniform,2,0.1,0.1,replicator dynamics,0.83321270481884713,10
90,uniform,2,0.1,0.1,replicator dynamics,0.88453851050952703,15
90,uniform,2,0.1,0.1,replicator dynamics,0.8967341080692548,20
90,uniform,2,0.1,0.1,replicator dynamics,0.90236175416215814,25
90,uniform,2,0.1,0.1,replicator dynamics,0.90466308839864862,30
90,uniform,2,0.1,0.1,replicator dynamics,0.90556472747020333,35
90,uniform,2,0.1,0.1,replicator dynamics,0.90591481745816571,40
90,uniform,2,0.1,0.1,replicator dynamics,0.90605087993513478,45
90,uniform,2,0.1,0.1,replicator dynamics,0.906103896055241,50
90,uniform,2,0.1,0.1,replicator dynamics,0.90612459707135107,55
90,uniform,2,0.1,0.1,replicator dynamics,0.90613269156772025,60
90,uniform,2,0.1,0.1,replicator dynamics,0.90613585946690167,65
90,uniform,2,0.1,0.1,replicator dynamics,0.90613709993030345,70
90,uniform,2,0.1,0.1,replicator dynamics,0.90613758581516524,75
90,uniform,2,0.1,0.1,replicator dynamics,0.90613777616957547,80
90,uniform,2,0.1,0.1,replicator dynamics,0.90613785075246156,85
90,uniform,2,0.1,0.1,replicator dynamics,0.90613787997665052,90
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789142813039,95
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789591547178,100
90,uniform,2,0.1,0.1,replicator dynamics,0.50264620722007247,0
90,uniform,2,0.1,0.1,replicator dynamics,0.89354754033118655,5
90,uniform,2,0.1,0.1,replicator dynamics,0.90312001807583464,10
90,uniform,2,0.1,0.1,replicator dynamics,0.90514829678609476,15
90,uniform,2,0.1,0.1,replicator dynamics,0.9057928380026764,20
90,uniform,2,0.1,0.1,replicator dynamics,0.90601269439115284,25
90,uniform,2,0.1,0.1,replicator dynamics,0.90609114602761653,30
90,uniform,2,0.1,0.1,replicator dynamics,0.9061201047930959,35
90,uniform,2,0.1,0.1,replicator dynamics,0.90613104533850297,40
90,uniform,2,0.1,0.1,replicator dynamics,0.90613524015244951,45
90,uniform,2,0.1,0.1,replicator dynamics,0.9061368630615686,50
90,uniform,2,0.1,0.1,replicator dynamics,0.90613749430701884,55
90,uniform,2,0.1,0.1,replicator dynamics,0.90613774060662533,60
90,uniform,2,0.1,0.1,replicator dynamics,0.90613783688327032,65
90,uniform,2,0.1,0.1,replicator dynamics,0.90613787455682226,70
90,uniform,2,0.1,0.1,replicator dynamics,0.90613788930766304,75
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789508529641,80
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789734874728,85
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789823558311,90
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789858307259,95
90,uniform,2,0.1,0.1,replicator dynamics,0.90613789871923134,100
90,uniform,2,0.1,0.1,replicator dynamics,0.4951977686100123,0
90,uniform,2,0.1,0.1,replicator dynamics,0.88603957920665077,5
90,uniform,2,0.1,0.1,replicator dynamics,0.90473847300817822,10
90,uniform,2,0.1,0.1,replicator dynamics,0.90552761694329631,15
90,uniform,2,0.1,0.1,replicator dynamics,0.9058467398657496,20
90,uniform,2,0.1,0.1,replicator dynamics,0.90600986154423935,25
90,uniform,2,0.1,0.1,replicator dynamics,0.90608443467876909,30
90,uniform,2,0.1,0.1,replicator dynamics,0.90611619598904802,35
90,uniform,2,0.1,0.1,replicator dynamics,0.9061292239724279,40
90,uniform,2,0.1,0.1,replicator dynamics,0.9061344610081804,45
