Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Speaker entropy,Hearer entropy,Speaker convexity,Hearer convexity,Speaker Voronoiness,Hearer Voronoiness,Speaker informativity,Hearer informativity,Expected utility,Iterations,Speaker strategy file,Hearer strategy file
10,uniform,2,0.0,0.1,replicator dynamics,1.9778707199279253e-10,0.40030451243249687,1.0,0.99999999999999978,1.0,0.97,0.69314718042284973,0.69314718055993552,0.99641196510858587,24,results/strategies/20140813-194307-889271-speaker.csv,results/strategies/20140813-194307-889271-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,0.0001656843930973103,0.22198939380601834,8.186188712642713e-42,1.0,0.9,0.85,0.7801324742398098,0.78031302369287725,0.99159512237398595,21,results/strategies/20140813-194308-589937-speaker.csv,results/strategies/20140813-194308-589937-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.4817503653397141e-13,0.25503984932561125,3.0632154604377761e-67,1.0,0.85,0.835,0.78032387413216275,0.78032387413233095,0.99235690019044132,28,results/strategies/20140813-194309-308796-speaker.csv,results/strategies/20140813-194309-308796-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.1459253282734487e-19,0.1873047793065841,1.0141327903761915e-81,1.0000000000000002,0.9,0.795,0.71355817782007303,0.71355817782007303,0.99367814317696468,25,results/strategies/20140813-194310-007958-speaker.csv,results/strategies/20140813-194310-007958-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,6.086024969955602e-11,0.19486845359523056,0.99999999999999989,0.99999999999999989,0.9,0.9,0.78032387406202586,0.78032387413077542,0.99154602268057657,21,results/strategies/20140813-194310-631579-speaker.csv,results/strategies/20140813-194310-631579-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,7.2667014511184582e-21,0.24670773178764988,1.131988209836225e-225,1.0,0.85,0.725,0.71355817782007303,0.71355817782003961,0.99152012441646342,26,results/strategies/20140813-194311-307542-speaker.csv,results/strategies/20140813-194311-307542-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.6810799151603024e-18,0.17919400798095267,1.0,1.0,0.95,0.945,0.69314718055994529,0.69314718055994529,0.9958046195917728,34,results/strategies/20140813-194312-078306-speaker.csv,results/strategies/20140813-194312-078306-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,7.2074927417687504e-14,0.28633786556528246,5.9140857737577819e-94,0.99999999999999989,0.9,0.77,0.71355817782003128,0.7135581778158695,0.99354396365033537,21,results/strategies/20140813-194312-712806-speaker.csv,results/strategies/20140813-194312-712806-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.1819868777687031e-11,0.22468651606765702,3.6000457544035228e-153,1.0,0.85,0.8,0.78032387409557458,0.78032387413154169,0.99094462124315918,25,results/strategies/20140813-194313-375780-speaker.csv,results/strategies/20140813-194313-375780-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.1485309646233606e-23,0.39499393898341373,1.0,1.0000000000000002,1.0,0.91,0.71355817782007303,0.71355817782007303,0.99510815681222808,28,results/strategies/20140813-194314-111872-speaker.csv,results/strategies/20140813-194314-111872-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,7.715570132787048e-22,0.40797737791876471,1.0,1.0,0.95,0.94,0.71355817782007303,0.71355817782007291,0.99436225664577804,25,results/strategies/20140813-194314-780212-speaker.csv,results/strategies/20140813-194314-780212-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.9066642778531789e-12,0.27067675671532465,1.0,1.0,0.95,0.935,0.78032387412782112,0.78032387413200621,0.99287219691770889,19,results/strategies/20140813-194315-418840-speaker.csv,results/strategies/20140813-194315-418840-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.498219094181976e-27,0.36341385113846336,1.0,1.0000000000000004,1.0,0.96,0.71355817782007303,0.71355817782007303,0.99532421922529379,27,results/strategies/20140813-194316-156876-speaker.csv,results/strategies/20140813-194316-156876-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.5140068942850627e-05,0.27153398794924977,4.1918410549703477e-16,0.99999999999999978,0.9,0.84,0.71354505997407502,0.7135578331066863,0.99347942546827805,18,results/strategies/20140813-194316-811986-speaker.csv,results/strategies/20140813-194316-811986-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,9.6293354939853015e-20,0.34067201499436633,1.0,1.0000000000000002,0.95,0.95,0.71355817782007303,0.71355817782007014,0.99521321082923697,22,results/strategies/20140813-194317-456729-speaker.csv,results/strategies/20140813-194317-456729-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,0.0015086597929318902,0.16630985693750858,0.0013784747104131126,1.0,0.9,0.78,0.77858164957409204,0.78019265328082044,0.99281189578243423,22,results/strategies/20140813-194318-141261-speaker.csv,results/strategies/20140813-194318-141261-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.6574071570374508e-20,0.17233606764989254,1.0,1.0,1.0,0.845,0.78032387413233417,0.78032387413233084,0.99134367973988391,22,results/strategies/20140813-194318-810978-speaker.csv,results/strategies/20140813-194318-810978-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.2518437634662825e-10,0.30893651455898957,6.5597551105578905e-60,0.99999999999999978,0.9,0.84,0.71355817771160879,0.71355817781863151,0.99382945228954911,25,results/strategies/20140813-194319-473370-speaker.csv,results/strategies/20140813-194319-473370-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,7.7945268877854762e-20,0.18873640773133646,9.9650205077132375e-165,1.0,0.85,0.76,0.78032387413233417,0.78032387413233406,0.9905024421657983,29,results/strategies/20140813-194320-218344-speaker.csv,results/strategies/20140813-194320-218344-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.5282230048650699e-18,0.18901074585081268,3.0360094988641636e-96,1.0,0.9,0.715,0.69314718055994529,0.69314718055994529,0.99175542776569481,32,results/strategies/20140813-194320-940364-speaker.csv,results/strategies/20140813-194320-940364-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.5276397770924558e-09,0.21612788204801467,0.99999999999999989,0.99999999999999989,0.95,0.985,0.78032387236753542,0.78032387404372328,0.99363171938798012,16,results/strategies/20140813-194321-535003-speaker.csv,results/strategies/20140813-194321-535003-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.0179590087668664e-13,0.36415479039767801,1.0,0.99999999999999967,0.9,0.935,0.71355817781981157,0.71355817781968645,0.99420420523248543,19,results/strategies/20140813-194322-181405-speaker.csv,results/strategies/20140813-194322-181405-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.0393404074286853e-17,0.10693229414507754,2.583002273034782e-141,0.99999999999999978,0.85,0.81,0.78032387413233417,0.78032387413233317,0.99120397828674078,29,results/strategies/20140813-194322-873232-speaker.csv,results/strategies/20140813-194322-873232-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.0102146896396549e-09,0.16331634945292475,3.2186629337972648e-164,0.99999999999999978,0.8,0.745,0.78032387296528816,0.78032387410322357,0.98963898446930243,28,results/strategies/20140813-194323-573538-speaker.csv,results/strategies/20140813-194323-573538-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,9.6083034306952192e-20,0.10924460904805824,1.6206289637067717e-96,1.0,0.9,0.72,0.69314718055994529,0.69314718055994351,0.99380009514008871,38,results/strategies/20140813-194324-486867-speaker.csv,results/strategies/20140813-194324-486867-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,5.1936724394888181e-10,0.18604633679268523,0.99999999984748267,1.0000000000000002,1.0,0.85,0.71355817737007543,0.71355817781369679,0.99600056146541371,20,results/strategies/20140813-194325-199287-speaker.csv,results/strategies/20140813-194325-199287-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.2471768133658623e-12,0.20680927234129509,1.3891632458326448e-61,1.0,0.9,0.8,0.71355817781899256,0.71355817782002084,0.99379025911076158,20,results/strategies/20140813-194325-842472-speaker.csv,results/strategies/20140813-194325-842472-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.8964675903953225e-17,0.28207335491139074,1.0,1.0,0.9,0.925,0.78032387413233417,0.78032387413233384,0.99294975595917379,25,results/strategies/20140813-194326-547464-speaker.csv,results/strategies/20140813-194326-547464-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.4749865390111163e-18,0.4085135408156958,1.0,1.0000000000000004,0.975,0.885,0.71355817782007303,0.71355817782007291,0.99451278936836063,29,results/strategies/20140813-194327-251101-speaker.csv,results/strategies/20140813-194327-251101-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.0503035442491613e-08,0.38492194202841568,0.99999998906264365,0.99999999999999989,0.975,0.89,0.7135581513912066,0.71355817736434246,0.99591313482471544,22,results/strategies/20140813-194327-908491-speaker.csv,results/strategies/20140813-194327-908491-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.7439371437150432e-12,0.27164571970645485,1.0,1.0,1.0,0.915,0.71355817781906561,0.71355817781993713,0.99365613988462864,22,results/strategies/20140813-194328-592400-speaker.csv,results/strategies/20140813-194328-592400-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.0954039359170129e-30,0.24648528202812128,1.0,1.0000000000000002,1.0,0.85,0.78032387413233417,0.78032387413233129,0.99230580276034652,24,results/strategies/20140813-194329-259853-speaker.csv,results/strategies/20140813-194329-259853-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,6.5867864364235778e-07,0.44937634070494803,0.99999999999999989,1.0000000000000002,0.975,0.94,0.71355760711855387,0.7135581375044755,0.9948341410044077,13,results/strategies/20140813-194329-845367-speaker.csv,results/strategies/20140813-194329-845367-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,6.3485137057220754e-23,0.23553594704292255,1.0,0.99999999999999967,1.0,0.885,0.71355817782007303,0.7135581778200728,0.99352953454718473,48,results/strategies/20140813-194330-741100-speaker.csv,results/strategies/20140813-194330-741100-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,8.4256838759098259e-13,0.16394854635271311,2.9184979191651827e-124,1.0,0.8,0.68,0.71355817781958608,0.71355817781897368,0.98927867370230527,27,results/strategies/20140813-194331-428991-speaker.csv,results/strategies/20140813-194331-428991-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.7361219981379206e-16,0.019272454480646791,0.99999999999999989,0.99999999999999989,1.0,0.815,0.71355817782007258,0.7135581778200728,0.99406590191736943,62,results/strategies/20140813-194332-423835-speaker.csv,results/strategies/20140813-194332-423835-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.3239022563416529e-15,0.28549903464792026,1.0,1.0000000000000002,1.0,0.89,0.7135581778200718,0.71355817781922659,0.99427673571352171,18,results/strategies/20140813-194333-047116-speaker.csv,results/strategies/20140813-194333-047116-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.323841929283335e-13,0.40803437910017976,1.0000000000000002,0.99999999999999978,0.95,0.96,0.71355817781987163,0.71355817782007058,0.99565736655823289,25,results/strategies/20140813-194333-720909-speaker.csv,results/strategies/20140813-194333-720909-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,0.0018765938087057954,0.15802683175077448,1.2270927114716158e-72,1.0,0.85,0.845,0.77815697582564525,0.78015505988089517,0.99232609211508771,26,results/strategies/20140813-194334-433179-speaker.csv,results/strategies/20140813-194334-433179-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,8.9223173246015707e-13,0.19972076270103756,2.03840283926975e-13,0.99999999999999989,0.95,0.84,0.69314718055932689,0.69314718055994529,0.99394154738697849,30,results/strategies/20140813-194335-153823-speaker.csv,results/strategies/20140813-194335-153823-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.8998697738033398e-30,0.30323966362775229,1.0,1.0000000000000002,0.95,0.93,0.78032387413233417,0.78032387413233373,0.9933711521722447,31,results/strategies/20140813-194335-914313-speaker.csv,results/strategies/20140813-194335-914313-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,9.7018184419646966e-23,0.10996851869838224,1.0,0.99999999999999989,0.95,0.9,0.71355817782007303,0.71355817782007269,0.99571668069935537,26,results/strategies/20140813-194336-621321-speaker.csv,results/strategies/20140813-194336-621321-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.8747933244457061e-09,0.22552954843511661,1.0,0.99999999999999989,0.95,0.945,0.69314717787414315,0.69314718055994029,0.99527120801412938,19,results/strategies/20140813-194337-239408-speaker.csv,results/strategies/20140813-194337-239408-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.6412049199401458e-05,0.36303844764434412,9.0167954988486527e-06,0.99999999999999989,0.925,0.83,0.71354395789156144,0.7135578020968989,0.99392501282996926,19,results/strategies/20140813-194337-857088-speaker.csv,results/strategies/20140813-194337-857088-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,8.9348592212707539e-17,0.24146194737554291,1.0,1.0,0.95,0.925,0.69314718055994518,0.69314718055594782,0.99461779060341748,22,results/strategies/20140813-194338-562349-speaker.csv,results/strategies/20140813-194338-562349-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,0.0012182076737480047,0.57158917430022793,6.0464086824194035e-65,1.0,0.8,0.695,0.71250291461021154,0.71351351582604472,0.90112819916362497,17,results/strategies/20140813-194339-150602-speaker.csv,results/strategies/20140813-194339-150602-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,9.9009393437844216e-25,0.16796614631903115,5.7483127471886237e-186,0.99999999999999978,0.85,0.725,0.69314718055994529,0.69314718055994518,0.9923633774695213,44,results/strategies/20140813-194339-984391-speaker.csv,results/strategies/20140813-194339-984391-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,7.9233511473387004e-23,0.20147057125305648,1.0,1.0,1.0,0.88,0.71355817782007303,0.7135581778200728,0.99375531402860218,23,results/strategies/20140813-194340-672310-speaker.csv,results/strategies/20140813-194340-672310-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.0461454497882165e-23,0.26613819434882341,1.0,1.0000000000000002,1.0,0.9,0.71355817782007303,0.7135581778200728,0.99395037787301044,26,results/strategies/20140813-194341-368834-speaker.csv,results/strategies/20140813-194341-368834-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.2318502174519476e-16,0.13988776041536227,8.0930704379301154e-164,1.0,0.85,0.78,0.78032387413233395,0.78032387413233406,0.99119036180931097,34,results/strategies/20140813-194342-158803-speaker.csv,results/strategies/20140813-194342-158803-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,0.00062818420588977837,0.22282232288104131,2.3907307805434355e-38,1.0,0.9,0.87,0.77959826922379993,0.78027559336151797,0.9928852678364456,25,results/strategies/20140813-194342-815807-speaker.csv,results/strategies/20140813-194342-815807-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.031951140714208e-08,0.29969386788805358,3.4912264113458643e-09,1.0,0.95,0.865,0.713558168881126,0.71355817767466223,0.9935611354255669,23,results/strategies/20140813-194343-485029-speaker.csv,results/strategies/20140813-194343-485029-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.1165131261739804e-07,0.022658562861723588,5.9647134428829883e-78,0.99999999999999978,0.9,0.785,0.713557907794795,0.71355817240716801,0.993809770779438,30,results/strategies/20140813-194344-225209-speaker.csv,results/strategies/20140813-194344-225209-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.1936385446884552e-13,0.30651475105773973,0.99999999999997435,1.0,0.95,0.88,0.71355817781996955,0.71355817782006514,0.99615297754077148,22,results/strategies/20140813-194344-871637-speaker.csv,results/strategies/20140813-194344-871637-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,9.9255661989806052e-23,0.24243047643045601,1.0,1.0000000000000002,1.0,0.95,0.69314718055994529,0.69314718055994473,0.99599776899724646,26,results/strategies/20140813-194345-550927-speaker.csv,results/strategies/20140813-194345-550927-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.0673624032662845e-18,0.19562985710057615,1.0,1.0000000000000002,1.0,0.84,0.78032387413233417,0.78032387413233395,0.99160740892581156,25,results/strategies/20140813-194346-273476-speaker.csv,results/strategies/20140813-194346-273476-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,8.5782002794369145e-24,0.29258548152519059,1.0,1.0000000000000002,0.95,0.96,0.71355817782007303,0.7135581778200728,0.99555767584196231,30,results/strategies/20140813-194346-966934-speaker.csv,results/strategies/20140813-194346-966934-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.2783498239131536e-07,0.030567979002985284,1.9733355750690638e-32,1.0000000000000002,0.9,0.765,0.69314688400733382,0.6931471805599454,0.98911308677452792,30,results/strategies/20140813-194347-717898-speaker.csv,results/strategies/20140813-194347-717898-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.5373781407589822e-06,0.25043196801554818,1.0,1.0,0.9,0.95,0.78032209808383746,0.78032380722531869,0.99341699135725514,26,results/strategies/20140813-194348-491263-speaker.csv,results/strategies/20140813-194348-491263-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.8364675784152921e-25,0.27350603009749341,1.0,0.99999999999999967,1.0,0.9,0.69314718055994529,0.69314718055993896,0.99390902705754847,23,results/strategies/20140813-194349-174639-speaker.csv,results/strategies/20140813-194349-174639-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.099777772467442e-09,0.29765410263806413,1.3980822080754271e-55,0.99999999999999989,0.9,0.835,0.71355817426788604,0.71355817776485009,0.99368447747172894,25,results/strategies/20140813-194349-845141-speaker.csv,results/strategies/20140813-194349-845141-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,7.3575718637567904e-23,0.23961191133479157,7.0618651673681115e-108,1.0000000000000002,0.85,0.795,0.69314718055994529,0.69314718055994518,0.99306842746916912,36,results/strategies/20140813-194350-654194-speaker.csv,results/strategies/20140813-194350-654194-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.9338765575156182e-19,0.39254194667977466,1.0,1.0,0.95,0.93,0.71355817782007303,0.71355817782007291,0.9957164433932163,29,results/strategies/20140813-194351-345304-speaker.csv,results/strategies/20140813-194351-345304-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,5.3297783925991427e-21,0.13445887259016137,7.0071341116690902e-228,0.99999999999999989,0.8,0.745,0.71355817782007303,0.7135581778200728,0.99150313388632849,40,results/strategies/20140813-194352-171484-speaker.csv,results/strategies/20140813-194352-171484-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.5176342801491154e-21,0.13561751258254351,7.9374932510727473e-121,0.99999999999999967,0.85,0.68,0.71355817782007303,0.71355817774555597,0.99130194394351112,27,results/strategies/20140813-194352-878483-speaker.csv,results/strategies/20140813-194352-878483-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.7647164211788857e-13,0.025045256322360661,2.563456116520209e-165,1.0000000000000004,0.8,0.64,0.69314718055961511,0.6931471805599454,0.98926428637149411,35,results/strategies/20140813-194353-622548-speaker.csv,results/strategies/20140813-194353-622548-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.8042660248644911e-05,0.044284699371644309,7.3986460738023589e-07,0.99999999999999978,0.85,0.82,0.71353434679982086,0.71355757772127892,0.98965859798837719,46,results/strategies/20140813-194354-495953-speaker.csv,results/strategies/20140813-194354-495953-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.2176329304421895e-09,0.19947023581909926,0.99999999897200953,0.99999999999999989,0.95,0.815,0.78032387041517903,0.78032387403443015,0.99416515616591439,24,results/strategies/20140813-194355-144191-speaker.csv,results/strategies/20140813-194355-144191-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.8436743941009454e-06,0.21621336864369436,1.074511548674908e-64,1.0,0.85,0.765,0.69314451632880647,0.6931471805600159,0.9921656204986965,26,results/strategies/20140813-194355-828549-speaker.csv,results/strategies/20140813-194355-828549-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,0.00045072122750101256,0.075258721980244664,0.00031459503604447939,0.99999999999999967,0.95,0.81,0.69283477773669955,0.69314715787549819,0.99350399148641488,18,results/strategies/20140813-194356-517764-speaker.csv,results/strategies/20140813-194356-517764-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.6086903776982028e-17,0.33112889534359191,1.0,1.0,1.0,0.82,0.78032387413233417,0.78032387413233406,0.99276292105498021,23,results/strategies/20140813-194357-227824-speaker.csv,results/strategies/20140813-194357-227824-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.1943117504833572e-13,0.4096138549000648,1.0,0.99999999999999989,1.0,0.9,0.71355817781996933,0.71355817781970665,0.99480456244510962,20,results/strategies/20140813-194357-854113-speaker.csv,results/strategies/20140813-194357-854113-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.1689298646455751e-17,0.1574771757639202,2.9587094048666506e-89,0.99999999999999989,0.9,0.675,0.69314718055994529,0.69314718055994518,0.99188764214090619,29,results/strategies/20140813-194358-588426-speaker.csv,results/strategies/20140813-194358-588426-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,0.00063006202931497072,0.13842023188096136,0.00050881641440998662,1.0,0.95,0.775,0.71319427013494319,0.71357936083429929,0.98917440938476109,16,results/strategies/20140813-194359-183356-speaker.csv,results/strategies/20140813-194359-183356-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.3846711317439077e-18,0.34235592733243225,1.0,1.0000000000000002,0.95,0.965,0.78032387413233417,0.78032387413226023,0.99309857085839959,20,results/strategies/20140813-194359-817183-speaker.csv,results/strategies/20140813-194359-817183-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.0709622485073747e-19,0.41695548363921475,1.0,0.99999999999999978,0.95,0.935,0.69314718055994529,0.6931471805596171,0.99503751569509713,18,results/strategies/20140813-194400-476080-speaker.csv,results/strategies/20140813-194400-476080-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.3883142526851875e-13,0.35370843810334174,6.9957612801460361e-73,1.0,0.85,0.71,0.71355817781997133,0.7135581778200345,0.90222818177715758,23,results/strategies/20140813-194401-140649-speaker.csv,results/strategies/20140813-194401-140649-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,8.0173918484896406e-08,0.26683263537473467,3.0349720474740229e-08,1.0,0.85,0.74,0.7803238344373068,0.78032387163306716,0.90124212595066833,16,results/strategies/20140813-194401-757696-speaker.csv,results/strategies/20140813-194401-757696-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.5851169138800063e-19,0.26764087891700272,1.0,1.0,0.95,0.955,0.78032387413233417,0.78032387413233018,0.99288236948764119,22,results/strategies/20140813-194402-470036-speaker.csv,results/strategies/20140813-194402-470036-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.2695885630783899e-20,0.23843813781829404,1.0,1.0,1.0,0.815,0.78032387413233417,0.78032387413233373,0.99171182811885883,22,results/strategies/20140813-194403-148291-speaker.csv,results/strategies/20140813-194403-148291-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.1188526863667387e-11,0.38052748402636732,1.0,1.0,1.0,0.965,0.69314718054525859,0.69314718055994518,0.99602805991440913,30,results/strategies/20140813-194403-880140-speaker.csv,results/strategies/20140813-194403-880140-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.9290548302200238e-19,0.19352565212242259,1.0,1.0,0.95,0.945,0.71355817782007303,0.71355817782007303,0.99380213400520245,30,results/strategies/20140813-194404-630541-speaker.csv,results/strategies/20140813-194404-630541-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.9954973680235195e-15,0.1956724998350074,6.8744027320372604e-162,1.0,0.85,0.765,0.69314718055994373,0.69314718055994518,0.99331433606179109,30,results/strategies/20140813-194405-373852-speaker.csv,results/strategies/20140813-194405-373852-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,8.9810750759915505e-08,0.18303407950140207,3.4222518705749135e-08,1.0000000000000002,0.95,0.715,0.71355812594334966,0.71355817924601106,0.99160289431810744,27,results/strategies/20140813-194406-100482-speaker.csv,results/strategies/20140813-194406-100482-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.2147892363036669e-20,0.28544581561130283,1.0,1.0000000000000002,0.95,0.925,0.69314718055994529,0.69314718055994518,0.99420583720864275,27,results/strategies/20140813-194406-788769-speaker.csv,results/strategies/20140813-194406-788769-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,7.7035055097051221e-31,0.29992610414594473,1.0,0.99999999999999989,0.975,0.94,0.69314718055994529,0.69314718055994518,0.99530793829691422,28,results/strategies/20140813-194407-494829-speaker.csv,results/strategies/20140813-194407-494829-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.0936688572247872e-13,0.37314181943612224,1.0,1.0000000000000002,0.95,0.93,0.71355817781997821,0.71355817782004527,0.99535697521631905,23,results/strategies/20140813-194408-211835-speaker.csv,results/strategies/20140813-194408-211835-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,9.8598278571891201e-16,0.24026187785866807,9.9861107188180241e-85,1.0000000000000002,0.85,0.82,0.71355817782007236,0.71355817782007303,0.99369203198439104,25,results/strategies/20140813-194408-887423-speaker.csv,results/strategies/20140813-194408-887423-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.5485517062378887e-10,0.22669936983592595,1.0,1.0000000000000002,0.95,0.965,0.78032387383791746,0.78032386777446106,0.99296628882491567,14,results/strategies/20140813-194409-495506-speaker.csv,results/strategies/20140813-194409-495506-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.6677380313814859e-07,0.429400920821082,1.0,1.0000000000000002,1.0,0.93,0.6931470649611553,0.69314581724230884,0.99431694619808619,10,results/strategies/20140813-194410-105274-speaker.csv,results/strategies/20140813-194410-105274-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.6680736241571053e-18,0.34628109324711032,1.0,0.99999999999999989,0.95,0.925,0.69314718055994529,0.69314718055994518,0.99437397585750131,25,results/strategies/20140813-194410-756730-speaker.csv,results/strategies/20140813-194410-756730-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,3.6334010213177462e-09,0.23681715980296622,0.99999999999997846,0.99999999999999978,0.95,0.875,0.71355817467197058,0.71355817777141917,0.99668500767877721,23,results/strategies/20140813-194411-421616-speaker.csv,results/strategies/20140813-194411-421616-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.5334562976131041e-15,0.29612324985569194,1.0,1.0,0.95,0.94,0.78032387413232884,0.78032387413233373,0.99327264628337819,28,results/strategies/20140813-194412-140243-speaker.csv,results/strategies/20140813-194412-140243-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,4.2522419602881179e-08,0.35166997281040496,1.0,0.99999999999999967,0.975,0.925,0.71355815325816041,0.71355817836598923,0.99501426004310434,23,results/strategies/20140813-194412-809196-speaker.csv,results/strategies/20140813-194412-809196-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,5.9024152261541206e-31,0.31933199382148575,1.0,1.0,1.0,0.9,0.71355817782007303,0.7135581778200728,0.99397120557331109,29,results/strategies/20140813-194413-522315-speaker.csv,results/strategies/20140813-194413-522315-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,2.503521954533714e-19,0.31578861471304831,1.0,1.0,0.95,0.97,0.78032387413233417,0.78032387413233351,0.9930385599338567,23,results/strategies/20140813-194414-238440-speaker.csv,results/strategies/20140813-194414-238440-hearer.csv
10,uniform,2,0.0,0.1,replicator dynamics,1.2305182646723024e-12,0.464385214673316,1.0,0.99999999999999989,1.0,0.895,0.71355817781900654,0.71355817781961739,0.99434201767088659,20,results/strategies/20140813-194414-877361-speaker.csv,results/strategies/20140813-194414-877361-hearer.csv
