9.512666856443662278e-01,4.873331435563411224e-02
9.117752776375699364e-01,8.822472236243027177e-02
8.415151329975224526e-01,1.584848670024777695e-01
7.306050206869600938e-01,2.693949793130400727e-01
5.819964442521852188e-01,4.180035557478147812e-01
4.176763861329089167e-01,5.823236138670911943e-01
2.691147660300601818e-01,7.308852339699397627e-01
1.582742038244809024e-01,8.417257961755191253e-01
8.807940878087368308e-02,9.119205912191261643e-01
4.863629701077791523e-02,9.513637029892219044e-01
