1.830532500407883991e-153,1.000000000000000000e+00
2.715210555262855971e-91,1.000000000000000000e+00
9.109299411431373061e-33,1.000000000000000000e+00
1.000000000000000000e+00,2.761096148752309572e-31
1.000000000000000000e+00,1.511611918846531216e-118
1.000000000000000000e+00,5.379400821422779994e-230
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
