9.635717311884516301e-01,3.642826881154834912e-02
9.507563252767466944e-01,4.924367472325327788e-02
9.507669150661962609e-01,4.923308493380373213e-02
9.954341173090127670e-01,4.565882690987306709e-03
9.641926190860442558e-01,3.580738091395575806e-02
5.766566859634929265e-02,9.423343314036507490e-01
3.964313598026220076e-02,9.603568640197378548e-01
5.032670215314115000e-03,9.949673297846859388e-01
4.417593344535181848e-02,9.558240665546482440e-01
1.403274711713969371e-02,9.859672528828603566e-01
