9.768004354503919684e-01,2.319956454960798650e-02
9.596569728086682405e-01,4.034302719133176646e-02
9.684917813066296066e-01,3.150821869337049053e-02
9.886664024168585474e-01,1.133359758314144913e-02
9.529225975905514234e-01,4.707740240944863208e-02
4.581565533818417885e-02,9.541843446618157865e-01
4.661763308894509295e-02,9.533823669110549348e-01
2.991077157738663422e-02,9.700892284226134699e-01
3.490490580758350437e-03,9.965095094192415459e-01
2.327162808256386800e-02,9.767283719174361112e-01
