number.of.states,birth.rate,iteration,receiver.entropy,proportion,sender.convex,interaction,sender.converged,receiver.eu,sender.eu,sender.convexity,meta.step,receiver.converged,sender.entropy,impairment
30,0.05,0,0.88922081854310686,0.10000000000000001,0,weakest,False,4.81004160290325,4.9367612906983336,3.0158381173396952e-11,1,False,0.67830450537145615,0.0
30,0.05,0,0.87846578164923539,0.90000000000000002,0,weakest,False,4.9172093568753246,4.90312939156476,1.1559437077176094e-09,1,False,0.78424802225799617,0.05
30,0.05,1,0.89254013760981787,0.098071433813746958,0,weakest,False,4.9303777955891146,4.9715246169125242,1.1031927776343815e-10,1,False,0.69386958419104805,0.0
30,0.05,1,0.9778048323045837,0.90192856618625306,0,weakest,False,5.0614149444920251,5.0568430754560909,1.6614859349118625e-07,1,False,0.97006521851269845,0.05
30,0.05,2,0.88765902048281886,0.094466535388215256,0,weakest,False,5.0268262099773739,5.0531080994391839,2.577963025340025e-10,1,False,0.68788106524397929,0.0
30,0.05,2,0.97670829238861023,0.90553346461178463,0,weakest,False,5.2546369885970758,5.2517792206102465,1.1681774523269122e-06,1,False,0.94980332337715323,0.05
30,0.05,3,0.86756383388381531,0.087011899367420584,0,weakest,False,5.2247885708631685,5.221628475662806,2.3295433289631249e-09,1,False,0.64303744108304917,0.0
30,0.05,3,0.96250110552131907,0.91298810063257951,1,weakest,False,5.7172185577125347,5.7175482233259451,2.189552648899649e-05,1,False,0.88642637999924345,0.05
30,0.05,4,0.83953774046682939,0.073248782582448782,0,weakest,False,5.6280397350926981,5.4834157258375589,1.0950464730496394e-08,1,False,0.60175468593507364,0.0
30,0.05,4,0.92853951711819915,0.92675121741755118,1,weakest,False,6.6922203595783385,6.7060036824175979,0.0011210255481285125,1,False,0.74296075079499924,0.05
30,0.05,5,0.79567350589913433,0.054893951169338567,0,weakest,False,6.1333908970242605,5.7040197440679421,9.3806454116015613e-09,1,False,0.48652390347434687,0.0
30,0.05,5,0.87760765548549957,0.94510604883066152,1,weakest,False,8.0371872155235149,8.0711239545738422,0.041389639223944445,1,False,0.49699238302501736,0.05
30,0.05,6,0.74992644808038411,0.03812635310654941,0,weakest,False,6.4826798417471281,5.7874277050590504,4.7582285098557256e-10,1,False,0.353638690263886,0.0
30,0.05,6,0.83331984829098638,0.96187364689345056,1,weakest,False,8.969713671244314,9.0100955277449195,0.17277160159550894,1,False,0.34577997478856348,0.05
30,0.05,7,0.7252631912908063,0.025564175772191434,0,weakest,False,6.6047506440130421,5.7812979648339757,6.6679608282938695e-11,1,False,0.2477900198052273,0.0
30,0.05,7,0.81198706462407577,0.97443582422780861,1,weakest,False,9.3405690192269102,9.3732086987880585,0.29386532951451988,1,False,0.27163550737146452,0.05
30,0.05,8,0.71932025478781902,0.016841923341460112,0,weakest,False,6.6519596857716987,5.764079663446271,1.5154303808615662e-11,1,False,0.21662520312634329,0.0
30,0.05,8,0.8064186955694892,0.98315807665853994,1,weakest,False,9.4957869373333246,9.5190803347957296,0.35230907397819433,1,False,0.24986374381129392,0.05
30,0.05,9,0.71170035193370829,0.010953891809556375,0,weakest,False,6.6655423264543803,5.74894400739639,9.1322518510071015e-12,1,False,0.20312351546292384,0.0
30,0.05,9,0.80049168317510799,0.98904610819044358,1,weakest,False,9.5931207425791598,9.608822468467384,0.36848007743571964,1,False,0.24192886410511658,0.05
30,0.05,10,0.70237016751924419,0.0070941000947001938,0,weakest,False,6.6834182028507403,5.7710721417461102,7.3405470930865933e-13,1,False,0.21816354632164262,0.0
30,0.05,10,0.79674532934162479,0.99290589990529976,1,weakest,False,9.6478665855859713,9.6579710083863386,0.40331561375434566,1,False,0.22838692829750482,0.05
30,0.05,11,0.69564618319829463,0.0045917902616283129,0,weakest,False,6.7123887567070923,5.7953007502952989,2.285495510932624e-11,1,False,0.20405815435109617,0.0
30,0.05,11,0.79778944360597337,0.99540820973837163,1,weakest,False,9.6829697505691481,9.6895221480458424,0.37690445617945562,1,False,0.24035567715105741,0.05
30,0.05,12,0.68719126163070854,0.0029872110452939574,0,weakest,False,6.7524462657443589,5.8431738880202886,7.5281734849943644e-11,1,False,0.22568296690685394,0.0
30,0.05,12,0.79582281432146873,0.99701278895470602,1,weakest,False,9.6941840798905154,9.6983785279655397,0.40355394569174741,1,False,0.23020795025185259,0.05
30,0.05,13,0.68620292479358602,0.0019585326704457924,0,weakest,False,6.7889561223705606,5.922985863900557,1.2746582157754478e-13,1,False,0.1892350871253804,0.0
30,0.05,13,0.79669905721533474,0.99804146732955423,1,weakest,False,9.7030169067845335,9.7056114932829782,0.35393186840772517,1,False,0.25158130401330187,0.05
30,0.05,14,0.6798744498414373,0.0012836377693734476,0,weakest,False,6.7814160311542473,5.9338155617101238,2.5752373908827948e-11,1,False,0.20176139737859963,0.0
30,0.05,14,0.78953241333011903,0.99871636223062665,1,weakest,False,9.7059708022198627,9.7076341130794148,0.47168745458551908,1,False,0.19806194439973759,0.05
30,0.05,15,0.66823203388057828,0.00084567157689468696,0,weakest,False,6.8242269921176844,5.9784021453239831,6.914360138905197e-12,1,False,0.2044647735247074,0.0
30,0.05,15,0.78905305981942375,0.99915432842310525,1,weakest,False,9.7202189148355931,9.7213060430340281,0.41645532066977964,1,False,0.22440188410839704,0.05
30,0.05,16,0.67260818587399229,0.00056292014774291335,0,weakest,False,6.9289526591976038,6.0065137511645696,3.86155605512897e-11,1,False,0.18663698365076911,0.0
30,0.05,16,0.79074699606148247,0.99943707985225716,1,weakest,False,9.7187962683235494,9.7195770089396429,0.36405640536745359,1,False,0.24611450106918961,0.05
30,0.05,17,0.66391327404481071,0.00037860336771071868,0,weakest,False,7.0283012395778304,6.0260411643025149,2.4841186163911507e-11,1,False,0.20638472178330564,0.0
30,0.05,17,0.79344440253731641,0.99962139663228922,1,weakest,False,9.7063239268866273,9.7068884370504236,0.36115309685234537,1,False,0.24738396117272388,0.05
30,0.05,18,0.66913048503764838,0.00025459933708815431,0,weakest,False,7.0225368144006071,6.0277014463521095,6.0562563245071726e-12,1,False,0.18501860625817856,0.0
30,0.05,18,0.79290574390234703,0.99974540066291173,1,weakest,False,9.7042301836482832,9.7046069743231627,0.34014306489212032,1,False,0.25666571687302059,0.05
30,0.05,19,0.65902834113274922,0.00017136775465554665,0,weakest,False,7.0647825861134397,6.0150026056784709,9.4663434995822849e-12,1,False,0.2074374825370392,0.0
30,0.05,19,0.78776487858064403,0.99982863224534446,1,weakest,False,9.7169274130845817,9.7171947544366191,0.29727372348598541,1,False,0.28045668704062426,0.05
30,0.05,20,0.65715475727958195,0.00011602364159670823,0,weakest,False,7.0810282740111452,6.0825296285138863,1.7870846616497309e-11,1,False,0.19773657209894782,0.0
30,0.05,20,0.79234727560216889,0.99988397635840343,1,weakest,False,9.7217874775008131,9.7219586172995616,0.36699431335032079,1,False,0.24695212407823078,0.05
30,0.05,21,0.6494191673054186,7.911552595834215e-05,0,weakest,False,7.1372971396476697,6.1229889535014186,3.2462693836159275e-12,1,False,0.20227627255855307,0.0
30,0.05,21,0.79205029753519629,0.9999208844740417,1,weakest,False,9.7234654057182741,9.7235831031034117,0.41526261868302572,1,False,0.22234737146635958,0.05
30,0.05,22,0.64771078481111644,5.4206667208585292e-05,0,weakest,False,7.1641025385748982,6.1641208235889593,1.5438005566337966e-13,1,False,0.20844718515503394,0.0
