9.569599610726429312e-03,9.904304003892735464e-01
3.509859760878568380e-02,9.649014023912143578e-01
3.938156975862119880e-02,9.606184302413788290e-01
4.835019037693461669e-02,9.516498096230654458e-01
3.851849378707680738e-02,9.614815062129231649e-01
1.785151502074141389e-02,9.821484849792585514e-01
1.882721315847545041e-02,9.811727868415245357e-01
3.737963544666945970e-02,9.626203645533305542e-01
9.755329836564356066e-03,9.902446701634356474e-01
1.785467552140529088e-02,9.821453244785947057e-01
3.114104185940752209e-02,9.688589581405925300e-01
4.643861482676174546e-02,9.535613851732382962e-01
5.195479796540271311e-02,9.480452020345973008e-01
6.941901834071999289e-02,9.305809816592800487e-01
2.950387323713058452e-01,7.049612676286941548e-01
6.450124325172023054e-01,3.549875674827976391e-01
8.844729225802857586e-01,1.155270774197142136e-01
9.424961928260177091e-01,5.750380717398237418e-02
9.666389697662093328e-01,3.336103023379065335e-02
9.651561867228826141e-01,3.484381327711733034e-02
9.492887985164740750e-01,5.071120148352599444e-02
9.535833224652430218e-01,4.641667753475695046e-02
9.749695281412317227e-01,2.503047185876827729e-02
9.577322577058652309e-01,4.226774229413471362e-02
9.896498669799211889e-01,1.035013302007882149e-02
9.584968391272413735e-01,4.150316087275868204e-02
9.637790183886629780e-01,3.622098161133701505e-02
9.578459637046391473e-01,4.215403629536091518e-02
9.552268546229771840e-01,4.477314537702285768e-02
9.640795307764072897e-01,3.592046922359267563e-02
