3.308007188031955592e-02,9.669199281196804163e-01
2.537069457769837097e-02,9.746293054223016394e-01
1.582176952523953531e-02,9.841782304747604959e-01
2.708328296086013817e-02,9.729167170391398445e-01
4.950106048618651416e-02,9.504989395138133679e-01
1.844027433683398734e-02,9.815597256631659606e-01
4.572544200018973520e-02,9.542745579998103134e-01
3.202454335676990782e-02,9.679754566432301477e-01
1.566851951722162198e-02,9.843314804827784092e-01
1.037758688104353615e-02,9.896224131189564899e-01
2.980209440202539334e-02,9.701979055979745858e-01
1.712072421071680894e-02,9.828792757892832466e-01
4.136355838385765739e-03,9.958636441616143253e-01
4.191105175796284998e-02,9.580889482420371639e-01
4.784115942429129076e-02,9.521588405757087648e-01
4.373894715460948865e-03,9.956261052845390980e-01
6.762121300494848032e-03,9.932378786995051945e-01
1.029875859669912574e-01,8.970124140330087981e-01
9.397185890287165222e-01,6.028141097128352638e-02
9.786270927227495031e-01,2.137290727725054199e-02
9.865550103563999196e-01,1.344498964360004052e-02
9.922288589898191624e-01,7.771141010180828042e-03
9.668776273529358090e-01,3.312237264706421186e-02
9.872922346125031501e-01,1.270776538749681696e-02
9.538997787769665226e-01,4.610022122303352593e-02
9.829572628117935196e-01,1.704273718820647349e-02
9.684670218355000415e-01,3.153297816449993074e-02
9.773640312895941484e-01,2.263596871040584810e-02
9.898485012582493026e-01,1.015149874175065407e-02
9.794783343531517916e-01,2.052166564684824307e-02
