Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Speaker entropy,Hearer entropy,Speaker convexity,Hearer convexity,Speaker Voronoiness,Hearer Voronoiness,Expected utility,Iterations,Speaker strategy,Hearer strategy
6,uniform,2,0.1,0.1,replicator dynamics,0.13947538621397018,0.5819118588125034,0.99267852344194329,1.0000000000000002,0.9583333333333334,0.9861111111111112,0.93809843595525133,37,"[[0.9999465467505635, 5.3453249436435975e-05], [0.9652349623242952, 0.034765037675704824], [0.14274844124065877, 0.8572515587593412], [0.002689867130418526, 0.9973101328695814], [1.4638978538555209e-06, 0.9999985361021462], [2.190223422487031e-10, 0.9999999997809778]]","[[0.5328217420631836, 0.43613496948462804, 0.030688427691990882, 0.0003545541860389145, 3.065175503772954e-07, 5.660823873686666e-11], [2.291228401745423e-05, 0.004700916918615862, 0.08992172836191147, 0.34842217416678156, 0.386721599030117, 0.1702106692385568]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.11123025404167852,0.60420210293305632,0.99571296500441142,1.0,1.0,0.9722222222222222,0.95005892693203953,24,"[[0.9999998607223672, 1.3927763284492884e-07], [0.9995993590924597, 0.0004006409075402479], [0.9365745091627959, 0.06342549083720413], [0.0575686965477957, 0.9424313034522043], [0.0002762557304356028, 0.9997237442695645], [8.945020895673298e-08, 0.999999910549791]]","[[0.30068635943208, 0.49949972430138995, 0.1887630165252421, 0.010981739253845543, 6.913054994084195e-05, 2.993750163070787e-08], [4.103256899431597e-08, 8.794051090083249e-05, 0.012984482762086552, 0.21590134368721095, 0.49397108818895163, 0.2770551038182811]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.11114330101932265,0.6027916077340697,0.99572450401688206,0.99999999999999989,1.0,0.9722222222222222,0.95055041989748612,25,"[[1.3407093964958552e-07, 0.9999998659290604], [0.000390238229022563, 0.9996097617709774], [0.063025653215095, 0.936974346784905], [0.9421578135399454, 0.05784218646005447], [0.9997195964478293, 0.0002804035521706844], [0.9999999097193223, 9.028067774926768e-08]]","[[3.875987355214685e-08, 8.381049226525844e-05, 0.012504084365992107, 0.20948313605385052, 0.4981490565314554, 0.27977987379656316], [0.31004874224991913, 0.49360371500103384, 0.18549401351939332, 0.010785496393686577, 6.800331324076017e-05, 2.9522726335619717e-08]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.1110994145476918,0.59926937679140957,0.9957333901569998,1.0,1.0,0.9722222222222222,0.95153963263445229,33,"[[8.354887723622572e-08, 0.9999999164511227], [0.00026600979104234707, 0.9997339902089576], [0.057230333787277266, 0.9427696662127227], [0.9363946985481699, 0.06360530145183012], [0.9995989441561951, 0.00040105584380487644], [0.9999998637424117, 1.3625758832639252e-07]]","[[2.6546672252815334e-08, 6.207326764790041e-05, 0.010035153283816005, 0.17502577690321008, 0.49544182479841703, 0.31943514520023664], [0.2866788354480413, 0.49802865784330735, 0.20314840590065453, 0.012063321638594117, 8.074175239736893e-05, 3.7417005340458026e-08]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.14124742908013138,0.580632702820157,0.99248999663919746,1.0,0.9583333333333334,0.9861111111111112,0.93852179525936041,42,"[[5.083836362715702e-05, 0.9999491616363729], [0.03416318009708308, 0.965836819902917], [0.8524386140072634, 0.14756138599273672], [0.997163064207107, 0.002836935792893007], [0.9999984472248784, 1.5527751216700404e-06], [0.9999999997666665, 2.333335400164067e-10]]","[[2.1518737315605315e-05, 0.004469726548132822, 0.0862427098244637, 0.34354547156605975, 0.39106757544897663, 0.17465299787505154], [0.5365409300500579, 0.4325574119864505, 0.03054102086088824, 0.00036031755831637114, 3.1948462227217803e-07, 5.966474343326054e-11]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.11133118636690996,0.60403907513291388,0.99570084186272112,1.0000000000000002,1.0,0.9722222222222222,0.94982292573862781,24,"[[0.999999853187486, 1.468125140991862e-07], [0.9995826320910861, 0.00041736790891390066], [0.9358783558368742, 0.06412164416312577], [0.05703240969748353, 0.9429675903025164], [0.0002666125193168064, 0.9997333874806832], [8.609427577659291e-08, 0.9999999139057243]]","[[0.29406860556574904, 0.5050019841184132, 0.18983700080912302, 0.01102339417665397, 6.898564240970473e-05, 2.9687651012599892e-08], [4.347709471027694e-08, 9.22813303829678e-05, 0.013492766055114121, 0.22315268842673985, 0.49638374857651374, 0.2668784721341546]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.13977079479773483,0.58154994665242787,0.99264612311150879,0.99999999999999978,0.9583333333333334,0.9861111111111112,0.93814075057727953,45,"[[0.9999469819062909, 5.301809370913428e-05], [0.9653290572013397, 0.034670942798660294], [0.14353025472063527, 0.8564697452793647], [0.002714654977009832, 0.9972853450229902], [1.4780720770636098e-06, 0.9999985219279228], [2.2125208642029446e-10, 0.9999999997787479]]","[[0.5324719105245063, 0.43643163139195557, 0.03073959010181866, 0.00035655807427922436, 3.098500826176589e-07, 5.735760650430373e-11], [2.27171430102776e-05, 0.0046749612275322015, 0.08962374396200057, 0.34957256933393976, 0.38720874258672583, 0.16889726574679131]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.14053639959820827,0.5813816666918038,0.99256369654946475,1.0,0.9166666666666666,0.9861111111111112,0.93815527479257377,47,"[[0.9999999997715573, 2.284426654254408e-10], [0.999998479873525, 1.5201264749188844e-06], [0.9972217347312237, 0.002778265268776353], [0.8544110898643241, 0.1455889101356759], [0.03441819033630855, 0.9655818096636913], [5.2017077638738686e-05, 0.9999479829223612]]","[[0.16913945708221978, 0.3880944599618533, 0.34936777874061375, 0.0887599412895859, 0.004616034989424556, 2.2327936302714747e-05], [5.929452925860915e-11, 3.185934715796975e-07, 0.0003621743663943834, 0.030906848570177933, 0.43762082230020144, 0.53110983611046]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.13955325776211633,0.58161992366092385,0.99266907563698636,0.99999999999999989,0.9166666666666666,0.9861111111111112,0.93809855192306568,81,"[[2.1935283124454427e-10, 0.9999999997806472], [1.4666557735704338e-06, 0.9999985333442264], [0.00269680997597811, 0.997303190024022], [0.14293971728953944, 0.8570602827104605], [0.9652526678328925, 0.03474733216710742], [0.9999466613985769, 5.3338601423171244e-05]]","[[5.6984202930568556e-11, 3.0824213996646225e-07, 0.00035577711919124844, 0.030751769306216474, 0.4367993811165219, 0.5320927641589461], [0.16797494671436844, 0.3866640518700431, 0.35053645923016835, 0.09009840995975403, 0.0047032511495934985, 2.2881076072458798e-05]]"
6,uniform,2,0.1,0.1,replicator dynamics,0.11093282097580996,0.6007070357286789,0.99575121024392121,0.99999999999999978,1.0,0.9722222222222222,0.9513346465699416,18,"[[0.9999998986083155, 1.0139168450719173e-07], [0.9996877289437194, 0.0003122710562806058], [0.9404619457520365, 0.05953805424796359], [0.06101201144968796, 0.9389879885503121], [0.00034340683280272423, 0.9996565931671973], [1.1359620128713755e-07, 0.9999998864037987]]","[[0.3006416332721334, 0.49520774064309736, 0.19275876953945925, 0.011318200727925082, 7.362273648298885e-05, 3.308090184214017e-08], [3.061825549863084e-08, 6.936301988800619e-05, 0.01084807151035238, 0.18609546202793958, 0.4926896384209101, 0.31029743440265434]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27008196460452238,0.68867889792138393,0.94242114654559583,0.99999999999999978,1.0,0.9722222222222222,0.8821464770299815,27,"[[0.9997628203097756, 0.00023717969022437775], [0.9898023395606845, 0.010197660439315399], [0.8107316609400647, 0.1892683390599354], [0.20760879015152808, 0.792391209848472], [0.012109211828968309, 0.9878907881710317], [0.00029587989888180973, 0.9997041201011181]]","[[0.3097500503777121, 0.4059530026112178, 0.22937434163470125, 0.05116660400806897, 0.0036710708913946506, 8.493047690508805e-05], [7.011553874384016e-05, 0.0031913798730531487, 0.04740797833912106, 0.22154801915255654, 0.4085254534643896, 0.3192570536321358]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27037321537571596,0.68980153697529534,0.94223631452026235,1.0000000000000002,1.0,0.9722222222222222,0.88129481854023872,12,"[[0.9996958103917124, 0.0003041896082875408], [0.9876607128057414, 0.012339287194258626], [0.7907151164884808, 0.20928488351151914], [0.1880711489517757, 0.8119288510482243], [0.010122196548955187, 0.9898778034510449], [0.00023583913559479305, 0.9997641608644051]]","[[0.3179008306015415, 0.40862489403492064, 0.22247367808953714, 0.04771443891429924, 0.0032154550217540533, 7.070333794743054e-05], [8.822845799918632e-05, 0.0037813428020422053, 0.052139621033793944, 0.23168658697892025, 0.40562046602181023, 0.3066837547054342]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27007283186558345,0.68864488309287952,0.94242689362594334,1.0000000000000002,1.0,0.9722222222222222,0.88217225066058513,19,"[[0.0002955354669550624, 0.999704464533045], [0.012099237668341511, 0.9879007623316585], [0.2075300725428818, 0.7924699274571182], [0.8106692695603755, 0.18933073043962448], [0.9897974386411486, 0.010202561358851489], [0.9997627002861331, 0.00023729971386686054]]","[[8.480880622375076e-05, 0.003667042953087181, 0.051131984388392296, 0.22929403127277798, 0.4059668846252526, 0.3098552479542663], [0.3192861722225554, 0.40851807037305643, 0.22153046870914614, 0.04740386604959999, 0.0031913049836348076, 7.01176620073176e-05]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27009741629278344,0.68867487871232902,0.94241300755038004,1.0,1.0,0.9722222222222222,0.88214243349996491,27,"[[0.00023478492491992215, 0.99976521507508], [0.010117982120095327, 0.9898820178799046], [0.18846290466206198, 0.811537095337938], [0.7915119533793052, 0.20848804662069476], [0.9877945621344182, 0.012205437865581833], [0.999701105350528, 0.0002988946494719943]]","[[6.950232279827433e-05, 0.0031708651287492987, 0.047239666116738493, 0.22118568293957216, 0.40863640056890355, 0.3196978829232382], [0.3093209499580168, 0.405827818094558, 0.22972817204252402, 0.051342763957406286, 0.003694614656787902, 8.568129070718406e-05]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27008424446420587,0.68867679190798581,0.94241998455237741,1.0000000000000002,1.0,0.9722222222222222,0.88214685326178943,23,"[[0.9997632447110057, 0.0002367552889942695], [0.989816411568036, 0.010183588431963996], [0.8108731019821894, 0.18912689801781066], [0.2077622539994618, 0.7922377460005382], [0.012125920049688424, 0.9878740799503115], [0.0002964016364413113, 0.9997035983635586]]","[[0.30967777066281504, 0.40593126961729525, 0.22943421153230936, 0.05119659256218771, 0.0036750966465020633, 8.505897889067613e-05], [7.000573706866221e-05, 0.003187704640726273, 0.047377729013235954, 0.2214826141600513, 0.4085450048092435, 0.3193369416396744]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27011163794692661,0.68867607656292806,0.94240539040384463,1.0000000000000002,1.0,0.9722222222222222,0.88213556303221929,32,"[[0.00023292084245534958, 0.9997670791575446], [0.010055737294631571, 0.9899442627053684], [0.18782936430383432, 0.8121706356961657], [0.7908141024488043, 0.20918589755119568], [0.9877177105134973, 0.012282289486502737], [0.9996986892734314, 0.0003013107265684615]]","[[6.902824380337551e-05, 0.003154986114162168, 0.047109403905543336, 0.22090575184926986, 0.40872339418724574, 0.3200374356999755], [0.30897318898197446, 0.4057279785765311, 0.23001411059951654, 0.05148483982361801, 0.0037135947341622334, 8.628728419766506e-05]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27008668054867807,0.68867761132311489,0.94241866402940888,1.0000000000000002,1.0,0.9722222222222222,0.88214528141566628,25,"[[0.9997031724841222, 0.00029682751587777235], [0.9878605211588307, 0.012139478841169251], [0.7921142218136579, 0.20788577818634218], [0.18901392223433597, 0.8109860777656641], [0.010172450458504543, 0.9898275495414954], [0.000236421473910227, 0.9997635785260899]]","[[0.31939621242596383, 0.4085605192591949, 0.221433646714855, 0.04735480868188411, 0.003184891497743762, 6.992142035840901e-05], [8.516651642690561e-05, 0.003678479802616788, 0.05122211308503326, 0.2294859511775937, 0.40591358801219224, 0.30961470140613706]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27009204139188336,0.68867471745134101,0.94241587886585576,1.0,1.0,0.9722222222222222,0.88214484231923174,29,"[[0.00023553680924206784, 0.999764463190758], [0.010143053269380215, 0.9898569467306197], [0.18871729278997618, 0.8112827072100238], [0.7917908557097157, 0.2082091442902843], [0.9878251890335392, 0.012174810966460746], [0.9997020668780244, 0.0002979331219756313]]","[[6.969371677531704e-05, 0.0031772677725691806, 0.047292115476015105, 0.22129832183408232, 0.4086014237068807, 0.31956117749367746], [0.3094596266447715, 0.4058676650378888, 0.22961408511540501, 0.0512861237885683, 0.00368705903484878, 8.544037851743321e-05]]"
6,uniform,2,0.15,0.1,replicator dynamics,0.27009524936227453,0.68866816885736892,0.94241433617552817,1.0,1.0,0.9722222222222222,0.88214767556842344,24,"[[0.00023485585131744274, 0.9997651441486827], [0.010120524617676587, 0.9898794753823233], [0.18849125701247788, 0.8115087429875222], [0.7915452038428729, 0.20845479615712723], [0.9877984852214203, 0.012201514778579725], [0.9997012348956517, 0.0002987651043483817]]","[[6.951482518140626e-05, 0.0031712548256796315, 0.047242169915117364, 0.2211893302463209, 0.40863270354044046, 0.31969502664726024], [0.3093503985833952, 0.4058331278515801, 0.22970515113115447, 0.05133234322931866, 0.003693337382396185, 8.564182215535235e-05]]"
