Number of states,Prior distribution type,Number of messages,Impairment,Tolerance,Dynamics,Speaker entropy,Hearer entropy,Speaker convexity,Hearer convexity,Expected utility,Iterations,Speaker strategy,Hearer strategy
6,uniform,2,0.1,0.35,replicator dynamics,0.1767432061023945,0.58601404618791009,0.98211903660478805,0.99999999999999967,0.91372528683240672,40,"[[0.9999694211913168, 3.057880868312953e-05], [0.9971783654556268, 0.0028216345443731632], [0.9015762017363095, 0.09842379826369053], [0.12041678377343364, 0.8795832162265664], [0.003884589705870996, 0.996115410294129], [4.7887018870935194e-05, 0.9999521129811291]]","[[0.18340958300194962, 0.5729604664133764, 0.21831631535849713, 0.024242468279180304, 0.001053876716311056, 1.729023068545393e-05], [1.1871962144833534e-05, 0.0007900929012034332, 0.019624749185438956, 0.19245588903571728, 0.5820398473406321, 0.20507754957486335]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17699740090268851,0.58683240470535347,0.98203124477006143,0.99999999999999989,0.91350002176563072,31,"[[0.9999679412126881, 3.205878731194499e-05], [0.9970952438209141, 0.0029047561790859263], [0.8999950467935087, 0.1000049532064913], [0.11909778957138317, 0.8809022104286168], [0.0038313592985664588, 0.9961686407014335], [4.7280273315268876e-05, 0.9999527197266848]]","[[0.18312889778780933, 0.5722474852276344, 0.21916210345998144, 0.024383137678584788, 0.0010609663016222998, 1.7409544367688763e-05], [1.2484229789617743e-05, 0.0008218650175759774, 0.02021457266758252, 0.19603793673049785, 0.5818141649119175, 0.2010989764426366]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17655784304129213,0.5857987279955974,0.98216292410949169,1.0000000000000002,0.91381477459816651,33,"[[0.9999688839776826, 3.111602231749465e-05], [0.9971418128049223, 0.002858187195077715], [0.9007486177304291, 0.09925138226957093], [0.11918630052267856, 0.8808136994773214], [0.0038207370950098566, 0.9961792629049901], [4.6764704394118326e-05, 0.9999532352956059]]","[[0.18435866451178737, 0.5736938496960374, 0.2169123961990996, 0.023979760885526974, 0.0010383689495889184, 1.6959757959800384e-05], [1.2031940855789129e-05, 0.0007982035058819791, 0.01977253388467557, 0.19334168954427247, 0.5820413161262512, 0.2040342249980631]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17628683636221704,0.5854242257937381,0.98224645263330479,0.99999999999999978,0.9139386736506333,27,"[[3.0371098336769698e-05, 0.9999696289016632], [0.0028184766892577068, 0.9971815233107424], [0.09855011287274727, 0.9014498871272527], [0.8804953425399059, 0.11950465746009407], [0.9961741882989891, 0.0038258117010108988], [0.9999533987563971, 4.6601243602867455e-05]]","[[1.1768841940181708e-05, 0.0007840075292176248, 0.01949516361390669, 0.19148285530478037, 0.5810647599116815, 0.20716144479847354], [0.18519199246845125, 0.5746695069729474, 0.21538902401824422, 0.023709424205207115, 0.0010233865497661179, 1.6665785383819595e-05]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17663200322622191,0.58590488277604713,0.98215013242893956,1.0000000000000002,0.91376963199864381,35,"[[4.756858742222988e-05, 0.9999524314125778], [0.0038701774507544796, 0.9961298225492455], [0.12019479996849763, 0.8798052000315024], [0.9015458988924662, 0.0984541011075339], [0.9971790989586089, 0.002820901041391113], [0.9999694696941364, 3.053030586354347e-05]]","[[1.7133206874829398e-05, 0.0010462270624683962, 0.024109005351878203, 0.2175854688210448, 0.5733943559188888, 0.18384780963884506], [0.20566380995465974, 0.5816885910204455, 0.19224627111468376, 0.019600408440354, 0.0007890631409877827, 1.18563288693513e-05]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17648309032794074,0.5864159766646434,0.98218500774138884,0.99999999999999956,0.91367443341155696,25,"[[0.9999690150328752, 3.098496712482932e-05], [0.9971480733472973, 0.0028519266527027307], [0.9008471308929449, 0.09915286910705512], [0.11916895476607012, 0.88083104523393], [0.003817201220511166, 0.9961827987794889], [4.664778963146778e-05, 0.9999533522103685]]","[[0.1857455127932329, 0.5724674093696112, 0.21674612619173053, 0.023984505072238767, 0.0010394541145602428, 1.6992458626184836e-05], [1.1997362643470583e-05, 0.0007959422803146435, 0.019718704283614476, 0.19286527186794183, 0.5811310265182889, 0.2054770576871966]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17678026913301736,0.58606845348647463,0.98211027827584763,1.0000000000000002,0.91370462947911157,31,"[[4.810342392170366e-05, 0.9999518965760783], [0.0038969241232343606, 0.9961030758767656], [0.12065451372921814, 0.8793454862707819], [0.9017330590692486, 0.09826694093075135], [0.9971852280399351, 0.0028147719600649184], [0.9999695206534005, 3.0479346599494545e-05]]","[[1.735267519874301e-05, 0.0010568054606271248, 0.024292097061511694, 0.2185820662215419, 0.572826262310381, 0.18322541627073957], [0.20530734375508747, 0.5819927873187961, 0.19229950061999068, 0.019599775542000535, 0.0007887470698824243, 1.184569424291334e-05]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17675041356602023,0.58617900237261256,0.98210601063651026,0.99999999999999989,0.91369456516230541,28,"[[3.146119722624298e-05, 0.9999685388027738], [0.0028746585545648545, 0.9971253414454352], [0.09950285219977031, 0.9004971478002297], [0.8807662624815206, 0.11923373751847934], [0.996170480144635, 0.0038295198553649407], [0.9999529437412044, 4.705625879566942e-05]]","[[1.219488345474432e-05, 0.0008068231885646044, 0.019935802231391474, 0.1943640457699459, 0.5821140182322212, 0.20276711569442213], [0.18372725254669228, 0.5730795387168659, 0.2179600545987682, 0.024167097586736276, 0.0010488864266112606, 1.717012432604636e-05]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17688498761887272,0.58644766828428685,0.98207276689056067,1.0,0.9136039655096041,28,"[[3.116505409277639e-05, 0.9999688349459073], [0.0028537138237388045, 0.9971462861762612], [0.09901575967584103, 0.9009842403241589], [0.8800007216791716, 0.11999927832082846], [0.9961301034967549, 0.003869896503245031], [0.9999522201998442, 4.777980015582299e-05]]","[[1.2134138240833031e-05, 0.000803725289567398, 0.019877738584156104, 0.19398373181787268, 0.5818507983480344, 0.20347187182212856], [0.18314376324251894, 0.5725454989133825, 0.21889178795123052, 0.02434232266673072, 0.0010592367081768807, 1.7390517960532054e-05]]"
6,uniform,2,0.1,0.35,replicator dynamics,0.17733999220259386,0.58914297431825302,0.98189529035049905,1.0,0.91291616686051802,18,"[[4.2861864183060285e-05, 0.999957138135817], [0.0035458607134119823, 0.996454139286588], [0.11296551383239563, 0.8870344861676044], [0.8936990219479752, 0.10630097805202478], [0.996776184556762, 0.003223815443238049], [0.9999623772081992, 3.7622791800814314e-05]]","[[1.620912143352633e-05, 0.0010060023981018765, 0.02347906065019962, 0.21457263552936948, 0.575581649593012, 0.18534444270788367], [0.19397719793733106, 0.5742816309764396, 0.2083389719967082, 0.022439494729919268, 0.0009476929484866033, 1.5011411115259053e-05]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.36164853818430925,0.76116145414785896,0.87340072722361572,1.0000000000000002,0.82930915932519689,26,"[[0.003783355120550351, 0.9962166448794496], [0.03909318826318781, 0.9609068117368122], [0.2684147786266312, 0.7315852213733688], [0.7516368098918002, 0.24836319010819988], [0.9654197981607588, 0.03458020183924112], [0.9967959248241145, 0.0032040751758854813]]","[[0.0015355711268337637, 0.01743361360735105, 0.09792138336274472, 0.2759896345915458, 0.37784291144221444, 0.22927688586931025], [0.23670820255415848, 0.3817440410320095, 0.27099274004344437, 0.09318549906793312, 0.01601469559445924, 0.0013548217079954402]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.36352446019221185,0.76287103491464092,0.87180946243435287,1.0,0.82824966619690332,12,"[[0.996484534604542, 0.0035154653954580883], [0.9633581244525621, 0.036641875547438016], [0.7439397737426761, 0.2560602262573239], [0.2625890098153023, 0.7374109901846977], [0.03818718131070296, 0.961812818689297], [0.003729954796795092, 0.9962700452032048]]","[[0.23026491251238548, 0.37832600434758734, 0.27531861185328205, 0.09731610907632915, 0.01725968983512938, 0.001514672375286553], [0.001483752066895176, 0.017041279161569577, 0.09667294870115571, 0.2747792160607398, 0.37891162852413884, 0.23111117548550092]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.36175869801771293,0.7612685692160911,0.87330735427522588,1.0000000000000002,0.82924248490622454,21,"[[0.0032102597098078466, 0.9967897402901922], [0.0346066288370371, 0.965393371162963], [0.24838578508894363, 0.7516142149110564], [0.7314827272949312, 0.26851727270506875], [0.9608590444462333, 0.03914095555376665], [0.9962069542593515, 0.0037930457406484953]]","[[0.001357828114547893, 0.01603905871280186, 0.0932699910408701, 0.27108747932844557, 0.38167665266146944, 0.2365689901418652], [0.2291205964578219, 0.3777598688686639, 0.2760946063965539, 0.09802155831912376, 0.01746388204939112, 0.0015394879084455692]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.36214036904616825,0.76164548448648206,0.8729837345639877,0.99999999999999967,0.82901515732100461,22,"[[0.0032740628229274045, 0.9967259371770727], [0.035031285101417585, 0.9649687148985825], [0.24997161439010146, 0.7500283856098986], [0.7327016853390877, 0.26729831466091225], [0.9610570225352225, 0.03894297746477752], [0.9962210487794715, 0.003778951220528516]]","[[0.0013815232796206265, 0.01622914837710533, 0.09391993314365539, 0.27179923032622416, 0.38115145904931286, 0.23551870582408158], [0.2291291244945919, 0.3777737209387109, 0.2760912328839952, 0.09800878271810626, 0.01745846044552904, 0.0015386785190664878]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.36160676434892991,0.76112653135288466,0.87343613291041777,1.0,0.82933590601997176,26,"[[0.003226616710296712, 0.9967733832897032], [0.03476781434698864, 0.9652321856530113], [0.24925370642786362, 0.7507462935721364], [0.7325630812107826, 0.26743691878921744], [0.9611409649457537, 0.038859035054246316], [0.9962485122488739, 0.003751487751126166]]","[[0.0013616623989845661, 0.016069469610039227, 0.09337154198606934, 0.27119378433160807, 0.3815928185777101, 0.23641072309558872], [0.22966877124594928, 0.3780554796704063, 0.27572760275963115, 0.09766671186131362, 0.01735594942207741, 0.0015254850406222426]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.36165699980047566,0.76116869000229936,0.8733935557152922,0.99999999999999956,0.82930381322948943,21,"[[0.003200618444570124, 0.9967993815554298], [0.034550983152813915, 0.9654490168471862], [0.24822260845159178, 0.7517773915484083], [0.7314283503463984, 0.26857164965360153], [0.9608688085460712, 0.0391311914539288], [0.9962114123165454, 0.0037885876834545984]]","[[0.001353784899385379, 0.016006387116959477, 0.09315726889274269, 0.2709622288992701, 0.3817669830026944, 0.23675334718894778], [0.22921230684397054, 0.3778077323831662, 0.2760327945449261, 0.09796345402146203, 0.017446468190906256, 0.0015372440155688785]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.36170824078794167,0.76122802832075198,0.87335012819528968,0.99999999999999989,0.82927493951744491,22,"[[0.9967561040080719, 0.0032438959919281526], [0.965116375603285, 0.034883624396714975], [0.7503112107273616, 0.24968878927263838], [0.26709987654119943, 0.7329001234588005], [0.0388035707782805, 0.9611964292217194], [0.0037473635524780326, 0.996252636447522]]","[[0.22967388690887602, 0.378061009401669, 0.27572483734552794, 0.0976612526524914, 0.017353835939790202, 0.00152517775164545], [0.0013680874935907558, 0.016121137143790105, 0.09354862334508103, 0.27138841764620064, 0.3814500974968748, 0.23612363687446278]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.3618267749377535,0.76133951678654554,0.87324964792455262,1.0,0.829202380893719,20,"[[0.003775785420000799, 0.9962242145799991], [0.03899352440219857, 0.9610064755978015], [0.26781473638869235, 0.7321852636113076], [0.7508673882113202, 0.24913261178867988], [0.9652153694172589, 0.03478463058274112], [0.9967654368845182, 0.003234563115481658]]","[[0.00153506136381878, 0.017430221838877484, 0.09791316509866244, 0.2759867089535628, 0.377851688103818, 0.2292831546412606], [0.23620787103076016, 0.38149491908261907, 0.27133194552746315, 0.09349437438885054, 0.016104853998236548, 0.0013660359720704823]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.3619265055739721,0.76143482022495645,0.87316508894244393,1.0000000000000002,0.82914213417117122,20,"[[0.0032359967010751785, 0.9967640032989248], [0.03477586979519746, 0.9652241302048025], [0.24900598019943251, 0.7509940198005675], [0.7319392318983473, 0.26806076810165264], [0.9609275851090339, 0.039072414890966065], [0.9962106866741031, 0.0037893133258968623]]","[[0.0013676155570890721, 0.016117817077211063, 0.09354015973110683, 0.27138482426570126, 0.3814590067404367, 0.2361305766284551], [0.2290987699277263, 0.3777518024239562, 0.2761101560965935, 0.09803277594082449, 0.017466684360577533, 0.0015398112503221353]]"
6,uniform,2,0.15,0.35,replicator dynamics,0.36419191749926899,0.76352695180090613,0.87124104868375218,0.99999999999999956,0.82782724747914593,18,"[[0.0034711025427434446, 0.9965288974572565], [0.03612114243700745, 0.9638788575629924], [0.2530288837286387, 0.7469711162713613], [0.7335556655060578, 0.2664443344939422], [0.9608083833562693, 0.03919161664373061], [0.9961226681315903, 0.0038773318684097976]]","[[0.0014604158469394164, 0.016853019424930938, 0.09602793094925369, 0.27407157991404046, 0.37942960853849084, 0.23215744532634458], [0.2273814775295619, 0.37683065001586685, 0.27726372852824943, 0.09913809443336016, 0.017802356455151366, 0.001583693037810105]]"
6,uniform,2,0.2,0.35,replicator dynamics,0.49600731782323138,0.83651269734090461,0.74828118178641456,1.0,0.77389154106804359,25,"[[0.9781681332125391, 0.021831866787460838], [0.9139670038804484, 0.0860329961195516], [0.6893834216097893, 0.3106165783902108], [0.3220883887998784, 0.6779116112001216], [0.09100836359831402, 0.9089916364016859], [0.023562584791031665, 0.9764374152089684]]","[[0.21343776295035727, 0.32163782556631665, 0.27310355452439494, 0.139500672516417, 0.04379578784140386, 0.008524396601110252], [0.008131359749889554, 0.04245995140838603, 0.1372210998309127, 0.2720187502270405, 0.3236993340054898, 0.2164695047782814]]"
