number.of.states,birth.rate,iteration,receiver.entropy,proportion,sender.convex,interaction,sender.converged,receiver.eu,sender.eu,sender.convexity,meta.step,receiver.converged,sender.entropy,impairment
30,0.05,0,0.87751650077155829,0.5,0,weak,False,4.7324353239274437,4.9798312236486453,5.5640993974492766e-09,1,False,0.7318628941350892,0.0
30,0.05,0,0.90063344454325323,0.5,0,weak,False,4.8893379663188883,4.6419420665976876,3.3416996575339307e-11,1,False,0.67340094174948983,0.05
30,0.05,1,0.89243767934359641,0.50837238040973054,0,weak,False,5.1429135064204923,5.2191604481402365,4.6713937766554355e-08,1,False,0.7437963280956208,0.0
30,0.05,1,0.98231828098837404,0.49162761959026952,0,weak,False,5.0485075403024391,4.9722605985826949,1.2467127939406445e-07,1,False,0.96534146574482538,0.05
30,0.05,2,0.88908973128294466,0.52008107667347359,0,weak,False,5.5932794331105811,5.5818392047790528,8.5379809826397916e-07,1,False,0.72132651748096677,0.0
30,0.05,2,0.97890320211834725,0.47991892332652641,0,weak,False,5.3257720265895223,5.3376019073317345,9.5299192842511161e-07,1,False,0.9435583793790423,0.05
30,0.05,3,0.86391222563798487,0.53189990884818006,0,weak,False,6.4026619264180376,6.3568309880900369,1.3974128995748916e-05,1,False,0.66229063043712522,0.0
30,0.05,3,0.95923442127833358,0.46810009115182,0,weak,False,6.0595339067704881,6.1092002203748077,1.9774196358818454e-05,1,False,0.85121526601096575,0.05
30,0.05,4,0.82260604287652472,0.54109815107093517,0,weak,False,7.5972853824625064,7.5004729906725007,0.00017237531023566512,1,False,0.5497585060232324,0.0
30,0.05,4,0.91367743226353448,0.45890184892906483,0,weak,False,7.2197353724389668,7.3297428331121095,0.00050974985227718577,1,False,0.68915557366324209,0.05
30,0.05,5,0.77355458785552678,0.54624324933805934,0,weak,False,8.6488602378098705,8.5518486066581225,0.0013025428685950824,1,False,0.43364567629788686,0.0
30,0.05,5,0.85491971588966409,0.4537567506619406,0,weak,False,8.3666363257661622,8.4810242158369675,0.0048666701517992798,1,False,0.51765253197180328,0.05
30,0.05,6,0.73317098941380843,0.54921648446802085,0,weak,False,9.2452700622269859,9.1504642935420684,0.0058957037254274199,1,False,0.39326547278940427,0.0
30,0.05,6,0.82020858393967744,0.45078351553197904,1,weak,False,9.0310662980839709,9.1451957541568447,0.02067791683549523,1,False,0.4344500043718274,0.05
30,0.05,7,0.70623536133764719,0.55185940605339268,0,weak,False,9.5370076383231677,9.457786987559988,0.030704440599065502,1,False,0.34858122263603308,0.0
30,0.05,7,0.79559778515329527,0.44814059394660732,1,weak,False,9.3482373986361598,9.4447566496963411,0.076086367903426697,1,False,0.3726346729344851,0.05
30,0.05,8,0.697355312904826,0.55463865570417203,0,weak,False,9.6955189192125601,9.6219685438653713,0.10097963011909633,1,False,0.31018555861500502,0.0
30,0.05,8,0.78072700832664133,0.44536134429582791,1,weak,False,9.5054571929264799,9.5960302563855322,0.18914005013649379,1,False,0.31307380709774335,0.05
30,0.05,9,0.68910623112511105,0.55729589714174765,1,weak,False,9.7697033524829031,9.7051790445461066,0.32127724155888238,1,False,0.22961617140826113,0.0
30,0.05,9,0.78220609314865375,0.44270410285825235,1,weak,False,9.5930126077246562,9.6733690999812758,0.35479938744898393,1,False,0.24194814981110527,0.05
30,0.05,10,0.68633323249982459,0.56014493754541983,1,weak,False,9.8279667955875993,9.7582170985906167,0.3371596027120411,1,False,0.25471679839911787,0.0
30,0.05,10,0.78171954262707888,0.43985506245458023,1,weak,False,9.6366764549800941,9.7244805202967086,0.40126191744596029,1,False,0.23059064345413299,0.05
