number.of.states,birth.rate,iteration,receiver.entropy,proportion,sender.convex,interaction,sender.converged,receiver.eu,sender.eu,sender.convexity,meta.step,receiver.converged,sender.entropy,impairment
30,0.05,0,0.87048998322272952,1.0,0,weakest,False,5.0083356135375983,5.0083356135375983,9.4096460153299195e-10,1,False,0.77512556915284114,0.0
30,0.05,1,0.87095023427289309,1.0,0,weakest,False,5.397566041680764,5.397566041680764,1.0001529318207349e-09,1,False,0.7620147659795542,0.0
30,0.05,2,0.84611939617827581,1.0,0,weakest,False,6.0348013715590794,6.0348013715590794,9.7966119351645235e-09,1,False,0.73442185654705316,0.0
30,0.05,3,0.78909480708159585,1.0,0,weakest,False,7.0733408625183616,7.0733408625183616,3.6541628436520909e-08,1,False,0.64917500904214354,0.0
30,0.05,4,0.71765163222788153,1.0,0,weakest,False,8.2670012081713082,8.2670012081713082,2.9553894131719275e-08,1,False,0.53907508682235572,0.0
30,0.05,5,0.65738257714633075,1.0,0,weakest,False,9.0726168579854995,9.0726168579854995,2.0094167610286499e-09,1,False,0.39262142141058809,0.0
30,0.05,6,0.62616347653579629,1.0,0,weakest,False,9.4337992885354218,9.4337992885354218,2.3632193067442264e-11,1,False,0.30287712879350626,0.0
30,0.05,7,0.61579730983482772,1.0,0,weakest,False,9.5505482638203869,9.5505482638203869,1.2975780278027646e-13,1,False,0.23933941155432367,0.0
30,0.05,8,0.61172060399676109,1.0,0,weakest,False,9.6025368423407791,9.6025368423407791,1.7434842835696826e-13,1,False,0.22414215900066758,0.0
30,0.05,9,0.61483079055489231,1.0,0,weakest,False,9.6247884564266961,9.6247884564266961,1.011677421304728e-13,1,False,0.20873113576267022,0.0
30,0.05,10,0.60821407486539436,1.0,0,weakest,False,9.6405498170246826,9.6405498170246826,6.803945019432776e-14,1,False,0.22068104504716968,0.0
30,0.05,11,0.60943521285736646,1.0,0,weakest,False,9.6649298405032962,9.6649298405032962,8.12809949749909e-14,1,False,0.20297506234979587,0.0
30,0.05,12,0.60176953248477982,1.0,0,weakest,False,9.6888135582639503,9.6888135582639503,2.5038406273903026e-14,1,False,0.22872186080945345,0.0
30,0.05,13,0.60382683780011759,1.0,0,weakest,False,9.7137899896277382,9.7137899896277382,2.825925149397886e-13,1,False,0.22035505743475794,0.0
30,0.05,14,0.60324787549725267,1.0,0,weakest,False,9.7183215325091421,9.7183215325091421,3.2332424288035757e-13,1,False,0.20076738539048594,0.0
30,0.05,15,0.60498385461778803,1.0,0,weakest,False,9.7435410548642718,9.7435410548642718,3.6203605165938906e-12,1,False,0.18464959180785698,0.0
30,0.05,16,0.60236862979372585,1.0,0,weakest,False,9.7699818002269634,9.7699818002269634,1.8029993412087419e-12,1,False,0.19900423405149684,0.0
30,0.05,17,0.60483623886821125,1.0,0,weakest,False,9.771253163975727,9.771253163975727,4.7552113096288976e-14,1,False,0.20921784096831655,0.0
30,0.05,18,0.6008168927341383,1.0,0,weakest,False,9.7700019364674979,9.7700019364674979,1.13085216369557e-13,1,False,0.20747291744469884,0.0
30,0.05,19,0.60615742145515672,1.0,0,weakest,False,9.7951336501273172,9.7951336501273172,3.7048999451325658e-14,1,False,0.20236093085246296,0.0
30,0.05,20,0.60694007202903344,1.0,0,weakest,False,9.7961085345745627,9.7961085345745627,4.2576236683131468e-13,1,False,0.16780828614070431,0.0
30,0.05,21,0.60545585337272667,1.0,0,weakest,False,9.8149020336523147,9.8149020336523147,3.5077401240278905e-14,1,False,0.19674685821641541,0.0
30,0.05,22,0.60687030195688929,1.0,0,weakest,False,9.8183006669396953,9.8183006669396953,9.6226136736034234e-14,1,False,0.19961656149541668,0.0
30,0.05,23,0.60909288551859864,1.0,0,weakest,False,9.8038012487381856,9.8038012487381856,2.6747019396527874e-12,1,False,0.19344687565319682,0.0
30,0.05,24,0.60974301944328368,1.0,0,weakest,False,9.8100932080353811,9.8100932080353811,4.266080401274364e-12,1,False,0.19982181601695326,0.0
30,0.05,25,0.61067290794841256,1.0,0,weakest,False,9.8157492831843598,9.8157492831843598,2.74540954316603e-13,1,False,0.18812992338268844,0.0
30,0.05,26,0.60564549853200045,1.0,0,weakest,False,9.8275074217883471,9.8275074217883471,2.6066979261895695e-13,1,False,0.1850517108319697,0.0
30,0.05,27,0.60790768125597405,1.0,0,weakest,False,9.840405049878779,9.840405049878779,2.3404643380711363e-12,1,False,0.18132990423458756,0.0
30,0.05,28,0.60597448158978584,1.0,0,weakest,False,9.8427052739946888,9.8427052739946888,8.9821920138251206e-13,1,False,0.19139788280975673,0.0
30,0.05,29,0.59685998702778886,1.0,0,weakest,False,9.8451274744191792,9.8451274744191792,1.319303832844135e-13,1,False,0.17366642213556355,0.0
30,0.05,30,0.6019635528369861,1.0,0,weakest,False,9.8504753578924582,9.8504753578924582,1.982967077625837e-13,1,False,0.17673812134337138,0.0
30,0.05,31,0.60379647271668402,1.0,0,weakest,False,9.8587984321964832,9.8587984321964832,4.6548778036488616e-14,1,False,0.17754958678566099,0.0
30,0.05,32,0.60573035612561621,1.0,0,weakest,False,9.856102282032893,9.856102282032893,4.5835691562525689e-13,1,False,0.18311370024049151,0.0
30,0.05,33,0.60248808143491073,1.0,0,weakest,False,9.8531004395010182,9.8531004395010182,2.1575506152722996e-12,1,False,0.21858568928271818,0.0
30,0.05,34,0.6019901507518659,1.0,0,weakest,False,9.8653131516520958,9.8653131516520958,4.4350529979506026e-13,1,False,0.19701066273612738,0.0
30,0.05,35,0.60010765579248238,1.0,0,weakest,False,9.87595086990504,9.87595086990504,1.1431825494913991e-11,1,False,0.2363205196263706,0.0
30,0.05,36,0.59843773533976363,1.0,0,weakest,False,9.8803886578101707,9.8803886578101707,2.4129745717304602e-12,1,False,0.21146828514580468,0.0
30,0.05,37,0.59727209927268832,1.0,0,weakest,False,9.8841676377533698,9.8841676377533698,3.735795887600244e-13,1,False,0.18768606240277413,0.0
30,0.05,38,0.59379144676349938,1.0,0,weakest,False,9.8929221942668057,9.8929221942668057,2.1565613357698276e-12,1,False,0.21012703018215195,0.0
30,0.05,39,0.59764947121668333,1.0,0,weakest,False,9.8999915121162019,9.8999915121162019,2.0219632039177866e-13,1,False,0.17799943209775326,0.0
30,0.05,40,0.59658117762793628,1.0,0,weakest,False,9.8978644366224859,9.8978644366224859,4.6595423321893827e-11,1,False,0.23502143121254701,0.0
30,0.05,41,0.59142500673743492,1.0,0,weakest,False,9.8866971085649418,9.8866971085649418,3.8465524899574791e-12,1,False,0.20883212394348655,0.0
30,0.05,42,0.60024718211403683,1.0,0,weakest,False,9.9039830905106374,9.9039830905106374,1.941907582672887e-11,1,False,0.21592894314438441,0.0
30,0.05,43,0.59607838107836153,1.0,0,weakest,False,9.9014092566627205,9.9014092566627205,1.0513477918896218e-11,1,False,0.2103425178129151,0.0
30,0.05,44,0.59497278682100274,1.0,0,weakest,False,9.91557467034594,9.91557467034594,7.1233205894439771e-11,1,False,0.17263293293416718,0.0
30,0.05,45,0.60113844863059884,1.0,0,weakest,False,9.924933176116328,9.924933176116328,1.1822718415297001e-11,1,False,0.21381859031769054,0.0
30,0.05,46,0.5913219052105444,1.0,0,weakest,False,9.9218413383684432,9.9218413383684432,7.1802502668578059e-11,1,False,0.20128333997799741,0.0
30,0.05,47,0.58941264903472046,1.0,0,weakest,False,9.9365836402105376,9.9365836402105376,7.8196125603941979e-11,1,False,0.2116390013266046,0.0
30,0.05,48,0.58614379849962517,1.0,0,weakest,False,9.9432366846251234,9.9432366846251234,4.800670500142356e-11,1,False,0.18221614841890121,0.0
