number.of.states,birth.rate,iteration,receiver.entropy,sender.proportion,sender.converged,receiver.eu,sender.eu,sender.convexity,meta.step,receiver.proportion,receiver.converged,sender.entropy,impairment
10,0.05,0,0.87295802994235072,0.5,False,1.5218082763409413,1.5733660316619451,0.0069869727491138301,5,0.5,False,0.80707966605685377,0.0
10,0.05,0,0.85057213357603645,0.5,False,1.4605993240716346,1.4090415687506308,0.023146935915501817,5,0.5,False,0.79093571818836328,0.05
10,0.05,1,0.9288078926551987,0.5,False,1.5897538769559656,1.589804096307182,0.014721533031746019,5,0.5,False,0.94474746060397696,0.0
10,0.05,1,0.93171631964117396,0.5,False,1.5890560552450808,1.5890058358938643,0.01490211801546391,5,0.5,False,0.94653378300712743,0.05
10,0.05,2,0.91295393949955728,0.5,False,1.6936375575486922,1.6934736664017485,0.0099027231112658754,5,0.5,False,0.87435923831708984,0.0
10,0.05,2,0.91586153889116595,0.5,False,1.6916083285436683,1.691772219690612,0.010155700807618028,5,0.5,False,0.87768833191108098,0.05
10,0.05,3,0.87283703738433127,0.5,False,1.8571071289663643,1.8566205518958081,0.0045299668867081902,5,0.5,False,0.756237862546707,0.0
10,0.05,3,0.87637533301092507,0.5,False,1.8536790112034893,1.8541655882740453,0.0047726150966334495,5,0.5,False,0.76149961596384208,0.05
10,0.05,4,0.8057271190862485,0.5,False,2.0805268237272037,2.0797613502174102,0.0011918104933388513,5,0.5,False,0.59860450505628982,0.0
10,0.05,4,0.81025429133367044,0.5,False,2.0761932361659126,2.0769587096757056,0.0013291931231570586,5,0.5,False,0.60556098140224168,0.05
10,0.05,5,0.76280311072119755,0.50028092291799475,False,2.3178150210506328,2.317043282087087,0.0006775868899650655,5,0.50044755177811107,False,0.48592904718468927,0.0
10,0.05,5,0.76658444406704551,0.4997190770820053,False,2.3136693629079641,2.3144411018715099,0.0016806019952143895,5,0.49955244822188893,False,0.54451567008816115,0.05
10,0.05,6,0.67806909580538077,0.50028092291799475,False,2.4740531035574111,2.4733683409072924,0.00011470055507830946,5,0.50044755177811107,False,0.32317967803589059,0.0
10,0.05,6,0.68357996808547627,0.4997190770820053,False,2.4706413858040914,2.4713280559693072,0.00014964689931861326,5,0.49955244822188893,False,0.33109229398839507,0.05
10,0.05,7,0.62617648715690832,0.50028092291799475,False,2.6240687006342158,2.623622908284502,8.8150885141550334e-06,5,0.50044755177811107,False,0.19549597916884698,0.0
10,0.05,7,0.63181187943168482,0.4997190770820053,False,2.6220494139688801,2.622496380854523,1.9084274362607946e-05,5,0.49955244822188893,False,0.20219608761878741,0.05
10,0.05,8,0.60557527621843743,0.50028092291799475,False,2.7132682799137102,2.71297576007969,9.6624712365056652e-07,5,0.50044755177811107,False,0.13048181508015011,0.0
10,0.05,8,0.61132770122578173,0.4997190770820053,False,2.7118831607703413,2.7121764713523895,3.199143388595644e-06,5,0.49955244822188893,False,0.13613754293508487,0.05
10,0.05,9,0.59881524395208163,0.50028092291799475,False,2.7877196944535427,2.7876717078784568,6.1413166019528413e-08,5,0.50044755177811107,False,0.076550952660819085,0.0
10,0.05,9,0.60474102960234943,0.4997190770820053,False,2.7864557872889071,2.7865042492600267,2.5213854376608348e-07,5,0.49955244822188893,False,0.081228611238743836,0.05
10,0.05,10,0.65301063460639697,0.50041586767348789,False,2.8418454843760905,2.8419504211232742,0.0013596824661341522,5,0.50056405786960068,False,0.14560348487913818,0.0
10,0.05,10,0.66415183983055548,0.499584132326512,False,2.840521422321661,2.8404168090935977,0.00010012240212033252,5,0.49943594213039944,False,0.15240571712941989,0.05
