number.of.states,birth.rate,iteration,receiver.entropy,sender.proportion,sender.converged,receiver.eu,sender.eu,sender.convexity,meta.step,receiver.proportion,receiver.converged,sender.entropy,impairment
6,0.05,0,0.90711260114710723,0.5,False,1.0184311814312181,1.0993628069559893,0.054004031584982438,1,0.5,False,0.41782021625792093,0.0
6,0.05,0,0.85866630435477875,0.5,False,1.1797299723743966,1.0987983468496256,0.074042969586095395,1,0.5,False,0.62397765247096804,0.05
6,0.05,1,0.87771123078753366,0.50000001623119039,False,1.3841517257698053,1.3841517249172592,0.079901075636456126,1,0.50000001653915738,False,0.69365254096300544,0.0
6,0.05,1,0.87736606785005544,0.49999998376880955,False,1.3841516341989955,1.3841516350515415,0.078898782187239017,1,0.49999998346084257,False,0.65957398404174128,0.05
6,0.05,2,0.77123490703007225,0.50000002992603021,False,1.6971831330767624,1.6971831307408844,0.019374852374164635,1,0.50000003092216039,False,0.5173571889037496,0.0
6,0.05,2,0.75429232645537703,0.49999997007396974,False,1.6971830354344046,1.6971830377702828,0.014106141184327273,1,0.49999996907783956,False,0.47732787742841049,0.05
6,0.05,3,0.66199554290608997,0.50000003770253998,False,1.9039817090690572,1.9039817008496698,0.0066774770522926401,1,0.50000004085714367,False,0.38569651803608501,0.0
6,0.05,3,0.67029963891876843,0.49999996229745997,False,1.9039816334049531,1.9039816416243416,0.0034319677591641813,1,0.49999995914285628,False,0.30285492509179368,0.05
6,0.05,4,0.63531214222129007,0.50000004184110558,False,1.9765138086378893,1.9765138026336135,0.0023339716936093729,1,0.50000004651461505,False,0.24861238180747877,0.0
6,0.05,4,0.61292337959613241,0.49999995815889448,False,1.9765137639096086,1.9765137699138859,0.0040317996292752994,1,0.49999995348538495,False,0.27632877200427192,0.05
6,0.05,5,0.63248900754402104,0.50000004507529971,False,1.9999539878370767,1.9999539857975983,0.0037188846535108969,1,0.50000005025869065,False,0.21239530402655513,0.0
6,0.05,5,0.64290330018606845,0.49999995492470023,False,1.9999539578851615,1.9999539599246403,0.0030825875632025414,1,0.4999999497413094,False,0.20081566838398118,0.05
6,0.05,6,0.60652368734691775,0.50000004844046531,False,2.0039934011480693,2.0039934007166789,0.00044533530496296947,1,0.50000005373148881,False,0.14373636071449455,0.0
6,0.05,6,0.62932775878400504,0.49999995155953481,False,2.0039933733102107,2.0039933737416016,0.00038318661554395385,1,0.49999994626851113,False,0.12092811529266323,0.05
6,0.05,7,0.62641359487404513,0.50000005088873611,False,2.0095947561467562,2.0095947561016194,0.0041265480932429479,1,0.50000005619099008,False,0.2174708113245962,0.0
6,0.05,7,0.62966186958660253,0.49999994911126389,False,2.0095947363763536,2.0095947364214903,0.0022243786299628236,1,0.49999994380901003,False,0.18200785583394102,0.05
6,0.05,8,0.62395744436542289,0.50000005415764459,False,2.0067686872272086,2.0067686874279209,0.002758458742913215,1,0.50000005940988967,False,0.16087511474775293,0.0
6,0.05,8,0.63035860570306157,0.49999994584235552,False,2.0067686613888611,2.0067686611881492,0.0038937466256159345,1,0.49999994059011038,False,0.19901663686785617,0.05
6,0.05,9,0.64225408139184559,0.50000005704687633,False,2.008099932043665,2.008099932251949,0.002893143046710212,1,0.50000006224726046,False,0.20393125087547628,0.0
6,0.05,9,0.63289809161877586,0.49999994295312372,False,2.0080999092527687,2.0080999090444847,0.0021777020849371954,1,0.49999993775273949,False,0.16024701791053733,0.05
6,0.05,10,0.60943375641812536,0.50000006008823494,False,2.005894500079608,2.0058944999625998,0.0016443541685694837,1,0.50000006531778529,False,0.13633449176538365,0.0
6,0.05,10,0.62086156633488798,0.49999993991176495,False,2.0058944754430135,2.0058944755600212,0.0023102467418404759,1,0.49999993468221482,False,0.15610794038502018,0.05
6,0.05,11,0.63907459767073949,0.50000006259983076,False,2.0100739888218584,2.0100739890715955,0.0048432342594563731,1,0.50000006776725969,False,0.20488692513828846,0.0
6,0.05,11,0.6157105210564201,0.49999993740016935,False,2.010073969127359,2.0100739688776228,0.003612776635889449,1,0.49999993223274031,False,0.17107042691536353,0.05
6,0.05,12,0.63324379297873823,0.50000006562337596,False,2.0079139277936404,2.0079139280843106,0.0017168430719876481,1,0.50000007071842378,False,0.15275153869059876,0.0
6,0.05,12,0.64503644743121247,0.49999993437662404,False,2.0079139040909064,2.0079139038002363,0.00077056461444381425,1,0.49999992928157611,False,0.13340214892150987,0.05
6,0.05,13,0.64373728343402703,0.50000006857305923,False,2.0086467512643922,2.0086467514230115,0.0006499586234528917,1,0.50000007362862298,False,0.1775653768357055,0.0
6,0.05,13,0.60986161497693392,0.49999993142694082,False,2.008646727882144,2.0086467277235247,0.0024417691512843413,1,0.49999992637137708,False,0.19952217508434761,0.05
6,0.05,14,0.63405520053149811,0.50000007134285063,False,2.0081843134156259,2.008184313575947,0.0010996718064644583,1,0.50000007635849752,False,0.13487471404146792,0.0
6,0.05,14,0.62427996721786927,0.49999992865714932,False,2.008184291487261,2.0081842913269403,0.0039837534818428447,1,0.49999992364150248,False,0.25107112726269493,0.05
6,0.05,15,0.63180157574714224,0.5000000741924947,False,2.0081741455648014,2.0081741456504583,0.001901316421603329,1,0.50000007918681455,False,0.16930852097529073,0.0
6,0.05,15,0.59904836387861149,0.49999992580750535,False,2.008174122845789,2.0081741227601326,0.0017022900651504642,1,0.49999992081318539,False,0.16123399847934927,0.05
6,0.05,16,0.61417214361231809,0.50000007667735613,False,2.0099760592618328,2.0099760592907989,0.002256726789369121,1,0.50000008166447041,False,0.1601055829601245,0.0
6,0.05,16,0.62724788764278638,0.49999992332264392,False,2.0099760393417174,2.0099760393127513,0.00042249496478484228,1,0.49999991833552959,False,0.13181238135184914,0.05
6,0.05,17,0.63415550760675199,0.50000007911721223,False,2.009766693637566,2.0097666938407492,0.0021792069643412431,1,0.50000008405377738,False,0.17132529433685653,0.0
6,0.05,17,0.65015702996664793,0.49999992088278766,False,2.0097666744297671,2.0097666742265829,0.0043617600693403001,1,0.49999991594622251,False,0.21973991017771621,0.05
6,0.05,18,0.63645677073540252,0.50000008239402771,False,2.0066334219947715,2.0066334222180497,0.00093013571379339181,1,0.50000008727495782,False,0.11935954868296458,0.0
6,0.05,18,0.64161525181726331,0.4999999176059724,False,2.0066333961398595,2.0066333959165812,0.0018640150158885974,1,0.49999991272504229,False,0.20968122643511569,0.05
6,0.05,19,0.63502790700024558,0.50000008521075834,False,2.0082810022696194,2.0082810023853295,0.00059962506125299097,1,0.50000009006288026,False,0.11531283572927503,0.0
6,0.05,19,0.61209584904442005,0.49999991478924177,False,2.0082809798738923,2.0082809797581831,0.0027800219467272631,1,0.49999990993711974,False,0.17309592428135087,0.05
6,0.05,20,0.65012599510712554,0.50000008771060567,False,2.0100420404010353,2.010042040588548,0.00035026737935194523,1,0.50000009251608346,False,0.12108134864216999,0.0
