interaction,birth.rate,sender.converged,iteration,receiver.eu,sender.eu,number.of.states,sender.proportion,sender.convexity,meta.step,receiver.proportion,sender.convex,receiver.converged,sender.entropy,impairment,receiver.entropy
weakest,0.05,False,0,4.7907079484892066,4.8706679775332251,30,0.33333333333333331,1.1374384298685761e-09,1,0.33333333333333331,0,False,0.71323171059239954,0.0,0.86983224162946193
weakest,0.05,False,0,4.8843141476321605,4.9040253823680953,30,0.33333333333333331,8.8522669299233196e-10,1,0.33333333333333331,0,False,0.66680704323792872,0.05,0.89366390772190052
weakest,0.05,False,0,4.9882112435461083,4.8885399797661551,30,0.33333333333333331,1.6967587697502747e-09,1,0.33333333333333331,0,False,0.75099852233679065,0.1,0.89422717707282851
weakest,0.05,False,1,4.8823684372570124,4.9409788639161611,30,0.33261365407627502,1.9522418147248861e-07,1,0.32866815487156525,0,False,0.70724099374746519,0.0,0.87232623621884786
weakest,0.05,False,1,5.0019299285673799,4.9701727533828217,30,0.33457890965004788,1.4082192926214181e-06,1,0.33671671885186749,0,False,0.90916573491044861,0.05,0.9780208328090384
weakest,0.05,False,1,4.9707107516999738,4.9438575002253833,30,0.33280743627367715,7.2103290931969237e-07,1,0.33461512627656725,0,False,0.96776088179448028,0.1,0.98815806879209866
weakest,0.05,False,2,4.8922579878068921,4.9039093619806451,30,0.32644401065014911,2.0347050007969889e-05,1,0.32180528675894093,0,False,0.66014473877110891,0.0,0.85809966014080996
weakest,0.05,False,2,5.097349499108585,5.0873046580893995,30,0.34065322511852236,1.0284725758784029e-05,1,0.34350676117196799,0,False,0.83447602865186676,0.05,0.96286707150594542
weakest,0.05,False,2,4.9976784804053711,4.9980222224466893,30,0.33290276423132853,4.5354744745731817e-06,1,0.33468795206909108,0,False,0.93506211943335105,0.1,0.98215949793832502
weakest,0.05,False,3,4.7960099067531328,4.7178331435647189,30,0.30515275040525908,0.0019196267782360804,1,0.30580124756971727,0,False,0.55587548213847915,0.0,0.82698315847955628
weakest,0.05,False,3,5.2637284786027898,5.301718311213147,30,0.3578451710125144,8.7007575711666371e-05,1,0.35825707445871624,0,False,0.70029749131254559,0.05,0.9243368414258738
weakest,0.05,False,3,5.0659138647364408,5.1091560955976814,30,0.33700207858222647,8.1572209187354421e-05,1,0.33594167797156649,1,False,0.85235471088031534,0.1,0.9655073378693162
weakest,0.05,False,4,4.4826674372691464,4.250141600625442,30,0.25143515989833698,0.059061532461858468,1,0.26575478504761896,1,False,0.38505546329088108,0.0,0.78196168661240129
weakest,0.05,False,4,5.6054878170084237,5.6610150738821039,30,0.39273064602486052,0.00057731244387659018,1,0.38932608971020111,0,False,0.52521995846796832,0.05,0.87284280460849495
weakest,0.05,False,4,5.2960011308921411,5.4464030872006024,30,0.35583419407680245,0.0021594449947897618,1,0.34491912524217999,1,False,0.69886921858154449,0.1,0.93470027424244884
weakest,0.05,False,5,3.8063824649865921,3.5207223219643971,30,0.1611869966404397,0.27287994084319822,1,0.18418986877757421,1,False,0.25187707879534982,0.0,0.74432833390078279
weakest,0.05,False,5,6.2912464872351261,6.2110362788830802,30,0.44415144509417198,0.0028419465199343093,1,0.4459872367605337,0,False,0.43527047353992221,0.05,0.82628060351991706
weakest,0.05,False,5,5.8884947991806822,6.091228974071484,30,0.39466155826538835,0.031732244791352927,1,0.36982289446189209,1,False,0.51491417968449371,0.1,0.88581113526887534
weakest,0.05,False,6,2.7974735652715861,2.5420300911225615,30,0.064788674840859845,0.35953518658740025,1,0.081474205960203577,1,False,0.22647854233409681,0.0,0.72676360918037852
weakest,0.05,False,6,7.2929250130866388,7.085258446691105,30,0.4975940546643921,0.016948676822860487,1,0.51429533512923997,0,False,0.3778874001884398,0.05,0.79930506738484586
weakest,0.05,False,6,6.9126860723227868,7.0126347587543183,30,0.43761727049474802,0.13017159571552225,1,0.40423045891055637,1,False,0.36720694149360417,0.1,0.84959451894330673
weakest,0.05,False,7,1.7515019767766371,1.4765955289809201,30,0.01252652717662424,0.37504563699361848,1,0.018685331496850584,1,False,0.23624874109407731,0.0,0.72616424728396056
weakest,0.05,False,7,8.2953435836840193,8.1480152879889136,30,0.53088084619909337,0.091468834486272438,1,0.55862067150632566,0,False,0.32286266280871684,0.05,0.78753694704998345
weakest,0.05,False,7,7.9859577231801735,7.9682766182907514,30,0.4565926266242824,0.18966781341789279,1,0.42269399699682375,1,False,0.31979463042899231,0.1,0.82914013211646487
weakest,0.05,False,8,1.1253218041176796,0.8146218972351027,30,0.001180676989489897,0.46256741644441507,1,0.0024328866501349034,1,False,0.20360012281665799,0.0,0.71556955791665211
weakest,0.05,False,8,8.8896133448654737,8.8824439854190551,30,0.54559938040206701,0.26305222036930404,1,0.57457166989571262,1,False,0.27981279710508844,0.05,0.77907957441222064
weakest,0.05,False,8,8.6489876021823502,8.5789825231385528,30,0.45321994260844306,0.2453804324005768,1,0.42299544345415235,1,False,0.28522579923815378,0.1,0.82352432211375226
weakest,0.05,False,9,0.89406760734739565,0.5962749387898425,30,7.8385303719017251e-05,0.46579249546690832,1,0.00024218610654344272,1,False,0.20105723801732917,0.0,0.71375861868639834
weakest,0.05,False,9,9.0958020781254874,9.1490416177086473,30,0.55578453903851766,0.3816339244861503,1,0.58189175021397599,1,False,0.23675542684246978,0.05,0.77583380986060679
weakest,0.05,False,9,8.8724676229539892,8.8013851772885481,30,0.44413707565776328,0.24379137356493824,1,0.41786606367948054,1,False,0.28701133859983358,0.1,0.82454458363383809
weakest,0.05,False,10,0.7940170572720302,0.51859689153103239,30,4.4670850629645497e-06,0.47118177866376532,1,2.1131908682446584e-05,1,False,0.1957493551461372,0.0,0.70898773823284533
weakest,0.05,False,10,9.2065276469354203,9.2472514288665462,30,0.56477933160490679,0.37774974308067949,1,0.58870500682888016,1,False,0.24291451120460369,0.05,0.77873514676492761
weakest,0.05,False,10,8.9564176840472314,8.9171969240897582,30,0.4352162013100303,0.22842539974754436,1,0.41127386126243748,1,False,0.29442696796934575,0.1,0.82422447974386503
weakest,0.05,False,11,0.70839015339490907,0.48695285407746258,30,2.375514722725567e-07,0.45719784660431773,1,1.6347744048835235e-06,1,False,0.20057148839305586,0.0,0.70855347926961043
weakest,0.05,False,11,9.2638872969568595,9.2932362843339806,30,0.57318176152181466,0.40125286730718807,1,0.59557653754534667,1,False,0.22920249540869689,0.05,0.78251238975494442
weakest,0.05,False,11,9.004443775745063,8.980304961275074,30,0.42681800092671313,0.21606288318247704,1,0.40442182768024854,1,False,0.30515632903597689,0.1,0.81838557980227533
weakest,0.05,False,12,0.65526961457867094,0.46286249927935152,30,1.1950220535264381e-08,0.4731848430987472,1,1.1642441299114513e-07,1,False,0.19321740410345795,0.0,0.70163867443618366
weakest,0.05,False,12,9.3126129103792845,9.3230204567768009,30,0.58078474099772714,0.35346647088131661,1,0.60280289527709618,1,False,0.24968877966745387,0.05,0.78256260602942918
weakest,0.05,False,12,9.0366021389419622,9.0370803726277806,30,0.41921524705205238,0.24132302772281225,1,0.39719698829849076,1,False,0.28939708024948901,0.1,0.81799646281468819
weakest,0.05,False,13,0.58522754033866065,0.43227849997077733,30,5.5823575148710749e-10,0.51870808416366709,1,7.362866115524758e-09,1,False,0.17168293937735557,0.0,0.70042457414191417
weakest,0.05,False,13,9.364588578228231,9.3596534960483044,30,0.58742585768017708,0.37344122158837401,1,0.61001725905569226,1,False,0.24365174687586111,0.05,0.78972012892529797
weakest,0.05,False,13,9.0857616836593103,9.1072413121131461,30,0.41257414176158708,0.24973183229947618,1,0.38998273358144159,1,False,0.28915253665771473,0.1,0.82041653451113905
weakest,0.05,False,14,0.54149219752652678,0.41399812609094372,30,2.4883246529725823e-11,0.45398516370764452,1,4.2926959309620563e-10,1,False,0.18834542675068397,0.0,0.70066308584410397
weakest,0.05,False,14,9.4007797168828962,9.3860898886900621,30,0.59364769902307768,0.36429582849791997,1,0.61744320976805944,1,False,0.24704099118494088,0.05,0.78819648388948682
weakest,0.05,False,14,9.1108629785760424,9.1476533407176976,30,0.40635230095203911,0.2181647713558125,1,0.3825567898026711,1,False,0.30572475713525349,0.1,0.82699514331202273
weakest,0.05,False,15,0.50374774322347016,0.40068745980352249,30,1.0701062795783013e-12,0.51306146848669809,1,2.3209049770350245e-11,1,False,0.16557721270357159,0.0,0.69470821197541566
weakest,0.05,False,15,9.435325895666228,9.4109377011162714,30,0.59961958137896021,0.35426949239576433,1,0.62527065035345608,1,False,0.25009860387080207,0.05,0.785858854940375
weakest,0.05,False,15,9.1265718103407245,9.180281247194678,30,0.4003804186199697,0.20392666299681578,1,0.37472934962333493,1,False,0.31778241887648478,0.1,0.82087449945180102
weakest,0.05,False,16,0.4633955320612696,0.38720199492089474,30,4.4350247456561625e-14,0.4723317036273415,1,1.1511734124355704e-12,1,False,0.17568413463431623,0.0,0.69038319324615161
weakest,0.05,False,16,9.4596685871791841,9.4305122897218432,30,0.60526093002749093,0.41376772725438848,1,0.63310466530435483,1,False,0.22503392958055504,0.05,0.79243637242252107
weakest,0.05,False,16,9.1473001867973913,9.210977801590051,30,0.39473906997246472,0.23706182254993549,1,0.36689533469449415,1,False,0.2944335386227761,0.1,0.8110254721296758
weakest,0.05,False,17,0.42904032358906607,0.37608888199411017,30,1.7809720311153032e-15,0.50660915894152803,1,5.2736271192032139e-14,1,False,0.16194375140929737,0.0,0.69440408952265253
weakest,0.05,False,17,9.4746624386795908,9.4440623974203657,30,0.61034029829672232,0.38187874353332668,1,0.64048625886452581,1,False,0.23914559944320954,0.05,0.78956578439780278
weakest,0.05,False,17,9.1770426058268413,9.244955460925592,30,0.38965970170327585,0.24844341178128718,1,0.35951374113542151,1,False,0.2850614379784116,0.1,0.81955389174028548
weakest,0.05,False,18,0.41137662436160483,0.36081926205190573,30,6.8443383847425509e-17,0.44733405213583061,1,2.3106474576882426e-15,1,False,0.18111075945527266,0.0,0.69751964667002619
weakest,0.05,False,18,9.5003217115008436,9.4625149088710181,30,0.61512486417716739,0.41614773420634771,1,0.64808622197945576,1,False,0.22440853121992835,0.05,0.79337134606330595
weakest,0.05,False,18,9.1904360272795653,9.2736286609279706,30,0.3848751358228325,0.19743182326493969,1,0.35191377802054202,1,False,0.3257429558970335,0.1,0.82032057187333252
weakest,0.05,False,19,0.37793136207131356,0.35051111934825763,30,2.5480700993679826e-18,0.50047389970670131,1,9.2752307006615422e-17,1,False,0.16966744986204002,0.0,0.69009874242357994
weakest,0.05,False,19,9.5233660237921445,9.4813460355929244,30,0.6194573040796969,0.44777643037659565,1,0.65554327126251544,1,False,0.21327233440850693,0.05,0.78800266744448466
weakest,0.05,False,19,9.2155297062097059,9.3090515765305142,30,0.38054269592030315,0.21825125871106624,1,0.34445672873748451,1,False,0.3120404954239599,0.1,0.81874532482291151
weakest,0.05,False,20,0.35750114134203576,0.34262164455397526,30,9.2606613493254763e-20,0.5010107943537675,1,3.5173694655417789e-18,1,False,0.16294418504911026,0.0,0.69254053786946035
weakest,0.05,False,20,9.5347488566282657,9.4939411319729281,30,0.62384076238438824,0.38355206838082806,1,0.66301973917988621,1,False,0.23813754500091272,0.05,0.79507267910859247
weakest,0.05,False,20,9.2226123243239932,9.3186393724152374,30,0.37615923761561171,0.24542504381217634,1,0.33698026082011379,1,False,0.29099154251807041,0.1,0.82381731732962415
weakest,0.05,False,21,0.34358645899432239,0.33999522889893508,30,3.3383225522319003e-21,0.53444618301366664,1,1.2813491924480843e-19,1,False,0.15016607212239588,0.0,0.70040826022472347
weakest,0.05,False,21,9.5380240520076427,9.494501242500089,30,0.6279996114317532,0.43412963615690336,1,0.67049932083706543,1,False,0.21448364173310103,0.05,0.7926097730864553
weakest,0.05,False,21,9.2222816440165563,9.3273482306857005,30,0.37200038856824685,0.26360673439958765,1,0.32950067916293468,1,False,0.27692872394695667,0.1,0.81987157730601579
weakest,0.05,False,22,0.31255534657801831,0.31655602723727289,30,1.1163767067728377e-22,0.47756348391943915,1,4.2308372065842457e-21,1,False,0.17232504066974166,0.0,0.69178535717696055
weakest,0.05,False,22,9.5717846295369462,9.5255903945835207,30,0.6319506440264947,0.39181107023402095,1,0.67798977400917204,1,False,0.23261305789309844,0.05,0.79114128110485693
weakest,0.05,False,22,9.2508463250975375,9.3654960609244213,30,0.36804935597350519,0.20350646049281171,1,0.3220102259908279,1,False,0.32562426014361984,0.1,0.81808630342408795
weakest,0.05,False,23,0.29905039790038124,0.31527490694081528,30,3.7143050206104623e-24,0.50482726260778932,1,1.3352054377375158e-22,1,False,0.16133185447053214,0.0,0.69497181303724698
weakest,0.05,False,23,9.5773479458291426,9.5341128748886259,30,0.63582974780064438,0.34412023643344403,1,0.68524488435273356,1,False,0.25483104660416744,0.05,0.79811079032356247
weakest,0.05,False,23,9.2624471037495688,9.3760736895506263,30,0.36417025219935556,0.219688087346224,1,0.31475511564726644,1,False,0.30679309945952876,0.1,0.81669791868826447
weakest,0.05,False,24,0.29283506107652096,0.30697284031366978,30,1.2017602480726409e-25,0.44321516353552864,1,4.1210841457403051e-24,1,False,0.18889181731066446,0.0,0.69572434942931638
weakest,0.05,False,24,9.5849077234018463,9.5407555942801174,30,0.63938718830327723,0.3836727082278773,1,0.69226767746094331,1,False,0.23714809443394677,0.05,0.79238737869433917
weakest,0.05,False,24,9.2759842148882878,9.3949910097045581,30,0.36061281169672277,0.22791795719523705,1,0.30773232253905675,1,False,0.30512010794627703,0.1,0.81981553926216921
weakest,0.05,False,25,0.27517367521996405,0.30618135723844031,30,3.8737652595215211e-27,0.45754785716469709,1,1.1938646371692162e-25,1,False,0.18341821217669738,0.0,0.69492035444889499
weakest,0.05,False,25,9.5938702075230022,9.5498992560620515,30,0.64283489255900794,0.39607508183308526,1,0.69920514468839956,1,False,0.23435384400208156,0.05,0.79333882759317853
weakest,0.05,False,25,9.2845437602734293,9.407866602444102,30,0.357165107440992,0.24909580181933186,1,0.30079485531160038,1,False,0.29097306755038083,0.1,0.81970728022606898
