interaction,birth.rate,sender.converged,iteration,receiver.eu,sender.eu,number.of.states,sender.proportion,sender.convexity,meta.step,receiver.proportion,sender.convex,receiver.converged,sender.entropy,impairment,receiver.entropy
weak,0.05,False,0,4.7435273147854611,4.7435273147854611,30,1.0,4.0773947408772708e-10,1,1.0,0,False,0.74910666111218083,0.0,0.88765478029904721
weak,0.05,False,1,5.087206517313124,5.087206517313124,30,1.0,1.6450844964403723e-10,1,1.0,0,False,0.75395628666517411,0.0,0.90187519630916291
weak,0.05,False,2,5.4682097948455297,5.4682097948455297,30,1.0,3.3247440687446429e-10,1,1.0,0,False,0.72897233139810191,0.0,0.89298068907505534
weak,0.05,False,3,6.135434446592912,6.135434446592912,30,1.0,8.9071969076185451e-10,1,1.0,0,False,0.6553569073204466,0.0,0.86454764431609388
weak,0.05,False,4,7.1897719227299115,7.1897719227299115,30,1.0,1.8152481882433065e-09,1,1.0,0,False,0.55852222083765057,0.0,0.81533888266088306
weak,0.05,False,5,8.2662300169717096,8.2662300169717096,30,1.0,1.5761042504299966e-08,1,1.0,0,False,0.42418781950702389,0.0,0.76588545396221275
weak,0.05,False,6,8.9695196966034594,8.9695196966034594,30,1.0,5.6941876220569393e-08,1,1.0,0,False,0.31032398189830074,0.0,0.72086999885489966
weak,0.05,False,7,9.3296130245063136,9.3296130245063136,30,1.0,5.7342210131882802e-09,1,1.0,0,False,0.28282194427934182,0.0,0.69265659227532372
weak,0.05,False,8,9.5227133217039341,9.5227133217039341,30,1.0,2.3119617409836215e-08,1,1.0,0,False,0.23459138893249187,0.0,0.67091941676888922
weak,0.05,False,9,9.6602292973709112,9.6602292973709112,30,1.0,5.164887956972637e-08,1,1.0,0,False,0.19102241754108612,0.0,0.65642062228767983
weak,0.05,False,10,9.7459802819945764,9.7459802819945764,30,1.0,4.1181535069559859e-08,1,1.0,0,False,0.19528022827053257,0.0,0.64679646043891492
weak,0.05,False,11,9.8128287551359481,9.8128287551359481,30,1.0,1.0848721820400493e-08,1,1.0,0,False,0.20913836519502407,0.0,0.64298291462341384
weak,0.05,False,12,9.8345540827380944,9.8345540827380944,30,1.0,1.381762255802644e-06,1,1.0,0,False,0.23118399729263675,0.0,0.63592715207558781
weak,0.05,False,13,9.8695229315597359,9.8695229315597359,30,1.0,1.4783574671934448e-06,1,1.0,0,False,0.24361824384390471,0.0,0.62883448461593583
weak,0.05,False,14,9.9157654069167869,9.9157654069167869,30,1.0,4.3096385358274188e-07,1,1.0,0,False,0.19506418057015931,0.0,0.62522847233277712
weak,0.05,False,15,9.9414346558630182,9.9414346558630182,30,1.0,2.4551501191195437e-06,1,1.0,0,False,0.21103919860284664,0.0,0.62302492102357299
weak,0.05,False,16,9.9662995431402592,9.9662995431402592,30,1.0,9.7705426563188461e-07,1,1.0,0,False,0.21034745035643276,0.0,0.62208288100952824
weak,0.05,False,17,9.9686983305552133,9.9686983305552133,30,1.0,4.3933954038674775e-06,1,1.0,0,False,0.21373976172916212,0.0,0.61620032184627205
weak,0.05,False,18,9.9970469212791695,9.9970469212791695,30,1.0,7.6310885280901645e-06,1,1.0,0,False,0.21140500116018329,0.0,0.61858610129794911
weak,0.05,False,19,10.000174955312602,10.000174955312602,30,1.0,7.4788231697319093e-06,1,1.0,0,False,0.2058725389592061,0.0,0.61762865645385523
weak,0.05,False,20,10.016005115826388,10.016005115826388,30,1.0,2.9197093401979342e-05,1,1.0,0,False,0.21630008671605683,0.0,0.61248554722054271
weak,0.05,False,21,10.026959002671791,10.026959002671791,30,1.0,6.3442009885101465e-05,1,1.0,0,False,0.2092966760131435,0.0,0.61272843314977632
weak,0.05,False,22,10.044768388001877,10.044768388001877,30,1.0,0.00029295518180605823,1,1.0,0,False,0.1869428550881321,0.0,0.61012348815206119
weak,0.05,False,23,10.055007035418772,10.055007035418772,30,1.0,0.00056346929779229704,1,1.0,0,False,0.21916367689704294,0.0,0.61040589017761859
weak,0.05,False,24,10.056991346026622,10.056991346026622,30,1.0,0.0015496188865133566,1,1.0,0,False,0.24214847020462038,0.0,0.61838507824304378
weak,0.05,False,25,10.045179096497773,10.045179096497773,30,1.0,0.0020578748601277918,1,1.0,0,False,0.19617484542771482,0.0,0.6163116216332114
weak,0.05,False,26,10.069402598042736,10.069402598042736,30,1.0,0.0054671207613890063,1,1.0,0,False,0.25052376581368968,0.0,0.61586902936847232
weak,0.05,False,27,10.074936112037159,10.074936112037159,30,1.0,0.028515350810461849,1,1.0,0,False,0.24665949209100338,0.0,0.6201110350028779
weak,0.05,False,28,10.076083152756471,10.076083152756471,30,1.0,0.029701227373133174,1,1.0,0,False,0.26270213657684999,0.0,0.61184737615647711
weak,0.05,False,29,10.075397216657429,10.075397216657429,30,1.0,0.047834310365873656,1,1.0,0,False,0.2319348372655741,0.0,0.6176287846993328
weak,0.05,False,30,10.089184087902987,10.089184087902987,30,1.0,0.058946695873219317,1,1.0,0,False,0.239312088378901,0.0,0.62036040059255593
weak,0.05,False,31,10.092725457838975,10.092725457838975,30,1.0,0.10256854196132816,1,1.0,0,False,0.24223465703055475,0.0,0.61768397783320572
weak,0.05,False,32,10.101121398627217,10.101121398627217,30,1.0,0.17485000537413037,1,1.0,0,False,0.19833455939617101,0.0,0.62293631684107342
weak,0.05,False,33,10.105331407603758,10.105331407603758,30,1.0,0.2769778750697145,1,1.0,1,False,0.20749012639143755,0.0,0.6308892065737538
weak,0.05,False,34,10.100189444780135,10.100189444780135,30,1.0,0.38035526136193504,1,1.0,1,False,0.20062976055559339,0.0,0.62937381150727079
weak,0.05,False,35,10.100286747722244,10.100286747722244,30,1.0,0.43317102989044121,1,1.0,1,False,0.1918178526286371,0.0,0.63400753448968583
weak,0.05,False,36,10.107355748865352,10.107355748865352,30,1.0,0.45053405967646831,1,1.0,1,False,0.18530719775476767,0.0,0.64227004351457251
weak,0.05,False,37,10.106780155607543,10.106780155607543,30,1.0,0.43518775073804983,1,1.0,1,False,0.18916662776936741,0.0,0.64451155567922613
weak,0.05,False,38,10.099342527470666,10.099342527470666,30,1.0,0.43277514735385697,1,1.0,1,False,0.18491568526548291,0.0,0.64181940634048407
weak,0.05,False,39,10.101978259750707,10.101978259750707,30,1.0,0.48129450376843197,1,1.0,1,False,0.175248224935455,0.0,0.64614581530029103
weak,0.05,False,40,10.101444886631457,10.101444886631457,30,1.0,0.42463807513235186,1,1.0,1,False,0.18980393710649873,0.0,0.65039876873297908
weak,0.05,False,41,10.094433815709499,10.094433815709499,30,1.0,0.5090209301193257,1,1.0,1,False,0.16603579119054998,0.0,0.65856686600899872
weak,0.05,False,42,10.092468837106857,10.092468837106857,30,1.0,0.43675549571502659,1,1.0,1,False,0.18889087830302556,0.0,0.65653152766188128
weak,0.05,False,43,10.087746499742543,10.087746499742543,30,1.0,0.5050379927151305,1,1.0,1,False,0.16357834816920691,0.0,0.66121866181719768
weak,0.05,False,44,10.09834824270939,10.09834824270939,30,1.0,0.41071446518645544,1,1.0,1,False,0.20124351367476864,0.0,0.65915816923308246
weak,0.05,False,45,10.107292213542195,10.107292213542195,30,1.0,0.46849907759435272,1,1.0,1,False,0.18347777574169902,0.0,0.65948966403177889
weak,0.05,False,46,10.10967616663938,10.10967616663938,30,1.0,0.43238178157072116,1,1.0,1,False,0.19447607539331221,0.0,0.66219102412424002
