interaction,birth.rate,sender.converged,iteration,receiver.eu,sender.eu,number.of.states,sender.proportion,sender.convexity,meta.step,receiver.proportion,sender.convex,receiver.converged,sender.entropy,impairment,receiver.entropy
strong,0.05,False,0,5.0393569721634819,5.0617980095061439,30,0.5,5.6937043276009325e-08,1,0.5,0,False,0.81359784184725703,0.0,0.86291765983846802
strong,0.05,False,0,4.8681977038913589,4.8457566665486969,30,0.5,8.9797316886912544e-11,1,0.5,0,False,0.72508540984735292,0.05,0.85609744668511989
strong,0.05,False,1,5.350954610185048,5.3388829112227985,30,0.50028892988242191,5.2461341018858613e-07,1,0.50142012857250584,0,False,0.90210753558902923,0.0,0.94888218318138295
strong,0.05,False,1,5.3206445244940745,5.332716223456325,30,0.49971107011757809,7.6575943468901636e-07,1,0.4985798714274941,0,False,0.93387649494038261,0.05,0.97312882557232705
strong,0.05,False,2,5.9981511169762936,5.9834215384623342,30,0.50099647951745885,1.5470178218180616e-05,1,0.50336538560596766,0,False,0.84662829797723038,0.0,0.94218480278393413
strong,0.05,False,2,5.9516593225748871,5.9665111779231141,30,0.49900352048254121,1.8765264676379139e-05,1,0.49663461439403223,0,False,0.85951644684688067,0.05,0.95013987867337502
strong,0.05,False,3,7.1549900310741013,7.1336120466240658,30,0.50172702653127377,0.00081402447858044686,1,0.50561007026752702,0,False,0.68893822848403952,0.0,0.90129705963648443
strong,0.05,False,3,7.0910295574491453,7.112796560803222,30,0.49827297346872618,0.00086033818233657725,1,0.49438992973247281,0,False,0.69774099821629842,0.05,0.91091804218954719
strong,0.05,False,4,8.3969664142740257,8.3692562999143512,30,0.5021345953794939,0.019199641751903931,1,0.50769619846017855,1,False,0.50042858702158188,0.0,0.84542764372260626
strong,0.05,False,4,8.3271769473648316,8.3556230192763543,30,0.49786540462050621,0.023716617764323468,1,0.49230380153982156,1,False,0.50792740869103037,0.05,0.84766879295116015
strong,0.05,False,5,9.2494066279476908,9.2235153088490378,30,0.50244298980154145,0.16962586640843871,1,0.50943403732480541,1,False,0.33688846764657127,0.0,0.80002080236357376
strong,0.05,False,5,9.1853148631720067,9.2121441625607581,30,0.49755701019845849,0.15549389980609299,1,0.49056596267519448,1,False,0.35207116637558389,0.05,0.80914261835937829
strong,0.05,False,6,9.603625211418521,9.581490430405136,30,0.50288400829353308,0.34342444827509594,1,0.51105909960237628,1,False,0.25690445353738722,0.0,0.77620816920302627
strong,0.05,False,6,9.5413755956898516,9.5646023924909311,30,0.49711599170646681,0.29625470789631247,1,0.48894090039762372,1,False,0.28013287260016062,0.05,0.78863450875207652
strong,0.05,False,7,9.7034833747486111,9.6819008513127542,30,0.50334471514963619,0.41958351491749291,1,0.51266757300323473,1,False,0.22258534670627683,0.0,0.7607039107621768
strong,0.05,False,7,9.6412176090580584,9.6640745165082595,30,0.49665528485036387,0.39827996043285763,1,0.48733242699676521,1,False,0.23166579951654362,0.05,0.77498128629704188
strong,0.05,False,8,9.7523932334847565,9.730051138150607,30,0.50376418073618012,0.3704262883556016,1,0.51427297361580593,1,False,0.24524104823714221,0.0,0.76358972294745664
strong,0.05,False,8,9.6899226421366933,9.7137383155338739,30,0.49623581926381982,0.41360748741128872,1,0.48572702638419407,1,False,0.22370737430979604,0.05,0.77508515729505223
strong,0.05,False,9,9.773849319912653,9.7514289442673086,30,0.50420189940927063,0.41850731336999475,1,0.51590326135982612,1,False,0.2242705915872604,0.0,0.76520711357358728
strong,0.05,False,9,9.7102621698005702,9.7343692694792168,30,0.49579810059072943,0.38211971125787775,1,0.48409673864017383,1,False,0.24096480619508703,0.05,0.77645300838982723
strong,0.05,False,10,9.7847365864866305,9.7626021360239825,30,0.50462738126738038,0.46859798458331048,1,0.51750929649009936,1,False,0.20505539004795384,0.0,0.76746398345541078
strong,0.05,False,10,9.7220096804605731,9.7459997324251209,30,0.49537261873261967,0.40041248803158092,1,0.48249070350990075,1,False,0.2311230109610305,0.05,0.77172930230088366
strong,0.05,False,11,9.792645501540596,9.7706029023448302,30,0.50504688170904455,0.42253401100368171,1,0.51910798359806676,1,False,0.22286029216674638,0.0,0.76375787995200328
strong,0.05,False,11,9.7301402009810154,9.7542200282467668,30,0.49495311829095556,0.38206328441055692,1,0.48089201640193319,1,False,0.23882119175652392,0.05,0.77787903399540281
strong,0.05,False,12,9.8011674439401624,9.7794920115707331,30,0.50546732518465265,0.4061156299460964,1,0.52069165030037146,1,False,0.22567498604556124,0.0,0.76089682026630467
strong,0.05,False,12,9.7391786176157602,9.7630571230621186,30,0.49453267481534735,0.43735129125273098,1,0.47930834969962854,1,False,0.21739081054348289,0.05,0.7754004100089894
strong,0.05,False,13,9.8125330285776879,9.7911433620360491,30,0.50588949505289993,0.44773225793092608,1,0.52226498518914144,1,False,0.20933397384914748,0.0,0.76383196285964983
strong,0.05,False,13,9.7508598403154441,9.77462108158592,30,0.49411050494710018,0.41690367330741812,1,0.47773501481085856,1,False,0.2259343009911188,0.05,0.7705452929244283
strong,0.05,False,14,9.8243710673660622,9.8035473691867878,30,0.50629778946754078,0.40785252487825813,1,0.52379673346168898,1,False,0.22627044555401749,0.0,0.76320131143417369
strong,0.05,False,14,9.7642339927936632,9.787547126421055,30,0.49370221053245911,0.44380276233144966,1,0.47620326653831108,1,False,0.21400995007239224,0.05,0.77058580223600326
strong,0.05,False,15,9.8263945981600003,9.8057474918551613,30,0.50671018341736085,0.41510619043395264,1,0.52532719219949187,1,False,0.22421527729896618,0.0,0.76792967290166714
strong,0.05,False,15,9.766278113973355,9.7895827681261913,30,0.49328981658263921,0.40782526972657818,1,0.47467280780050819,1,False,0.22847302941457071,0.05,0.77438673287276028
strong,0.05,False,16,9.8298820861167133,9.8091226683496373,30,0.50710088209038018,0.41240958933648908,1,0.52684487256952683,1,False,0.22557941214883365,0.0,0.7645714956404992
strong,0.05,False,16,9.7702264454464434,9.7938020749845123,30,0.49289911790961988,0.44300987324622054,1,0.47315512743047322,1,False,0.21397957439985521,0.05,0.77479134201247069
strong,0.05,False,17,9.8420678111554771,9.8209259518935905,30,0.50746504692869621,0.41485873336555035,1,0.5283581884907359,1,False,0.22401090822141553,0.0,0.76633023284244484
strong,0.05,False,17,9.7824900799249246,9.8066275904349354,30,0.49253495307130363,0.40584103964377399,1,0.47164181150926415,1,False,0.22776922635511612,0.05,0.77297929509102137
strong,0.05,False,18,9.8499601035665094,9.8288156644838018,30,0.50781411245592178,0.4527548629187369,1,0.52985904872240885,1,False,0.2082148086532094,0.0,0.76464972741839776
strong,0.05,False,18,9.790803658534152,9.8150984373658687,30,0.49218588754407827,0.46590175145023033,1,0.4701409512775912,1,False,0.20453293091475511,0.05,0.76995654373370126
strong,0.05,False,19,9.8549854952391271,9.8340335866063846,30,0.50815810811860174,0.43704316684975902,1,0.5313476340923512,1,False,0.21728813449843162,0.0,0.75957583418347963
strong,0.05,False,19,9.7962605118123456,9.8205079835613596,30,0.49184189188139815,0.4186215330985753,1,0.46865236590764892,1,False,0.22421377394524014,0.05,0.7738231499288718
strong,0.05,False,20,9.8545842486414941,9.8336303780075642,30,0.50849282843612864,0.4142177114300028,1,0.53283059056351356,1,False,0.22502872229479506,0.0,0.76418164427886315
strong,0.05,False,20,9.7960612263740323,9.8204694774852044,30,0.49150717156387141,0.40621746043216828,1,0.46716940943648644,1,False,0.23075348608276292,0.05,0.77193586027487382
strong,0.05,False,21,9.8630067632178395,9.842085210262816,30,0.50881915706001568,0.44273148415759983,1,0.5343059155619152,1,False,0.21607938453051756,0.0,0.7639639835382328
strong,0.05,False,21,9.8047115825508406,9.8292427279240773,30,0.49118084293998421,0.39545071242268737,1,0.46569408443808491,1,False,0.23651023481087813,0.05,0.76883431304387884
strong,0.05,False,22,9.8671779366131851,9.8461327295292449,30,0.50913545558247242,0.44458220198947196,1,0.53578079737190909,1,False,0.21481936658776693,0.0,0.76213981603685255
strong,0.05,False,22,9.8088519204456617,9.8336793252443773,30,0.49086454441752764,0.45485478679069069,1,0.46421920262809085,1,False,0.21176257956048183,0.05,0.77621212899022651
strong,0.05,False,23,9.8705174275190792,9.8498654883431058,30,0.50944539417674006,0.4736983840232048,1,0.5372309969964314,1,False,0.20346339941022382,0.0,0.76608713311400345
strong,0.05,False,23,9.8131211741318829,9.8376574283529852,30,0.49055460582325999,0.43159826750772118,1,0.46276900300356871,1,False,0.2181212922400883,0.05,0.7689829968574855
strong,0.05,False,24,9.8733633686965732,9.8529103075336018,30,0.50975846825480609,0.41872187231808294,1,0.53867703711455328,1,False,0.22592744332601886,0.0,0.75608810591983988
strong,0.05,False,24,9.8160899986549488,9.8405747201840743,30,0.49024153174519397,0.42730773411552669,1,0.46132296288544666,1,False,0.22003988193424695,0.05,0.76984700680035956
strong,0.05,False,25,9.8801514099927488,9.859798944494452,30,0.51007682289073109,0.42321272817184413,1,0.54012607637055332,1,False,0.22212866690264049,0.0,0.76388957323412399
strong,0.05,False,25,9.822694332294807,9.8472463486298132,30,0.48992317710926891,0.41599706089003968,1,0.45987392362944657,1,False,0.22486382333864247,0.05,0.76978745099708556
strong,0.05,False,26,9.8797196351753733,9.8598795217064179,30,0.51040070106729596,0.44100067990960207,1,0.5415565699030187,1,False,0.21190712524724722,0.0,0.75783288077007893
strong,0.05,False,26,9.8229719819914649,9.8471088410164178,30,0.48959929893270421,0.47437307804101952,1,0.4584434300969813,1,False,0.20368935329701376,0.05,0.77811427907915387
strong,0.05,False,27,9.8838122966005386,9.8648320560303659,30,0.51074022731720836,0.4387072149138706,1,0.54295948615491341,1,False,0.21324711857764714,0.0,0.76300996334654436
